Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4(mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
18.06666667,6.867994351,17.19114381,25.80755977,101.7906875,6.917161066,6.889017365,7.091109528,2.065048218,2.08442688,2.034301758,2.100830078,18.06666667,0.806666667,1,,6.104465607,224,,,,,0,6.153632322,,,,6.327580784,6.12548862,,,,,,
18.08333333,6.868333431,17.20783875,25.8017632,101.801,6.917161066,6.889017365,7.095517578,2.064971924,2.08442688,2.034301758,2.10067749,18.08333333,0.808333333,1,,6.103991628,225,,,,,0,6.152819263,,,,6.331175775,6.124675561,,,,,,
18.1,6.868672512,17.19207131,25.80900891,101.794125,6.912753016,6.889356445,7.091109528,2.065048218,2.084274292,2.03414917,2.100601196,18.1,0.81,1,,6.105120445,224,,,,,0,6.149200949,,,,6.327557461,6.125804378,,,,,,
18.11666667,6.861890896,17.19021632,25.80466149,101.7975625,6.912413935,6.889356445,7.091448608,2.064971924,2.084350586,2.03414917,2.100753784,18.11666667,0.811666667,1,,6.098367602,224,,,,,0,6.148890641,,,,6.327925314,6.125833151,,,,,,
18.13333333,6.869011593,17.18279635,25.80755977,101.7975625,6.912074854,6.889356445,7.086023315,2.065048218,2.084503174,2.034225464,2.100830078,18.13333333,0.813333333,1,,6.105853594,225,,,,,0,6.148916855,,,,6.322865316,6.126198446,,,,,,
18.15,6.867316189,17.20691125,25.81045805,101.7958438,6.913092097,6.88698288,7.085684235,2.065048218,2.084350586,2.034301758,2.100753784,18.15,0.815,1,,6.10312292,224,,,,,0,6.148898827,,,,6.321490965,6.12278961,,,,,,
18.16666667,6.868672512,17.21154873,25.82060205,101.7958438,6.912413935,6.885626556,7.086362396,2.065124512,2.084579468,2.03414917,2.100601196,18.16666667,0.816666667,1,,6.104398454,224,,,,,0,6.148139877,,,,6.322088338,6.121352498,,,,,,
18.18333333,6.868672512,17.18001386,25.81335634,101.794125,6.9059714,6.880540344,7.091109528,2.065048218,2.084503174,2.03414917,2.10067749,18.18333333,0.818333333,1,,6.105709517,225,,,,,0,6.143008405,,,,6.328146533,6.117577349,,,,,,
18.2,6.868672512,17.19949128,25.81335634,101.794125,6.9059714,6.880879425,7.091448608,2.065048218,2.08442688,2.034301758,2.10067749,18.2,0.82,1,,6.104844526,224,,,,,0,6.142143414,,,,6.327620623,6.117051439,,,,,,
18.21666667,6.869350674,17.18279635,25.80611063,101.7992813,6.899528865,6.880540344,7.090770447,2.065124512,2.084503174,2.034225464,2.10067749,18.21666667,0.821666667,1,,6.106174811,224,,,,,0,6.136353002,,,,6.327594584,6.117364482,,,,,,
18.23333333,6.869011593,17.19021632,25.80900891,101.7992813,6.900207026,6.881218506,7.090770447,2.064971924,2.084274292,2.034225464,2.100601196,18.23333333,0.823333333,1,,6.105541912,225,,,,,0,6.136737345,,,,6.327300766,6.117748825,,,,,,
18.25,6.869689755,17.22546118,25.81335634,101.801,6.899528865,6.880201263,7.095178497,2.065048218,2.084503174,2.034301758,2.100753784,18.25,0.825,1,,6.104708448,224,,,,,0,6.134547558,,,,6.330197191,6.115219957,,,,,,
18.26666667,6.867994351,17.19670879,25.8119072,101.801,6.900207026,6.877149536,7.095178497,2.064971924,2.084350586,2.034301758,2.100830078,18.26666667,0.826666667,1,,6.104272065,224,,,,,0,6.136484741,,,,6.331456212,6.11342725,,,,,,
18.28333333,6.869350674,17.22731617,25.80611063,101.7992813,6.9059714,6.87477597,7.095178497,2.065124512,2.084503174,2.03414917,2.100601196,18.28333333,0.828333333,1,,6.104197458,225,,,,,0,6.140818185,,,,6.330025282,6.109622755,,,,,,
18.3,6.869011593,17.18928882,25.80321235,101.7975625,6.900546107,6.873758728,7.090770447,2.064971924,2.084350586,2.03414917,2.100601196,18.3,0.83,1,,6.105511621,224,,,,,0,6.137046135,,,,6.327270474,6.110258756,,,,,,
18.31666667,6.874775967,17.23566363,25.80900891,101.7975625,6.900546107,6.875115051,7.091109528,2.065048218,2.08442688,2.034301758,2.100753784,18.31666667,0.831666667,1,,6.109287832,224,,,,,0,6.135057973,,,,6.325621393,6.109626917,,,,,,
18.33333333,6.875115047,17.19763629,25.81335634,101.7975625,6.899867946,6.875115051,7.087040558,2.065048218,2.084579468,2.034378052,2.10067749,18.33333333,0.833333333,1,,6.111369442,225,,,,,0,6.13612234,,,,6.323294952,6.111369446,,,,,,
18.35,6.868672512,17.23195365,25.81335634,101.7975625,6.899528865,6.876132294,7.087040558,2.065124512,2.084350586,2.034378052,2.100601196,18.35,0.835,1,,6.103402875,224,,,,,0,6.134259228,,,,6.321770921,6.110862657,,,,,,
18.36666667,6.869011593,17.19021632,25.81625462,101.794125,6.899867946,6.87443689,7.080937103,2.064971924,2.084350586,2.034225464,2.10067749,18.36666667,0.836666667,1,,6.105631228,224,,,,,0,6.136487581,,,,6.317556739,6.111056525,,,,,,
18.38333333,6.869011593,17.18836132,25.81335634,101.7992813,6.899867946,6.871724243,7.080598022,2.065124512,2.084274292,2.034378052,2.10067749,18.38333333,0.838333333,1,,6.105677888,225,,,,,0,6.13653424,,,,6.317264317,6.108390538,,,,,,
18.4,6.867316189,17.18836132,25.81335634,101.801,6.900546107,6.867316193,7.081276184,2.065124512,2.08442688,2.03414917,2.100601196,18.4,0.84,1,,6.103982484,224,,,,,0,6.137212402,,,,6.317942479,6.103982487,,,,,,
18.41666667,6.861890896,17.20598375,25.80900891,101.7958438,6.895459895,6.866977112,7.074833649,2.065124512,2.08442688,2.034072876,2.100830078,18.41666667,0.841666667,1,,6.097720935,224,,,,,0,6.131289934,,,,6.310663688,6.102807151,,,,,,
18.43333333,6.856804684,17.19207131,25.80611063,101.7992813,6.900207026,6.866638031,7.074494568,2.064971924,2.084121704,2.034301758,2.100601196,18.43333333,0.843333333,1,,6.093216873,225,,,,,0,6.136619216,,,,6.310906757,6.10305022,,,,,,
18.45,6.857482846,17.19763629,25.80755977,101.794125,6.895120814,6.86222998,7.074833649,2.064971924,2.08442688,2.034225464,2.10067749,18.45,0.845,1,,6.093665745,224,,,,,0,6.131303713,,,,6.311016547,6.098412879,,,,,,
18.46666667,6.857482846,17.18836132,25.8017632,101.8027188,6.900207026,6.86222998,7.075172729,2.065124512,2.08442688,2.034301758,2.10067749,18.46666667,0.846666667,1,,6.094006195,224,,,,,0,6.136730376,,,,6.311696079,6.09875333,,,,,,
18.48333333,6.857482846,17.18743383,25.79886492,101.7958438,6.899528865,6.86222998,7.074833649,2.064971924,2.084350586,2.034301758,2.10067749,18.48333333,0.848333333,1,,6.094011639,225,,,,,0,6.136057658,,,,6.311362442,6.098758774,,,,,,
18.5,6.852396634,17.19021632,25.79741578,101.801,6.899867946,6.86222998,7.075172729,2.065048218,2.084579468,2.03414917,2.10067749,18.5,0.85,1,,6.088783946,224,,,,,0,6.136255257,,,,6.311560041,6.098617292,,,,,,
18.51666667,6.852735715,17.19299881,25.80321235,101.7975625,6.900207026,6.86222998,7.075172729,2.064971924,2.084579468,2.034225464,2.100524902,18.51666667,0.851666667,1,,6.089070955,224,,,,,0,6.136542267,,,,6.31150797,6.098565221,,,,,,
18.53333333,6.853413876,17.18743383,25.79596664,101.7975625,6.900207026,6.8618909,7.07551181,2.065048218,2.084503174,2.03414917,2.100753784,18.53333333,0.853333333,1,,6.089906908,225,,,,,0,6.136700058,,,,6.312004842,6.098383932,,,,,,
18.55,6.853413876,17.20969374,25.79886492,101.7975625,6.900207026,6.862569061,7.075172729,2.065048218,2.084274292,2.034225464,2.100524902,18.55,0.855,1,,6.088953878,224,,,,,0,6.135747028,,,,6.310712731,6.098109063,,,,,,
18.56666667,6.853074795,17.19299881,25.79451749,101.7958438,6.899528865,6.86222998,7.074833649,2.065048218,2.084350586,2.034454346,2.100830078,18.56666667,0.856666667,1,,6.089302728,224,,,,,0,6.135756798,,,,6.311061582,6.098457913,,,,,,
18.58333333,6.853074795,17.21525872,25.79451749,101.7992813,6.899867946,6.86222998,7.081276184,2.065048218,2.08442688,2.034378052,2.100906372,18.58333333,0.858333333,1,,6.088313867,225,,,,,0,6.135107017,,,,6.316515255,6.097469052,,,,,,
18.6,6.853074795,17.19299881,25.79451749,101.7975625,6.899528865,6.8618909,7.081615265,2.065200806,2.084503174,2.034225464,2.10067749,18.6,0.86,1,,6.089302728,224,,,,,0,6.135756798,,,,6.317843198,6.098118833,,,,,,
18.61666667,6.854092038,17.21247623,25.80031406,101.801,6.900207026,6.8618909,7.081276184,2.065124512,2.084350586,2.034072876,2.100601196,18.61666667,0.861666667,1,,6.089526344,224,,,,,0,6.135641333,,,,6.31671049,6.097325206,,,,,,
18.63333333,6.857143765,17.1948538,25.80466149,101.7906875,6.895459895,6.86222998,7.079919861,2.065048218,2.084350586,2.034225464,2.10067749,18.63333333,0.863333333,1,,6.093414492,225,,,,,0,6.131730622,,,,6.316190588,6.098500707,,,,,,
18.65,6.857143765,17.18743383,25.80900891,101.7992813,6.895459895,6.862569061,7.081615265,2.064971924,2.08442688,2.034301758,2.100830078,18.65,0.865,1,,6.093797663,224,,,,,0,6.132113793,,,,6.318269163,6.099222959,,,,,,
18.66666667,6.862908139,17.22453368,25.81335634,101.7975625,6.899867946,6.862569061,7.079919861,2.064971924,2.084350586,2.034072876,2.10067749,18.66666667,0.866666667,1,,6.097968022,224,,,,,0,6.134927829,,,,6.314979744,6.097628945,,,,,,
18.68333333,6.862229977,17.19763629,25.81625462,101.7975625,6.899528865,6.85782193,7.080598022,2.065048218,2.084503174,2.03414917,2.100753784,18.68333333,0.868333333,1,,6.098520107,225,,,,,0,6.135818995,,,,6.316888153,6.09411206,,,,,,
18.7,6.861890896,17.2189687,25.81480548,101.7975625,6.899528865,6.857482849,7.081954346,2.064971924,2.084350586,2.034225464,2.10067749,18.7,0.87,1,,6.097215811,224,,,,,0,6.13485378,,,,6.31727926,6.092807764,,,,,,
18.71666667,6.862229977,17.19856378,25.80755977,101.7958438,6.895459895,6.857482849,7.080937103,2.065048218,2.084503174,2.034301758,2.100753784,18.71666667,0.871666667,1,,6.098371682,224,,,,,0,6.1316016,,,,6.317078808,6.093624554,,,,,,
18.73333333,6.862908139,17.20227377,25.80466149,101.7975625,6.895459895,6.858161011,7.081276184,2.065200806,2.08442688,2.034301758,2.10067749,18.73333333,0.873333333,1,,6.098849299,225,,,,,0,6.131401055,,,,6.317217344,6.094102171,,,,,,
18.75,6.862908139,17.21711371,25.81045805,101.801,6.895120814,6.858500092,7.080937103,2.065048218,2.084579468,2.034301758,2.100601196,18.75,0.875,1,,6.098261758,224,,,,,0,6.130474434,,,,6.316290722,6.093853711,,,,,,
18.76666667,6.857821927,17.22082369,25.80900891,101.7958438,6.889356441,6.862569061,7.081615265,2.065048218,2.08442688,2.034301758,2.100601196,18.76666667,0.876666667,1,,6.092992879,224,,,,,0,6.124527393,,,,6.316786217,6.097740014,,,,,,
18.78333333,6.862908139,17.19763629,25.81335634,101.7958438,6.88460931,6.863247223,7.081954346,2.06489563,2.08442688,2.034454346,2.10067749,18.78333333,0.878333333,1,,6.099162533,225,,,,,0,6.120863704,,,,6.31820874,6.099501617,,,,,,
18.8,6.862908139,17.19114381,25.81335634,101.7975625,6.88460931,6.8618909,7.080937103,2.065048218,2.084350586,2.033920288,2.100448608,18.8,0.88,1,,6.099450863,224,,,,,0,6.121152034,,,,6.317479828,6.098433624,,,,,,
18.81666667,6.862569058,17.20969374,25.80900891,101.7975625,6.877488613,6.86222998,7.081615265,2.065048218,2.084503174,2.034301758,2.100830078,18.81666667,0.881666667,1,,6.098234325,224,,,,,0,6.11315388,,,,6.317280532,6.097895248,,,,,,
18.83333333,6.862908139,17.24215611,25.81915291,101.7975625,6.878844936,6.86222998,7.087718719,2.065048218,2.08442688,2.034072876,2.100753784,18.83333333,0.883333333,1,,6.097257061,225,,,,,0,6.113193858,,,,6.322067642,6.096578903,,,,,,
18.85,6.862569058,17.20598375,25.81625462,101.7992813,6.878844936,6.861551819,7.086701477,2.065124512,2.084503174,2.034225464,2.100753784,18.85,0.885,1,,6.098488495,224,,,,,0,6.114764374,,,,6.322620915,6.097471256,,,,,,
18.86666667,6.862569058,17.2189687,25.80900891,101.7958438,6.878505855,6.86222998,7.090770447,2.065048218,2.084350586,2.034301758,2.100601196,18.86666667,0.886666667,1,,6.097822396,224,,,,,0,6.113759194,,,,6.326023785,6.097483319,,,,,,
18.88333333,6.862569058,17.19021632,25.80900891,101.801,6.878166775,6.86222998,7.09619574,2.064971924,2.084350586,2.034378052,2.10067749,18.88333333,0.888333333,1,,6.099099377,225,,,,,0,6.114697093,,,,6.332726059,6.098760299,,,,,,
18.9,6.861890896,17.19670879,25.80900891,101.7992813,6.87206332,6.862569061,7.095856659,2.065048218,2.084579468,2.03414917,2.100753784,18.9,0.89,1,,6.098132865,224,,,,,0,6.108305289,,,,6.332098627,6.09881103,,,,,,
18.91666667,6.857143765,17.18465134,25.81335634,101.7992813,6.87206332,6.866977112,7.100942871,2.064971924,2.084503174,2.03414917,2.10067749,18.91666667,0.891666667,1,,6.09397482,224,,,,,0,6.108894375,,,,6.337773926,6.103808167,,,,,,
18.93333333,6.857482846,17.22824366,25.81770376,101.7958438,6.872741482,6.866977112,7.101621033,2.064971924,2.084503174,2.034301758,2.10067749,18.93333333,0.893333333,1,,6.092431666,225,,,,,0,6.107690302,,,,6.336569853,6.101925932,,,,,,
18.95,6.857143765,17.18836132,25.82060205,101.7975625,6.86765527,6.867655273,7.097552063,2.065200806,2.08442688,2.034301758,2.100906372,18.95,0.895,1,,6.093899337,224,,,,,0,6.104410842,,,,6.334307635,6.104410846,,,,,,
18.96666667,6.857821927,17.22267869,25.81915291,101.7992813,6.867994351,6.866977112,7.095856659,2.065124512,2.084503174,2.034301758,2.100601196,18.96666667,0.896666667,1,,6.093035759,224,,,,,0,6.103208183,,,,6.331070491,6.102190944,,,,,,
18.98333333,6.853413876,17.19578129,25.81770376,101.7924063,6.87206332,6.867316193,7.090770447,2.065124512,2.084503174,2.034225464,2.10067749,18.98333333,0.898333333,1,,6.089804246,225,,,,,0,6.10845369,,,,6.327160817,6.103706562,,,,,,
19,6.853752957,17.22360618,25.81335634,101.794125,6.872402401,6.867316193,7.090770447,2.064971924,2.084579468,2.03414917,2.100753784,19,0.9,1,,6.08885403,224,,,,,0,6.107503474,,,,6.32587152,6.102417266,,,,,,
19.01666667,6.853752957,17.19021632,25.80900891,101.7975625,6.878166775,6.866977112,7.087718719,2.064971924,2.08442688,2.034225464,2.10067749,19.01666667,0.901666667,1,,6.090283276,224,,,,,0,6.114697093,,,,6.324249038,6.103507431,,,,,,
19.03333333,6.853752957,17.20691125,25.80466149,101.7958438,6.877827694,6.866977112,7.081954346,2.065048218,2.084579468,2.034225464,2.10067749,19.03333333,0.903333333,1,,6.089488138,225,,,,,0,6.113562875,,,,6.317689527,6.102712293,,,,,,
19.05,6.854092038,17.18279635,25.81045805,101.7992813,6.877488613,6.866977112,7.081615265,2.065200806,2.084732056,2.034225464,2.100830078,19.05,0.905,1,,6.09096976,224,,,,,0,6.114366335,,,,6.318492987,6.103854834,,,,,,
19.06666667,6.854092038,17.19207131,25.81335634,101.8027188,6.878166775,6.867316193,7.081615265,2.065124512,2.084350586,2.034225464,2.100753784,19.06666667,0.906666667,1,,6.090593572,224,,,,,0,6.114668309,,,,6.318116799,6.103817727,,,,,,
19.08333333,6.854092038,17.18928882,25.8119072,101.794125,6.87206332,6.866977112,7.082632507,2.064971924,2.084579468,2.034225464,2.10067749,19.08333333,0.908333333,1,,6.09069928,225,,,,,0,6.108670562,,,,6.31923975,6.103584354,,,,,,
19.1,6.853752957,17.18465134,25.81915291,101.7975625,6.872402401,6.867655273,7.075172729,2.065124512,2.08442688,2.034301758,2.100753784,19.1,0.91,1,,6.090655422,224,,,,,0,6.109304866,,,,6.312075195,6.104557739,,,,,,
19.11666667,6.854431119,17.1948538,25.81770376,101.7958438,6.871724239,6.867316193,7.075172729,2.065124512,2.08442688,2.034301758,2.100753784,19.11666667,0.911666667,1,,6.090862676,224,,,,,0,6.108155796,,,,6.311604286,6.10374775,,,,,,
19.13333333,6.848327664,17.18743383,25.8119072,101.7924063,6.872402401,6.867316193,7.072121002,2.064971924,2.08442688,2.034378052,2.100601196,19.13333333,0.913333333,1,,6.085017289,225,,,,,0,6.109092025,,,,6.308810627,6.104005817,,,,,,
19.15,6.848327664,17.19207131,25.80900891,101.801,6.87206332,6.867316193,7.07110376,2.065200806,2.084350586,2.034072876,2.100524902,19.15,0.915,1,,6.084775597,224,,,,,0,6.108511253,,,,6.307551693,6.103764126,,,,,,
19.16666667,6.849005826,17.18372384,25.80900891,101.7975625,6.872402401,6.867655273,7.072460083,2.065048218,2.084503174,2.034225464,2.100753784,19.16666667,0.916666667,1,,6.085824495,224,,,,,0,6.10922107,,,,6.309278752,6.104473943,,,,,,
19.18333333,6.849344907,17.21154873,25.80466149,101.7958438,6.872741482,6.8618909,7.071442841,2.064971924,2.084503174,2.034301758,2.100753784,19.18333333,0.918333333,1,,6.084874109,225,,,,,0,6.108270684,,,,6.306972043,6.097420102,,,,,,
19.2,6.854431119,17.18279635,25.81045805,101.7975625,6.868333431,6.86222998,7.066017548,2.065124512,2.084503174,2.034225464,2.100524902,19.2,0.92,1,,6.09130884,224,,,,,0,6.105211153,,,,6.302895269,6.099107702,,,,,,
19.21666667,6.853752957,17.18279635,25.8119072,101.7975625,6.861551815,6.858161011,7.072121002,2.065048218,2.084350586,2.034301758,2.100753784,19.21666667,0.921666667,1,,6.090648536,224,,,,,0,6.098447395,,,,6.309016581,6.09505659,,,,,,
19.23333333,6.854092038,17.18650633,25.8119072,101.7975625,6.860873654,6.85782193,7.071442841,2.065048218,2.084350586,2.034072876,2.100524902,19.23333333,0.923333333,1,,6.090822853,225,,,,,0,6.097604469,,,,6.308173656,6.094552745,,,,,,
19.25,6.857821927,17.20041878,25.81770376,101.7975625,6.856126523,6.850701233,7.07110376,2.065048218,2.084503174,2.034301758,2.100601196,19.25,0.925,1,,6.094006361,224,,,,,0,6.092310957,,,,6.307288194,6.086885667,,,,,,
19.26666667,6.857821927,17.19114381,25.81335634,101.7958438,6.851718472,6.850701233,7.071442841,2.065048218,2.08442688,2.03414917,2.100753784,19.26666667,0.926666667,1,,6.094364651,224,,,,,0,6.088261197,,,,6.307985565,6.087243957,,,,,,
19.28333333,6.857821927,17.18372384,25.81480548,101.7975625,6.84629318,6.844936859,7.071781921,2.065124512,2.084579468,2.034301758,2.100601196,19.28333333,0.928333333,1,,6.094712026,225,,,,,0,6.083183279,,,,6.308672021,6.081826959,,,,,,
19.3,6.857821927,17.19021632,25.8119072,101.7958438,6.84629318,6.845615021,7.07110376,2.064971924,2.084350586,2.034301758,2.10067749,19.3,0.93,1,,6.094387978,224,,,,,0,6.082859231,,,,6.307669811,6.082181072,,,,,,
19.31666667,6.857482846,17.18279635,25.8119072,101.7958438,6.841206968,6.845954102,7.071781921,2.064971924,2.084350586,2.034454346,2.100753784,19.31666667,0.931666667,1,,6.094378425,224,,,,,0,6.078102547,,,,6.308677501,6.082849681,,,,,,
19.33333333,6.857143765,17.18836132,25.81480548,101.7958438,6.840867887,6.84527594,7.071442841,2.065124512,2.08442688,2.034378052,2.100753784,19.33333333,0.933333333,1,,6.093827919,225,,,,,0,6.077552041,,,,6.308126995,6.081960094,,,,,,
19.35,6.861890896,17.19114381,25.81335634,101.7975625,6.841546048,6.84527594,7.074833649,2.065124512,2.08442688,2.034378052,2.100830078,19.35,0.935,1,,6.098433621,224,,,,,0,6.078088773,,,,6.311376373,6.081818664,,,,,,
19.36666667,6.862229977,17.18836132,25.81480548,101.7992813,6.833069028,6.845954102,7.074494568,2.064971924,2.084350586,2.034225464,2.10067749,19.36666667,0.936666667,1,,6.098914131,224,,,,,0,6.069753182,,,,6.311178722,6.082638256,,,,,,
19.38333333,6.857821927,17.18743383,25.81335634,101.7975625,6.830356382,6.846293182,7.075172729,2.065048218,2.084350586,2.034301758,2.100906372,19.38333333,0.938333333,1,,6.094529411,225,,,,,0,6.067063867,,,,6.311880214,6.083000667,,,,,,
19.4,6.858161007,17.1948538,25.81915291,101.8044375,6.824931089,6.84527594,7.072799164,2.064971924,2.084350586,2.034378052,2.10067749,19.4,0.94,1,,6.094610425,224,,,,,0,6.061380507,,,,6.309248581,6.081725357,,,,,,
19.41666667,6.857821927,17.18557883,25.81335634,101.7975625,6.81679315,6.84120697,7.071442841,2.064971924,2.084350586,2.034301758,2.100753784,19.41666667,0.941666667,1,,6.094611791,224,,,,,0,6.053583015,,,,6.308232705,6.077996835,,,,,,
19.43333333,6.853752957,17.21525872,25.81335634,101.7992813,6.817132231,6.84120697,7.072460083,2.064971924,2.084350586,2.034378052,2.10067749,19.43333333,0.943333333,1,,6.089224741,225,,,,,0,6.052604015,,,,6.307931867,6.076678754,,,,,,
19.45,6.854092038,17.17723137,25.81770376,101.7975625,6.818149473,6.842563293,7.072121002,2.064971924,2.08442688,2.034301758,2.10067749,19.45,0.945,1,,6.091306151,224,,,,,0,6.055363586,,,,6.309335115,6.079777406,,,,,,
19.46666667,6.853752957,17.21433122,25.80611063,101.801,6.81679315,6.841885132,7.06703479,2.065048218,2.08442688,2.03414917,2.10067749,19.46666667,0.946666667,1,,6.08917647,224,,,,,0,6.052216663,,,,6.302458303,6.077308644,,,,,,
19.48333333,6.854092038,17.19021632,25.81915291,101.7958438,6.817810393,6.841546051,7.066356628,2.065048218,2.084274292,2.034301758,2.100830078,19.48333333,0.948333333,1,,6.090747386,225,,,,,0,6.054465741,,,,6.303011977,6.078201399,,,,,,
19.5,6.854092038,17.22917116,25.81770376,101.7975625,6.81679315,6.841546051,7.066695709,2.064971924,2.084350586,2.034378052,2.10067749,19.5,0.95,1,,6.088999671,224,,,,,0,6.051700783,,,,6.301603342,6.076453684,,,,,,
19.51666667,6.854431119,17.20227377,25.81625462,101.7975625,6.817132231,6.837816162,7.066695709,2.065124512,2.084350586,2.03414917,2.100830078,19.51666667,0.951666667,1,,6.090515309,224,,,,,0,6.053216421,,,,6.302779899,6.073900352,,,,,,
19.53333333,6.853752957,17.18001386,25.81335634,101.7992813,6.817132231,6.838155243,7.066017548,2.064971924,2.084274292,2.034301758,2.100830078,19.53333333,0.953333333,1,,6.090789962,225,,,,,0,6.054169236,,,,6.303054553,6.075192248,,,,,,
19.55,6.853413876,17.18186885,25.81335634,101.7958438,6.816454069,6.831373627,7.066017548,2.06489563,2.084350586,2.034454346,2.100830078,19.55,0.955,1,,6.090368501,224,,,,,0,6.053408694,,,,6.302972172,6.068328252,,,,,,
19.56666667,6.853752957,17.17630387,25.82060205,101.7975625,6.81679315,6.832051788,7.072121002,2.065048218,2.08442688,2.034301758,2.10067749,19.56666667,0.956666667,1,,6.091043937,224,,,,,0,6.05408413,,,,6.309411982,6.069342768,,,,,,
19.58333333,6.853413876,17.17908636,25.81915291,101.801,6.811367857,6.832390869,7.076189972,2.065048218,2.084579468,2.034301758,2.100524902,19.58333333,0.958333333,1,,6.090563459,225,,,,,0,6.04851744,,,,6.313339554,6.069540452,,,,,,
19.6,6.854092038,17.18279635,25.82494948,101.7958438,6.811367857,6.831373627,7.080937103,2.065048218,2.08442688,2.034378052,2.100524902,19.6,0.96,1,,6.091148247,224,,,,,0,6.048424067,,,,6.317993313,6.068429836,,,,,,
19.61666667,6.849005826,17.18186885,25.82205119,101.7975625,6.812724181,6.83272995,7.086362396,2.064971924,2.08442688,2.034225464,2.10067749,19.61666667,0.961666667,1,,6.086067538,224,,,,,0,6.049785892,,,,6.323424108,6.069791662,,,,,,
19.63333333,6.849005826,17.18094135,25.82350033,101.7975625,6.812046019,6.832051788,7.086023315,2.06489563,2.084274292,2.034301758,2.100601196,19.63333333,0.963333333,1,,6.086126562,225,,,,,0,6.049166755,,,,6.323144051,6.069172524,,,,,,
19.65,6.847988584,17.18279635,25.83074604,101.7975625,6.811367857,6.832390869,7.090770447,2.064971924,2.084503174,2.03453064,2.100601196,19.65,0.965,1,,6.085116134,224,,,,,0,6.048495407,,,,6.327897997,6.069518419,,,,,,
19.66666667,6.843241452,17.19207131,25.82494948,101.7975625,6.812046019,6.831373627,7.095517578,2.064971924,2.084350586,2.034301758,2.10067749,19.66666667,0.966666667,1,,6.079885838,224,,,,,0,6.048690405,,,,6.332161964,6.068018013,,,,,,
19.68333333,6.843241452,17.18465134,25.81770376,101.7992813,6.812046019,6.831712708,7.095517578,2.06489563,2.084350586,2.03414917,2.10067749,19.68333333,0.968333333,1,,6.080126068,225,,,,,0,6.048930635,,,,6.332402194,6.068597323,,,,,,
19.7,6.84222421,17.18465134,25.82494948,101.7975625,6.817132231,6.832051788,7.095178497,2.064971924,2.084350586,2.034301758,2.10067749,19.7,0.97,1,,6.079198055,224,,,,,0,6.054106076,,,,6.332152342,6.069025633,,,,,,
19.71666667,6.836459836,17.17815886,25.82205119,101.7992813,6.817471312,6.831373627,7.101281952,2.06489563,2.08442688,2.034225464,2.100753784,19.71666667,0.971666667,1,,6.073686285,224,,,,,0,6.05469776,,,,6.338508401,6.068600075,,,,,,
19.73333333,6.836120756,17.17908636,25.83074604,101.8027188,6.817471312,6.832390869,7.106029083,2.065124512,2.08442688,2.034301758,2.100601196,19.73333333,0.973333333,1,,6.07341302,225,,,,,0,6.054763576,,,,6.343321347,6.069683133,,,,,,
19.75,6.837137998,17.19114381,25.83799176,101.801,6.81679315,6.832390869,7.106707245,2.065200806,2.084274292,2.034378052,2.100753784,19.75,0.975,1,,6.073984117,224,,,,,0,6.05363927,,,,6.343553364,6.069236989,,,,,,
19.76666667,6.835781675,17.18372384,25.83654261,101.7906875,6.817132231,6.83272995,7.112471619,2.065048218,2.084350586,2.034225464,2.10067749,19.76666667,0.976666667,1,,6.07293936,224,,,,,0,6.054289916,,,,6.349629304,6.069887635,,,,,,
19.78333333,6.830356382,17.20320126,25.8292969,101.7975625,6.81679315,6.831712708,7.106029083,2.065048218,2.08442688,2.034301758,2.10067749,19.78333333,0.978333333,1,,6.066560152,225,,,,,0,6.05299692,,,,6.342232853,6.067916478,,,,,,
19.8,6.831712705,17.19114381,25.83074604,101.7924063,6.811706938,6.831373627,7.112471619,2.064971924,2.084350586,2.034301758,2.10067749,19.8,0.98,1,,6.068469649,224,,,,,0,6.048463882,,,,6.349228562,6.068130571,,,,,,
19.81666667,6.830356382,17.20041878,25.8292969,101.7958438,6.805942565,6.831712708,7.105690002,2.06489563,2.084350586,2.034301758,2.10067749,19.81666667,0.981666667,1,,6.066683691,224,,,,,0,6.042269873,,,,6.342017311,6.068040016,,,,,,
