Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure 3 (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV4 (V),Latest: FlowV2 (V),Latest: Potential (V),Latest: FlowV3 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),,,Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
12.26666667,9.044391337,3.52448592,24.51749622,911.4568665,8.996920026,8.482534455,9.181040899,2.106704712,2.089004517,2.071075439,2.157363892,12.26666667,0.226666667,0,,8.884430464,224,,,,,0,8.836959152,,,,8.322573582,9.021080025,,,,,,,,
12.28333333,9.051172953,3.489241061,24.51604597,911.5079437,8.996920026,8.482534455,9.181040899,2.106781006,2.089004517,2.071151733,2.157211304,12.28333333,0.228333333,0,,8.892807692,225,,,,,0,8.838554764,,,,8.324169194,9.022675637,,,,,,,,
12.3,9.051172953,3.551383313,24.52039672,911.4568665,8.996920026,8.482534455,9.186127111,2.106704712,2.089157104,2.071151733,2.157287598,12.3,0.23,0,,8.88999946,224,,,,,0,8.835746533,,,,8.321360962,9.024953618,,,,,,,,
12.31666667,9.051172953,3.70720269,24.52619767,911.490918,8.996920026,8.482534455,9.18578803,2.106704712,2.089157104,2.071228027,2.157287598,12.31666667,0.231666667,0,,8.88294484,224,,,,,0,8.828691913,,,,8.314306342,9.017559917,,,,,,,,
12.33333333,9.051512034,3.784184882,24.51604597,911.4738922,8.996241864,8.482534455,9.192908727,2.106781006,2.089004517,2.071151733,2.157211304,12.33333333,0.233333333,0,,8.879760235,225,,,,,0,8.824490065,,,,8.310782656,9.021156928,,,,,,,,
12.35,9.056598246,3.771199934,24.53344882,911.4568665,8.996241864,8.482534455,9.190874242,2.106781006,2.089080811,2.071304321,2.157211304,12.35,0.235,0,,8.885487598,224,,,,,0,8.825131216,,,,8.311423807,9.019763594,,,,,,,,
12.36666667,9.056259165,4.44548974,24.52474744,911.490918,8.996580945,8.482534455,9.206132878,2.106704712,2.089157104,2.071304321,2.157287598,12.36666667,0.236666667,0,,8.854523442,224,,,,,0,8.794845222,,,,8.280798732,9.004397155,,,,,,,,
12.38333333,9.056598246,4.374072525,24.52619767,911.5419952,8.992851056,8.482534455,9.205454716,2.106552124,2.089004517,2.071228027,2.157363892,12.38333333,0.238333333,0,,8.858108434,225,,,,,0,8.794361244,,,,8.284044643,9.006964904,,,,,,,,
12.4,9.060328135,4.426939814,24.52764791,911.5079437,8.992172895,8.482534455,9.210880009,2.106704712,2.089157104,2.071151733,2.157211304,12.4,0.24,0,,8.85944434,224,,,,,0,8.791289099,,,,8.28165066,9.009996214,,,,,,,,
12.41666667,9.060667216,4.394477444,24.52184696,911.5249695,8.992511975,8.482534455,9.21121909,2.106781006,2.089080811,2.071304321,2.157363892,12.41666667,0.241666667,0,,8.861236361,224,,,,,0,8.793081121,,,,8.283103601,9.011788235,,,,,,,,
12.43333333,9.060328135,4.450127222,24.53054837,911.5249695,8.989460248,8.482534455,9.210540928,2.106933594,2.088851929,2.071151733,2.157363892,12.43333333,0.243333333,0,,8.858402337,225,,,,,0,8.78753445,,,,8.280608657,9.00861513,,,,,,,,
12.45,9.065753428,4.444562244,24.53344882,911.4738922,8.987425763,8.482534455,9.218000706,2.106781006,2.089004517,2.071151733,2.157287598,12.45,0.245,0,,8.864090313,224,,,,,0,8.785762648,,,,8.28087134,9.016337591,,,,,,,,
12.46666667,9.065753428,4.43806977,24.52909814,911.5419952,8.986408521,8.482534455,9.216983464,2.106781006,2.089080811,2.071304321,2.157287598,12.46666667,0.246666667,0,,8.864369661,224,,,,,0,8.785024754,,,,8.281150689,9.015599697,,,,,,,,
12.48333333,9.065075266,4.46311217,24.54360031,911.5079437,8.987086683,8.482534455,9.216305302,2.1068573,2.089080811,2.071228027,2.157211304,12.48333333,0.248333333,0,,8.862606213,225,,,,,0,8.78461763,,,,8.280065402,9.013836249,,,,,,,,
12.5,9.064736185,4.432504792,24.54215011,911.5419952,8.986747602,8.482534455,9.210201848,2.106704712,2.088928223,2.071151733,2.157211304,12.5,0.25,0,,8.863650568,224,,,,,0,8.785661985,,,,8.281448838,9.009116231,,,,,,,,
12.51666667,9.064058024,4.341610155,24.54360031,911.5419952,8.988103925,8.482534455,9.216644383,2.1068573,2.089080811,2.071151733,2.157211304,12.51666667,0.251666667,0,,8.867100909,224,,,,,0,8.79114681,,,,8.28557734,9.019687268,,,,,,,,
12.53333333,9.060328135,4.46311217,24.5406999,911.5249695,8.992851056,8.482534455,9.216983464,2.106704712,2.089233398,2.071228027,2.157211304,12.53333333,0.253333333,0,,8.857848877,225,,,,,0,8.790371798,,,,8.280055197,9.014504205,,,,,,,,
12.55,9.065075266,4.666233858,24.53199859,911.490918,8.992511975,8.482195375,9.222747837,2.1068573,2.089004517,2.071151733,2.157211304,12.55,0.255,0,,8.853348907,224,,,,,0,8.780785616,,,,8.270469015,9.011021478,,,,,,,,
12.56666667,9.064736185,4.508559488,24.54360031,911.5079437,8.996920026,8.482534455,9.223086918,2.106704712,2.089157104,2.071228027,2.157363892,12.56666667,0.256666667,0,,8.860205415,224,,,,,0,8.792389255,,,,8.278003685,9.018556148,,,,,,,,
12.58333333,9.065075266,4.282250392,24.52764791,911.5419952,8.996580945,8.482534455,9.227834049,2.10647583,2.089233398,2.071228027,2.157058716,12.58333333,0.258333333,0,,8.870757126,225,,,,,0,8.802262805,,,,8.288216315,9.033515909,,,,,,,,
12.6,9.071856882,4.415809859,24.54215011,911.5079437,9.003701642,8.482534455,9.22817313,2.1068573,2.088928223,2.071151733,2.157211304,12.6,0.26,0,,8.87152865,224,,,,,0,8.803373409,,,,8.282206223,9.027844898,,,,,,,,
12.61666667,9.070500559,5.011262479,24.53924969,911.5249695,9.004040722,8.482195375,9.234276584,2.10647583,2.089157104,2.071151733,2.157287598,12.61666667,0.261666667,0,,8.843147482,224,,,,,0,8.776687646,,,,8.254842298,9.006923507,,,,,,,,
12.63333333,9.07117872,4.3555226,24.53344882,911.5760468,9.009466015,8.482534455,9.233598423,2.106704712,2.089080811,2.071456909,2.157211304,12.63333333,0.263333333,0,,8.873555601,225,,,,,0,8.811842896,,,,8.284911336,9.035975303,,,,,,,,
12.65,9.071517801,4.399114925,24.53779947,911.5079437,9.009466015,8.482534455,9.240040958,2.1068573,2.089004517,2.070999146,2.15713501,12.65,0.265,0,,8.871931863,224,,,,,0,8.809880077,,,,8.282948517,9.040455019,,,,,,,,
12.66666667,9.065075266,4.381492496,24.52619767,911.559021,9.009805096,8.482534455,9.239362796,2.106704712,2.089004517,2.071151733,2.157058716,12.66666667,0.266666667,0,,8.866248745,224,,,,,0,8.810978575,,,,8.283707934,9.040536275,,,,,,,,
12.68333333,9.065753428,5.737492078,24.5406999,911.5419952,9.009126934,8.482195375,9.240040958,2.106704712,2.089004517,2.071228027,2.157287598,12.68333333,0.268333333,0,,8.80545902,225,,,,,0,8.748832526,,,,8.221900967,8.97974655,,,,,,,,
12.7,9.065753428,4.459402184,24.53634926,911.559021,9.014213146,8.482534455,9.24512717,2.106781006,2.089080811,2.071151733,2.157211304,12.7,0.27,0,,8.863427182,224,,,,,0,8.811886901,,,,8.28020821,9.042800924,,,,,,,,
12.71666667,9.065414347,4.342537651,24.51749622,911.5249695,9.014213146,8.482195375,9.24512717,2.1068573,2.089157104,2.071304321,2.157287598,12.71666667,0.271666667,0,,8.868325713,224,,,,,0,8.817124512,,,,8.28510674,9.048038536,,,,,,,,
12.73333333,9.070161478,4.407462392,24.53344882,911.5419952,9.014213146,8.482534455,9.240040958,2.106781006,2.088928223,2.071151733,2.15713501,12.73333333,0.273333333,0,,8.870181694,225,,,,,0,8.814233363,,,,8.282554672,9.040061174,,,,,,,,
12.75,9.070500559,4.298017829,24.53489904,911.559021,9.014552227,8.482534455,9.240040958,2.106704712,2.089004517,2.071151733,2.15713501,12.75,0.275,0,,8.87549152,224,,,,,0,8.819543188,,,,8.287525416,9.045031919,,,,,,,,
12.76666667,9.07083964,4.334190185,24.52764791,911.5930725,9.014552227,8.482873536,9.240040958,2.106552124,2.088928223,2.071304321,2.157211304,12.76666667,0.276666667,0,,8.874164598,224,,,,,0,8.817877185,,,,8.286198494,9.043365916,,,,,,,,
12.78333333,9.071517801,4.348102629,24.53489904,911.559021,9.014213146,8.482195375,9.240040958,2.106704712,2.089080811,2.071151733,2.157211304,12.78333333,0.278333333,0,,8.874236322,225,,,,,0,8.816931667,,,,8.284913895,9.042759479,,,,,,,,
12.8,9.07117872,4.327697711,24.53054837,911.4568665,9.014213146,8.482195375,9.240380039,2.106781006,2.088928223,2.071151733,2.157287598,12.8,0.28,0,,8.874808196,224,,,,,0,8.817842622,,,,8.285824851,9.044009515,,,,,,,,
12.81666667,9.07083964,4.302655311,24.51459572,911.4738922,9.014213146,8.482534455,9.240040958,2.106704712,2.089080811,2.071151733,2.157211304,12.81666667,0.281666667,0,,8.875551231,224,,,,,0,8.818924738,,,,8.287246047,9.04475255,,,,,,,,
12.83333333,9.077960336,5.696682241,24.51314546,911.490918,9.014891308,8.482195375,9.24512717,2.106781006,2.088928223,2.071304321,2.157211304,12.83333333,0.283333333,0,,8.819393473,225,,,,,0,8.756324444,,,,8.223628511,8.986560306,,,,,,,,
12.85,9.071856882,4.335117681,24.51314546,911.5419952,9.014552227,8.482534455,9.24512717,2.106704712,2.089080811,2.071228027,2.157287598,12.85,0.285,0,,8.875090109,224,,,,,0,8.817785454,,,,8.285767682,9.048360396,,,,,,,,
12.86666667,9.077621256,4.349030125,24.50879468,911.5760468,9.014891308,8.482534455,9.24512717,2.106628418,2.089157104,2.071228027,2.15713501,12.86666667,0.286666667,0,,8.880208059,224,,,,,0,8.817478111,,,,8.285121258,9.047713973,,,,,,,,
12.88333333,9.07117872,4.308220289,24.51604597,911.5419952,9.014891308,8.482534455,9.24512717,2.106781006,2.088928223,2.071228027,2.157363892,12.88333333,0.288333333,0,,8.875642665,225,,,,,0,8.819355253,,,,8.2869984,9.049591114,,,,,,,,
12.9,9.07117872,4.316567755,24.50879468,911.559021,9.014213146,8.482534455,9.24953522,2.106704712,2.089157104,2.071228027,2.157211304,12.9,0.29,0,,8.87523907,224,,,,,0,8.818273496,,,,8.286594805,9.05359557,,,,,,,,
12.91666667,9.07083964,4.354595103,24.5029936,911.559021,9.017943035,8.482534455,9.24953522,2.106704712,2.089004517,2.071228027,2.157211304,12.91666667,0.291666667,0,,8.873153866,224,,,,,0,8.820257262,,,,8.284848682,9.051849446,,,,,,,,
12.93333333,9.07083964,4.386129977,24.5029936,911.5249695,9.017943035,8.482534455,9.24953522,2.106781006,2.089233398,2.071228027,2.157058716,12.93333333,0.293333333,0,,8.871722276,225,,,,,0,8.818825671,,,,8.283417091,9.050417856,,,,,,,,
12.95,9.065414347,4.29523534,24.50154332,911.4568665,9.017943035,8.482534455,9.249874301,2.1068573,2.088928223,2.071151733,2.15713501,12.95,0.295,0,,8.870418406,224,,,,,0,8.822947094,,,,8.287538514,9.05487836,,,,,,,,
12.96666667,9.065753428,4.387057474,24.49864276,911.490918,9.017264874,8.482195375,9.254282351,2.106781006,2.088928223,2.071228027,2.157287598,12.96666667,0.296666667,0,,8.866578864,224,,,,,0,8.81809031,,,,8.283020811,9.055107788,,,,,,,,
12.98333333,9.064736185,4.286887874,24.50444387,911.490918,9.014552227,8.482195375,9.254621432,2.106552124,2.089233398,2.071228027,2.157211304,12.98333333,0.298333333,0,,8.870129035,225,,,,,0,8.819945077,,,,8.287588225,9.060014282,,,,,,,,
13,9.065414347,6.052840818,24.50444387,911.5419952,9.009466015,8.482534455,9.254621432,2.106628418,2.089080811,2.071228027,2.15713501,13,0.3,0,,8.790640167,224,,,,,0,8.734691835,,,,8.207760275,8.979847252,,,,,,,,
13.01666667,9.064736185,4.306365296,24.49719248,911.5249695,9.009466015,8.482534455,9.253943271,2.106704712,2.089157104,2.071075439,2.157363892,13.01666667,0.301666667,0,,8.869220147,224,,,,,0,8.813949977,,,,8.287018417,9.058427232,,,,,,,,
13.03333333,9.065753428,4.313785266,24.49429191,911.5419952,9.004040722,8.482534455,9.254960513,2.106781006,2.089004517,2.071151733,2.157440186,13.03333333,0.303333333,0,,8.869890612,225,,,,,0,8.808177907,,,,8.28667164,9.059097697,,,,,,,,
13.05,9.065075266,4.389839962,24.49284162,911.5249695,9.003362561,8.482534455,9.254621432,2.106704712,2.089004517,2.071151733,2.157363892,13.05,0.305,0,,8.865754231,224,,,,,0,8.804041526,,,,8.28321342,9.055300397,,,,,,,,
13.06666667,9.064736185,4.869355546,24.48849073,911.5249695,9.003362561,8.482534455,9.254282351,2.106781006,2.089004517,2.071151733,2.157287598,13.06666667,0.306666667,0,,8.843625941,224,,,,,0,8.782252316,,,,8.261424211,9.033172107,,,,,,,,
13.08333333,9.059989054,4.458474688,24.50444387,911.5079437,9.003701642,8.482534455,9.254621432,2.106781006,2.089080811,2.071304321,2.157440186,13.08333333,0.308333333,0,,8.857592566,225,,,,,0,8.801305153,,,,8.280137967,9.052224944,,,,,,,,
13.1,9.065414347,4.163530867,24.48994102,911.5079437,8.996241864,8.482534455,9.253943271,2.106704712,2.089080811,2.071304321,2.15713501,13.1,0.31,0,,8.876359338,224,,,,,0,8.807186855,,,,8.293479446,9.064888261,,,,,,,,
13.11666667,9.060328135,4.418592348,24.49864276,911.5249695,8.995902783,8.482534455,9.254621432,2.106628418,2.089004517,2.071151733,2.157211304,13.11666667,0.311666667,0,,8.859721873,224,,,,,0,8.795296521,,,,8.281928193,9.05401517,,,,,,,,
13.13333333,9.065414347,4.836893176,24.48994102,911.5419952,8.996580945,8.482195375,9.254282351,2.106628418,2.089080811,2.071075439,2.15713501,13.13333333,0.313333333,0,,8.845783723,225,,,,,0,8.776950321,,,,8.26256475,9.034651727,,,,,,,,
13.15,9.059989054,4.348102629,24.50154332,911.5419952,8.996241864,8.482534455,9.254960513,2.106781006,2.089004517,2.071075439,2.157363892,13.15,0.315,0,,8.862593034,224,,,,,0,8.798845844,,,,8.285138435,9.057564492,,,,,,,,
13.16666667,9.064736185,4.319350244,24.49429191,911.5079437,8.995902783,8.482534455,9.261403048,2.106781006,2.089080811,2.071304321,2.157058716,13.16666667,0.316666667,0,,8.868620698,224,,,,,0,8.799787296,,,,8.286418968,9.065287561,,,,,,,,
13.18333333,9.064397105,4.276685415,24.5029936,911.5419952,8.996580945,8.482534455,9.260046725,2.106781006,2.089080811,2.071228027,2.157287598,13.18333333,0.318333333,0,,8.870248201,225,,,,,0,8.802432041,,,,8.288385552,9.065897821,,,,,,,,
13.2,9.064736185,6.053768314,24.49139132,911.5079437,8.996241864,8.482195375,9.260385806,2.106628418,2.088928223,2.071228027,2.157287598,13.2,0.32,0,,8.789857403,224,,,,,0,8.721363082,,,,8.207316592,8.985507023,,,,,,,,
13.21666667,9.065075266,4.291525355,24.49139132,911.5079437,8.995563703,8.482534455,9.266828341,2.106781006,2.088928223,2.071228027,2.157211304,13.21666667,0.321666667,0,,8.870213289,224,,,,,0,8.800701725,,,,8.287672478,9.071966363,,,,,,,,
13.23333333,9.065414347,5.417505856,24.50154332,911.559021,8.996241864,8.482534455,9.266828341,2.106781006,2.089004517,2.071228027,2.15713501,13.23333333,0.323333333,0,,8.819469348,225,,,,,0,8.750296865,,,,8.236589456,9.020883342,,,,,,,,
13.25,9.064397105,4.308220289,24.50154332,911.5079437,9.003701642,8.482534455,9.267167422,2.106704712,2.089157104,2.071228027,2.157211304,13.25,0.325,0,,8.86881167,224,,,,,0,8.808116208,,,,8.286949021,9.071581987,,,,,,,,
13.26666667,9.065075266,4.811850776,24.50734441,911.5760468,9.003701642,8.482534455,9.272253634,2.106781006,2.089080811,2.071228027,2.157287598,13.26666667,0.326666667,0,,8.846647983,224,,,,,0,8.785274359,,,,8.264107173,9.053826351,,,,,,,,
13.28333333,9.064736185,4.694058747,24.51024494,911.559021,9.00302348,8.482534455,9.271575472,2.106781006,2.089080811,2.071228027,2.157287598,13.28333333,0.328333333,0,,8.851666668,225,,,,,0,8.789953963,,,,8.269464939,9.058505955,,,,,,,,
13.3,9.065075266,4.372217533,24.50879468,911.490918,9.008787854,8.482534455,9.271914553,2.106781006,2.089004517,2.071304321,2.157287598,13.3,0.33,0,,8.866609535,224,,,,,0,8.810322123,,,,8.284068725,9.073448822,,,,,,,,
13.31666667,9.065414347,4.211760674,24.51024494,911.490918,9.009466015,8.482534455,9.267167422,2.106628418,2.088928223,2.071151733,2.157363892,13.31666667,0.331666667,0,,8.874236976,224,,,,,0,8.818288644,,,,8.291357084,9.07599005,,,,,,,,
13.33333333,9.065414347,4.359232585,24.50009305,911.559021,9.009126934,8.482195375,9.267167422,2.106781006,2.088928223,2.071304321,2.157211304,13.33333333,0.333333333,0,,8.867508047,225,,,,,0,8.811220635,,,,8.284289075,9.069261122,,,,,,,,
13.35,9.065414347,4.231238096,24.50444387,911.5079437,9.008787854,8.482534455,9.269201906,2.106704712,2.088928223,2.071151733,2.157211304,13.35,0.335,0,,8.873333469,224,,,,,0,8.816706976,,,,8.290453578,9.077121029,,,,,,,,
13.36666667,9.065075266,5.717087159,24.50589415,911.5079437,9.008787854,8.482195375,9.267167422,2.106704712,2.089004517,2.071151733,2.157363892,13.36666667,0.336666667,0,,8.805549481,224,,,,,0,8.749262069,,,,8.22266959,9.007641637,,,,,,,,
13.38333333,9.07083964,4.358305088,24.50009305,911.5760468,9.003362561,8.482534455,9.267506502,2.106704712,2.088928223,2.071151733,2.15713501,13.38333333,0.338333333,0,,8.872975448,225,,,,,0,8.805498369,,,,8.284670263,9.06964231,,,,,,,,
13.4,9.071517801,4.310075281,24.51749622,911.5760468,9.003701642,8.482534455,9.267167422,2.106704712,2.088928223,2.071228027,2.15713501,13.4,0.34,0,,8.875902491,224,,,,,0,8.808086331,,,,8.286919145,9.071552111,,,,,,,,
13.41666667,9.078299417,4.368507548,24.51314546,911.5249695,9.002684399,8.482534455,9.267506502,2.106781006,2.089004517,2.071151733,2.157058716,13.41666667,0.341666667,0,,8.88001711,224,,,,,0,8.804402092,,,,8.284252149,9.069224196,,,,,,,,
13.43333333,9.077282175,4.252570511,24.5029936,911.5079437,9.009126934,8.482534455,9.266828341,2.106704712,2.089004517,2.071228027,2.15713501,13.43333333,0.343333333,0,,8.884228017,225,,,,,0,8.816072776,,,,8.289480297,9.073774183,,,,,,,,
13.45,9.077282175,4.352740111,24.51749622,911.5249695,9.009126934,8.482195375,9.266828341,2.106781006,2.089080811,2.071228027,2.157363892,13.45,0.345,0,,8.879730496,224,,,,,0,8.811575256,,,,8.284643696,9.069276662,,,,,,,,
13.46666667,9.077960336,4.289670363,24.51459572,911.5760468,9.010144177,8.482534455,9.267167422,2.106704712,2.089157104,2.071228027,2.157211304,13.46666667,0.346666667,0,,8.883261287,224,,,,,0,8.815445128,,,,8.287835406,9.072468373,,,,,,,,
13.48333333,9.077282175,5.906296403,24.51024494,911.5079437,9.008787854,8.482534455,9.267845583,2.106628418,2.089080811,2.071228027,2.15713501,13.48333333,0.348333333,0,,8.809187592,225,,,,,0,8.740693271,,,,8.214439873,8.999751,,,,,,,,
13.5,9.076604013,4.207123192,24.51604597,911.5249695,9.014891308,8.482534455,9.272253634,2.1068573,2.089004517,2.071151733,2.157211304,13.5,0.35,0,,8.885656425,224,,,,,0,8.82394372,,,,8.291586867,9.081306045,,,,,,,,
13.51666667,9.077621256,4.31285777,24.5029936,911.5419952,9.014213146,8.482195375,9.267506502,2.106552124,2.089080811,2.071151733,2.157287598,13.51666667,0.351666667,0,,8.881830234,224,,,,,0,8.818422125,,,,8.286404353,9.071715481,,,,,,,,
13.53333333,9.077621256,4.176515815,24.51024494,911.5419952,9.017264874,8.482534455,9.267167422,2.1068573,2.088928223,2.071228027,2.15713501,13.53333333,0.353333333,0,,8.888043695,225,,,,,0,8.827687313,,,,8.292956895,9.077589861,,,,,,,,
13.55,9.077621256,5.955453707,24.49719248,911.5419952,9.017603954,8.482534455,9.266150179,2.1068573,2.089080811,2.071228027,2.157287598,13.55,0.355,0,,8.807233902,224,,,,,0,8.747216601,,,,8.212147102,8.995762825,,,,,,,,
13.56666667,9.077282175,4.208978185,24.50734441,911.5419952,9.017943035,8.482534455,9.267506502,2.106781006,2.089157104,2.071228027,2.15713501,13.56666667,0.356666667,0,,8.886221456,224,,,,,0,8.826882316,,,,8.291473737,9.076445784,,,,,,,,
13.58333333,9.077621256,4.3054378,24.48704042,911.559021,9.024724651,8.482195375,9.272253634,2.106704712,2.088851929,2.071304321,2.157287598,13.58333333,0.358333333,0,,8.882112741,225,,,,,0,8.829216136,,,,8.28668686,9.076745119,,,,,,,,
13.6,9.077621256,4.286887874,24.50009305,911.5079437,9.025063732,8.482534455,9.272253634,2.106704712,2.088928223,2.071075439,2.157287598,13.6,0.36,0,,8.882999358,224,,,,,0,8.830441835,,,,8.287912558,9.077631736,,,,,,,,
13.61666667,9.07117872,4.192283252,24.49864276,911.5249695,9.018621197,8.482195375,9.276322603,2.106628418,2.089004517,2.071228027,2.15713501,13.61666667,0.361666667,0,,8.880847002,224,,,,,0,8.828289479,,,,8.291863657,9.085990885,,,,,,,,
13.63333333,9.076943094,4.341610155,24.48413981,911.5249695,9.017603954,8.482195375,9.276661684,2.106552124,2.088928223,2.071151733,2.157363892,13.63333333,0.363333333,0,,8.879782035,225,,,,,0,8.820442895,,,,8.285034315,9.079500625,,,,,,,,
13.65,9.07083964,4.364797562,24.48559012,911.5079437,9.014213146,8.482534455,9.282765138,2.106628418,2.089080811,2.071151733,2.15713501,13.65,0.365,0,,8.872630606,224,,,,,0,8.816004113,,,,8.284325422,9.084556105,,,,,,,,
13.66666667,9.077282175,4.379637503,24.49719248,911.5249695,9.014891308,8.482534455,9.282765138,2.106552124,2.089080811,2.071075439,2.15713501,13.66666667,0.366666667,0,,8.878439458,224,,,,,0,8.816048591,,,,8.283691739,9.083922422,,,,,,,,
13.68333333,9.076943094,3.690507757,24.48559012,911.490918,9.014213146,8.482534455,9.288190431,2.106781006,2.088928223,2.071151733,2.157211304,13.68333333,0.368333333,0,,8.909354113,225,,,,,0,8.846624166,,,,8.314945474,9.12060145,,,,,,,,
13.7,9.077282175,3.617235549,24.48559012,911.5419952,9.014552227,8.482195375,9.288190431,2.106628418,2.089004517,2.071151733,2.15713501,13.7,0.37,0,,8.913020545,224,,,,,0,8.850290597,,,,8.317933745,9.123928801,,,,,,,,
13.71666667,9.077282175,3.613525564,24.4957422,911.5419952,9.014891308,8.482534455,9.288190431,2.106704712,2.089080811,2.071228027,2.157363892,13.71666667,0.371666667,0,,8.913218049,224,,,,,0,8.850827183,,,,8.31847033,9.124126306,,,,,,,,
13.73333333,9.076943094,4.215470659,24.49284162,911.559021,9.014891308,8.482534455,9.287512269,2.106628418,2.088851929,2.071304321,2.15713501,13.73333333,0.373333333,0,,8.885539311,225,,,,,0,8.823487525,,,,8.291130672,9.096108487,,,,,,,,
13.75,9.070500559,3.630220498,24.47833856,911.4738922,9.017603954,8.482534455,9.288190431,2.106628418,2.089080811,2.071228027,2.15713501,13.75,0.375,0,,8.905628426,224,,,,,0,8.852731821,,,,8.317662322,9.123318298,,,,,,,,
13.76666667,9.07117872,3.60703309,24.4826895,911.5079437,9.017943035,8.482195375,9.288190431,2.1068573,2.088928223,2.071304321,2.157058716,13.76666667,0.376666667,0,,8.907372109,224,,,,,0,8.854136424,,,,8.318388763,9.124383819,,,,,,,,
13.78333333,9.070500559,3.619090542,24.47688824,911.490918,9.017603954,8.482534455,9.288190431,2.106704712,2.089080811,2.071228027,2.157211304,13.78333333,0.378333333,0,,8.906129752,225,,,,,0,8.853233148,,,,8.318163649,9.123819625,,,,,,,,
13.8,9.07083964,3.635785475,24.48704042,911.5249695,9.018282116,8.482195375,9.288190431,2.106704712,2.089080811,2.071151733,2.157211304,13.8,0.38,0,,8.905739817,224,,,,,0,8.853182293,,,,8.317095552,9.123090608,,,,,,,,
13.81666667,9.07117872,4.720028643,24.47688824,911.5079437,9.02438557,8.482534455,9.288190431,2.106704712,2.089080811,2.071228027,2.157211304,13.81666667,0.381666667,0,,8.856805826,224,,,,,0,8.810012676,,,,8.268161561,9.073817537,,,,,,,,
13.83333333,9.07117872,3.56715075,24.4957422,911.559021,9.025063732,8.482534455,9.288190431,2.106704712,2.089157104,2.071304321,2.157211304,13.83333333,0.383333333,0,,8.909220141,225,,,,,0,8.863105152,,,,8.320575876,9.126231852,,,,,,,,
13.85,9.077282175,3.607960587,24.47253727,911.5079437,9.024724651,8.482195375,9.288190431,2.106781006,2.088928223,2.071151733,2.157211304,13.85,0.385,0,,8.913404428,224,,,,,0,8.860846904,,,,8.318317628,9.124312684,,,,,,,,
13.86666667,9.076943094,3.588483164,24.4739876,911.5249695,9.030828106,8.482534455,9.28785135,2.106704712,2.088851929,2.071228027,2.157363892,13.86666667,0.386666667,0,,8.913954158,224,,,,,0,8.867839169,,,,8.319545519,9.124862414,,,,,,,,
13.88333333,9.070161478,3.57457072,24.47978888,911.4568665,9.031167186,8.482195375,9.283104219,2.106781006,2.089080811,2.071380615,2.157287598,13.88333333,0.388333333,0,,8.907820873,225,,,,,0,8.868826581,,,,8.319854769,9.120763614,,,,,,,,
13.9,9.07117872,3.569005742,24.47833856,911.5079437,9.030828106,8.482534455,9.2834433,2.106781006,2.089004517,2.071075439,2.157211304,13.9,0.39,0,,8.909086751,224,,,,,0,8.868736136,,,,8.320442486,9.121351331,,,,,,,,
13.91666667,9.071517801,3.571788231,24.49284162,911.5079437,9.031167186,8.482195375,9.288190431,2.106704712,2.088928223,2.071228027,2.157211304,13.91666667,0.391666667,0,,8.909340471,224,,,,,0,8.868989856,,,,8.320018044,9.1260131,,,,,,,,
13.93333333,9.070161478,3.609815579,24.47688824,911.490918,9.031167186,8.482534455,9.28785135,2.106781006,2.089157104,2.071304321,2.157211304,13.93333333,0.393333333,0,,8.906211919,225,,,,,0,8.867217627,,,,8.318584896,9.123901791,,,,,,,,
13.95,9.071856882,3.788822364,24.4826895,911.4738922,9.030828106,8.482195375,9.28785135,2.106781006,2.088928223,2.071075439,2.157287598,13.95,0.395,0,,8.899794653,224,,,,,0,8.858765876,,,,8.310133146,9.115789121,,,,,,,,
13.96666667,9.071517801,4.475169621,24.47833856,911.4738922,9.023368328,8.482534455,9.2834433,2.106704712,2.089004517,2.071304321,2.15713501,13.96666667,0.396666667,0,,8.868270984,224,,,,,0,8.820121511,,,,8.279287638,9.080196483,,,,,,,,
13.98333333,9.07117872,3.60703309,24.4826895,911.5249695,9.017943035,8.482534455,9.282765138,2.106628418,2.089004517,2.071304321,2.15713501,13.98333333,0.398333333,0,,8.907372109,225,,,,,0,8.854136424,,,,8.318727844,9.118958527,,,,,,,,
14,9.070500559,3.551383313,24.48123919,911.5079437,9.017943035,8.482534455,9.277339846,2.106704712,2.088928223,2.071228027,2.157287598,14,0.4,0,,8.909217098,224,,,,,0,8.856659575,,,,8.321250995,9.116056385,,,,,,,,
