Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV4 (V),Latest: FlowV3 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
7.683333333,6.481442241,16.87486758,25.47425163,101.7185,6.841885129,6.305120209,6.473304291,2.100219727,2.065887451,2.03453064,2.100830078,7.683333333,0.768333333,1,,5.727874999,225,,,,,0,6.088317887,,,,5.719737049,5.551552967,,,,,,
7.7,6.475677867,16.91382242,25.44961489,101.7185,6.841206968,6.305120209,6.473304291,2.100219727,2.065811157,2.03453064,2.100982666,7.7,0.77,1,,5.720064286,224,,,,,0,6.085593386,,,,5.717690709,5.549506627,,,,,,
7.716666667,6.475677867,16.87394008,25.45686101,101.7150625,6.847649503,6.305120209,6.473304291,2.100143433,2.065658569,2.034454346,2.10105896,7.716666667,0.771666667,1,,5.721936073,224,,,,,0,6.093907708,,,,5.719562497,5.551378415,,,,,,
7.733333333,6.476356029,16.87023009,25.47859927,101.7219375,6.84663226,6.30545929,6.468218079,2.100143433,2.065734863,2.034454346,2.100982666,7.733333333,0.773333333,1,,5.723049816,225,,,,,0,6.093326047,,,,5.714911866,5.552153076,,,,,,
7.75,6.469235332,16.87950506,25.46555633,101.7236563,6.852396634,6.300033997,6.467539917,2.100296021,2.065811157,2.034454346,2.100830078,7.75,0.775,1,,5.715353012,224,,,,,0,6.098514314,,,,5.713657597,5.546151677,,,,,,
7.766666667,6.469235332,16.87672257,25.48004848,101.7270938,6.852057553,6.299355835,6.47296521,2.100143433,2.065734863,2.03453064,2.100830078,7.766666667,0.776666667,1,,5.715657193,224,,,,,0,6.098479414,,,,5.71938707,5.545777695,,,,,,
7.783333333,6.470252575,16.87023009,25.46700555,101.7219375,6.857821927,6.291896057,6.472626129,2.100372314,2.065658569,2.034378052,2.100982666,7.783333333,0.778333333,1,,5.716802491,225,,,,,0,6.104371843,,,,5.719176046,5.538445974,,,,,,
7.8,6.470252575,16.86744761,25.47425163,101.725375,6.856465603,6.292574219,6.472626129,2.100143433,2.065887451,2.03453064,2.10105896,7.8,0.78,1,,5.71701668,224,,,,,0,6.103229709,,,,5.719390235,5.539338324,,,,,,
7.816666667,6.467200848,16.8683751,25.46700555,101.7219375,6.857482846,6.286809845,6.473304291,2.100067139,2.065811157,2.034454346,2.100982666,7.816666667,0.781666667,1,,5.713833611,224,,,,,0,6.104115609,,,,5.719937054,5.533442608,,,,,,
7.833333333,6.469574413,16.87394008,25.44816567,101.7150625,6.856126523,6.286809845,6.474660614,2.100296021,2.065734863,2.03453064,2.100982666,7.833333333,0.783333333,1,,5.715724528,225,,,,,0,6.102276637,,,,5.720810729,5.53295996,,,,,,
7.85,6.466861767,16.88043255,25.45831023,101.7167813,6.857482846,6.286131683,6.479746826,2.100143433,2.065734863,2.034378052,2.100906372,7.85,0.785,1,,5.712847976,224,,,,,0,6.103469055,,,,5.725733035,5.532117892,,,,,,
7.866666667,6.465505444,16.8693026,25.45251334,101.7202188,6.852057553,6.287488007,6.479407745,2.100143433,2.065658569,2.03453064,2.100830078,7.866666667,0.786666667,1,,5.711916779,224,,,,,0,6.098468889,,,,5.725819081,5.533899342,,,,,,
7.883333333,6.465505444,16.87857756,25.46845477,101.7185,6.852057553,6.286809845,6.484833038,2.100143433,2.065734863,2.034683228,2.100906372,7.883333333,0.788333333,1,,5.711700549,225,,,,,0,6.098252659,,,,5.731028144,5.53300495,,,,,,
7.9,6.465844524,16.88599753,25.4713532,101.7202188,6.846971341,6.286470764,6.484493958,2.100372314,2.065734863,2.034378052,2.100982666,7.9,0.79,1,,5.71174426,224,,,,,0,6.092871076,,,,5.730393693,5.5323705,,,,,,
7.916666667,6.465166363,16.88785252,25.45251334,101.7202188,6.847310422,6.286809845,6.484833038,2.100219727,2.065505981,2.03453064,2.100982666,7.916666667,0.791666667,1,,5.710749032,224,,,,,0,6.092893092,,,,5.730415708,5.532392515,,,,,,
7.933333333,6.460758312,16.87486758,25.46120868,101.7167813,6.846971341,6.286809845,6.484493958,2.100219727,2.065734863,2.034454346,2.100982666,7.933333333,0.793333333,1,,5.70702911,225,,,,,0,6.093242139,,,,5.730764755,5.533080643,,,,,,
7.95,6.459401989,16.87394008,25.4626579,101.7167813,6.846971341,6.282062714,6.484154877,2.100219727,2.065582275,2.03453064,2.100830078,7.95,0.795,1,,5.705732216,224,,,,,0,6.093301568,,,,5.730485104,5.528392941,,,,,,
7.966666667,6.460758312,16.8683751,25.46700555,101.7236563,6.847310422,6.281723633,6.484493958,2.100448608,2.065582275,2.034225464,2.100906372,7.966666667,0.796666667,1,,5.707391076,224,,,,,0,6.093943185,,,,5.731126721,5.528356396,,,,,,
7.983333333,6.45533302,16.87950506,25.46120868,101.725375,6.847649503,6.282062714,6.479407745,2.100219727,2.065582275,2.03453064,2.100982666,7.983333333,0.798333333,1,,5.70139668,225,,,,,0,6.093713163,,,,5.725471406,5.528126374,,,,,,
8,6.45533302,16.87394008,25.47859927,101.725375,6.847310422,6.279010986,6.479407745,2.099990845,2.065582275,2.03453064,2.100982666,8,0.8,1,,5.701861145,224,,,,,0,6.093838547,,,,5.72593587,5.525539111,,,,,,
8.016666667,6.456689343,16.87579507,25.4713532,101.7150625,6.846971341,6.282401794,6.479068665,2.100296021,2.065963745,2.034301758,2.10105896,8.016666667,0.801666667,1,,5.703044703,224,,,,,0,6.093326701,,,,5.725424025,5.528757154,,,,,,
8.033333333,6.4556721,16.86744761,25.46555633,101.7236563,6.846971341,6.282062714,6.479746826,2.100143433,2.065811157,2.03453064,2.100906372,8.033333333,0.803333333,1,,5.702328297,225,,,,,0,6.093627538,,,,5.726403023,5.528718911,,,,,,
8.05,6.45533302,16.88507004,25.46845477,101.7219375,6.847310422,6.282062714,6.472287048,2.100143433,2.065887451,2.034454346,2.10105896,8.05,0.805,1,,5.701238168,224,,,,,0,6.093215571,,,,5.718192197,5.527967862,,,,,,
8.066666667,6.460758312,16.87950506,25.46845477,101.7133438,6.852057553,6.281723633,6.472626129,2.100143433,2.065582275,2.034606934,2.100906372,8.066666667,0.806666667,1,,5.706911995,224,,,,,0,6.098211236,,,,5.718779812,5.527877316,,,,,,
8.083333333,6.460758312,16.87765007,25.45831023,101.7236563,6.84663226,6.281384552,6.473304291,2.100296021,2.065811157,2.034301758,2.100906372,8.083333333,0.808333333,1,,5.706868809,225,,,,,0,6.092742757,,,,5.719414788,5.527495049,,,,,,
8.1,6.461097393,16.87208509,25.46700555,101.725375,6.84663226,6.279350067,6.467878998,2.100219727,2.065887451,2.034683228,2.10105896,8.1,0.81,1,,5.707564463,224,,,,,0,6.09309933,,,,5.714346068,5.525817137,,,,,,
8.116666667,6.460080151,16.88136005,25.46700555,101.7270938,6.851718472,6.277654663,6.467878998,2.099990845,2.066040039,2.03453064,2.100982666,8.116666667,0.811666667,1,,5.706132987,224,,,,,0,6.097771308,,,,5.713931834,5.523707499,,,,,,
8.133333333,6.461097393,16.88321504,25.44961489,101.7219375,6.855787442,6.278671906,6.463470947,2.100296021,2.065734863,2.03453064,2.100982666,8.133333333,0.813333333,1,,5.706851175,225,,,,,0,6.101541224,,,,5.709224729,5.524425688,,,,,,
8.15,6.460080151,16.87394008,25.45831023,101.7219375,6.856804684,6.282062714,6.463131866,2.100219727,2.065505981,2.034378052,2.100906372,8.15,0.815,1,,5.706356365,224,,,,,0,6.103080898,,,,5.709408081,5.528338928,,,,,,
8.166666667,6.462114636,16.88970752,25.46990399,101.7236563,6.862569058,6.281723633,6.455333008,2.100067139,2.065582275,2.034454346,2.100830078,8.166666667,0.816666667,1,,5.707830682,224,,,,,0,6.108285104,,,,5.701049054,5.527439679,,,,,,
8.183333333,6.461097393,16.90454746,25.4626579,101.7202188,6.862908139,6.281723633,6.45635025,2.100296021,2.065734863,2.034378052,2.100906372,8.183333333,0.818333333,1,,5.706060551,225,,,,,0,6.107871296,,,,5.701313408,5.52668679,,,,,,
8.2,6.454654858,16.88136005,25.45541179,101.7288125,6.862569058,6.282062714,6.456689331,2.100296021,2.065582275,2.034301758,2.10105896,8.2,0.82,1,,5.700563603,224,,,,,0,6.108477803,,,,5.702598076,5.527971459,,,,,,
8.216666667,6.454993939,16.89619999,25.47425163,101.7236563,6.867994351,6.282401794,6.455672089,2.100143433,2.065582275,2.034759521,2.10105896,8.216666667,0.821666667,1,,5.700474072,224,,,,,0,6.113474484,,,,5.701152222,5.527881928,,,,,,
8.233333333,6.454993939,16.8934175,25.46700555,101.7270938,6.8635863,6.282062714,6.457028412,2.100296021,2.065887451,2.034301758,2.100906372,8.233333333,0.823333333,1,,5.70050827,225,,,,,0,6.109100632,,,,5.702542744,5.527577045,,,,,,
8.25,6.449229565,16.89990998,25.47715006,101.7236563,6.863925381,6.281723633,6.450246796,2.100296021,2.065811157,2.034378052,2.100753784,8.25,0.825,1,,5.694580048,224,,,,,0,6.109275864,,,,5.695597279,5.527074116,,,,,,
8.266666667,6.449229565,16.90825744,25.45106412,101.7288125,6.862569058,6.277654663,6.450246796,2.100219727,2.065811157,2.034301758,2.100906372,8.266666667,0.826666667,1,,5.69388265,224,,,,,0,6.107222142,,,,5.69489988,5.522307748,,,,,,
8.283333333,6.449229565,16.87765007,25.47425163,101.725375,6.862229977,6.278332825,6.446177826,2.100219727,2.065734863,2.03453064,2.100753784,8.283333333,0.828333333,1,,5.695538068,225,,,,,0,6.10853848,,,,5.692486329,5.524641327,,,,,,
8.3,6.445499676,16.90176497,25.46990399,101.7270938,6.8635863,6.277993744,6.444821503,2.100296021,2.065658569,2.03453064,2.100982666,8.3,0.83,1,,5.690677244,224,,,,,0,6.108763868,,,,5.68999907,5.523171312,,,,,,
8.316666667,6.447534161,16.89156251,25.44816567,101.7202188,6.857143765,6.279010986,6.451264038,2.100219727,2.065734863,2.034378052,2.100982666,8.316666667,0.831666667,1,,5.692896987,224,,,,,0,6.102506591,,,,5.696626864,5.524373812,,,,,,
8.333333333,6.449229565,16.90269247,25.46700555,101.7236563,6.856465603,6.278332825,6.450924957,2.100143433,2.065658569,2.034454346,2.100982666,8.333333333,0.833333333,1,,5.694329663,225,,,,,0,6.101565701,,,,5.696025055,5.523432922,,,,,,
8.35,6.454654858,16.88043255,25.44671644,101.7288125,6.855787442,6.278671906,6.456011169,2.100219727,2.065658569,2.034454346,2.100830078,8.35,0.835,1,,5.70049689,224,,,,,0,6.101629474,,,,5.701853201,5.524513937,,,,,,
8.366666667,6.449907727,16.87486758,25.44526721,101.725375,6.857143765,6.278671906,6.456689331,2.100372314,2.065734863,2.034454346,2.100982666,8.366666667,0.836666667,1,,5.695980357,224,,,,,0,6.103216395,,,,5.702761961,5.524744536,,,,,,
8.383333333,6.449907727,16.89805498,25.45975946,101.7202188,6.860534573,6.278671906,6.464149109,2.100219727,2.065811157,2.034454346,2.100982666,8.383333333,0.838333333,1,,5.69512481,225,,,,,0,6.105751657,,,,5.709366193,5.523888989,,,,,,
8.4,6.449568646,16.894345,25.45396257,101.725375,6.857143765,6.278332825,6.463470947,2.100143433,2.065658569,2.03453064,2.100982666,8.4,0.84,1,,5.694879319,224,,,,,0,6.102454438,,,,5.70878162,5.523643497,,,,,,
8.416666667,6.448890484,16.93793732,25.4713532,101.7236563,6.861551815,6.278671906,6.463470947,2.100372314,2.065811157,2.034454346,2.100982666,8.416666667,0.841666667,1,,5.692470676,224,,,,,0,6.105132007,,,,5.707051139,5.522252097,,,,,,
8.433333333,6.447873242,16.88878002,25.45396257,101.7305313,6.857482846,6.273585693,6.457367493,2.100296021,2.065811157,2.034378052,2.100982666,8.433333333,0.843333333,1,,5.693432508,225,,,,,0,6.103042112,,,,5.702926759,5.51914496,,,,,,
8.45,6.445499676,16.91382242,25.47570085,101.725375,6.857482846,6.273924774,6.457367493,2.100372314,2.065734863,2.034683228,2.100982666,8.45,0.845,1,,5.690210887,224,,,,,0,6.102194056,,,,5.702078703,5.518635985,,,,,,
8.466666667,6.445499676,16.89990998,25.48004848,101.7305313,6.863247219,6.265786835,6.457028412,2.100067139,2.065734863,2.034301758,2.100906372,8.466666667,0.846666667,1,,5.690886175,224,,,,,0,6.108633717,,,,5.70241491,5.511173333,,,,,,
8.483333333,6.446177838,16.91103993,25.47280242,101.7270938,6.857143765,6.265786835,6.458045654,2.100219727,2.065811157,2.034301758,2.100906372,8.483333333,0.848333333,1,,5.69097725,225,,,,,0,6.101943177,,,,5.702845066,5.510586247,,,,,,
8.5,6.439057141,16.89249001,25.45831023,101.7305313,6.857482846,6.266464996,6.457028412,2.100219727,2.065734863,2.03453064,2.100906372,8.5,0.85,1,,5.684504769,224,,,,,0,6.102930473,,,,5.702476039,5.511912624,,,,,,
8.516666667,6.437700818,16.91103993,25.46845477,101.725375,6.855787442,6.265447754,6.45635025,2.100372314,2.065734863,2.034454346,2.100830078,8.516666667,0.851666667,1,,5.682446139,224,,,,,0,6.100532763,,,,5.701095572,5.510193075,,,,,,
8.533333333,6.438039899,16.89619999,25.47280242,101.7219375,6.856465603,6.266464996,6.458045654,2.100219727,2.065887451,2.03453064,2.10105896,8.533333333,0.853333333,1,,5.683502022,225,,,,,0,6.101927727,,,,5.703507777,5.511927119,,,,,,
8.55,6.431936445,16.91289492,25.45975946,101.7288125,6.856465603,6.261039703,6.457028412,2.100219727,2.065734863,2.03453064,2.100982666,8.55,0.855,1,,5.676490675,224,,,,,0,6.101019834,,,,5.701582642,5.505593934,,,,,,
8.566666667,6.432275525,16.89156251,25.45831023,101.7270938,6.857143765,6.261039703,6.457028412,2.100219727,2.065734863,2.034378052,2.100982666,8.566666667,0.856666667,1,,5.677764582,224,,,,,0,6.102632822,,,,5.702517469,5.50652876,,,,,,
8.583333333,6.432953687,16.87950506,25.45396257,101.7270938,6.857821927,6.261378784,6.457706573,2.100296021,2.065887451,2.034454346,2.100906372,8.583333333,0.858333333,1,,5.678927276,225,,,,,0,6.103795516,,,,5.703680163,5.507352374,,,,,,
8.6,6.434649091,16.91289492,25.46845477,101.73225,6.852396634,6.260361542,6.456689331,2.100296021,2.065734863,2.034378052,2.100982666,8.6,0.86,1,,5.679311568,224,,,,,0,6.09705911,,,,5.701351808,5.505024018,,,,,,
8.616666667,6.432614606,16.89063501,25.44961489,101.7288125,6.852057553,6.261378784,6.457028412,2.100219727,2.065734863,2.034454346,2.100982666,8.616666667,0.861666667,1,,5.678036906,224,,,,,0,6.097479853,,,,5.702450712,5.506801084,,,,,,
8.633333333,6.431597364,16.91753241,25.4713532,101.7305313,6.847988584,6.261378784,6.457028412,2.100219727,2.065658569,2.034454346,2.10105896,8.633333333,0.863333333,1,,5.676088805,225,,,,,0,6.092480024,,,,5.701519853,5.505870225,,,,,,
8.65,6.433631849,16.88692503,25.46700555,101.7236563,6.847310422,6.257648895,6.458045654,2.100372314,2.065734863,2.034454346,2.100982666,8.65,0.865,1,,5.679436144,224,,,,,0,6.093114717,,,,5.70384995,5.503453191,,,,,,
8.666666667,6.431936445,16.91753241,25.46700555,101.7270938,6.846971341,6.257648895,6.463810028,2.100143433,2.065734863,2.034301758,2.100982666,8.666666667,0.866666667,1,,5.676373768,224,,,,,0,6.091408665,,,,5.708247352,5.502086219,,,,,,
8.683333333,6.432275525,16.8934175,25.46120868,101.7305313,6.841885129,6.256970734,6.464827271,2.100296021,2.065734863,2.034378052,2.100982666,8.683333333,0.868333333,1,,5.677717776,225,,,,,0,6.08732738,,,,5.710269521,5.502412984,,,,,,
8.7,6.433970929,16.90176497,25.44961489,101.73225,6.841206968,6.249850037,6.463470947,2.100143433,2.065734863,2.034225464,2.100982666,8.7,0.87,1,,5.678896006,224,,,,,0,6.086132044,,,,5.708396024,5.494775113,,,,,,
8.716666667,6.428884717,16.8693026,25.4626579,101.7270938,6.839172483,6.249510956,6.46448819,2.100219727,2.065887451,2.03414917,2.100906372,8.716666667,0.871666667,1,,5.675422076,224,,,,,0,6.085709842,,,,5.711025549,5.496048315,,,,,,
8.733333333,6.426172071,16.91103993,25.45975946,101.7270938,6.836459836,6.244424744,6.463131866,2.100219727,2.065658569,2.034454346,2.100753784,8.733333333,0.873333333,1,,5.670809158,225,,,,,0,6.081096923,,,,5.707768953,5.489061831,,,,,,
8.75,6.427528394,16.88228755,25.44671644,101.7305313,6.835442594,6.244424744,6.463810028,2.100296021,2.065811157,2.034454346,2.100906372,8.75,0.875,1,,5.673287551,224,,,,,0,6.081201751,,,,5.709569185,5.490183901,,,,,,
8.766666667,6.428206556,16.90269247,25.45541179,101.7288125,6.835781675,6.244763824,6.463470947,2.100143433,2.065887451,2.03453064,2.100830078,8.766666667,0.876666667,1,,5.673162381,224,,,,,0,6.0807375,,,,5.708426772,5.489719649,,,,,,
8.783333333,6.428545637,16.88692503,25.44671644,101.725375,6.836459836,6.244085663,6.462792786,2.100143433,2.065734863,2.034378052,2.100906372,8.783333333,0.878333333,1,,5.674097608,225,,,,,0,6.082011807,,,,5.708344757,5.489637634,,,,,,
8.8,6.427189313,16.8934175,25.44816567,101.7288125,6.84222421,6.239338531,6.463470947,2.100143433,2.065582275,2.034454346,2.100906372,8.8,0.88,1,,5.672469267,224,,,,,0,6.087504163,,,,5.7087509,5.484618485,,,,,,
8.816666667,6.427189313,16.88785252,25.45686101,101.73225,6.841546048,6.239338531,6.462792786,2.100067139,2.065505981,2.034454346,2.100982666,8.816666667,0.881666667,1,,5.672826064,224,,,,,0,6.087182799,,,,5.708429537,5.484975282,,,,,,
8.833333333,6.427867475,16.92031489,25.45975946,101.7288125,6.84663226,6.23866037,6.463131866,2.100219727,2.065734863,2.034378052,2.100830078,8.833333333,0.883333333,1,,5.672090278,225,,,,,0,6.090855064,,,,5.70735467,5.482883173,,,,,,
8.85,6.427867475,16.89063501,25.44671644,101.7305313,6.847988584,6.239338531,6.463810028,2.100219727,2.065887451,2.034454346,2.10105896,8.85,0.885,1,,5.673253697,224,,,,,0,6.093374806,,,,5.70919625,5.484724754,,,,,,
8.866666667,6.427189313,16.894345,25.44671644,101.7288125,6.847310422,6.235269562,6.456689331,2.099990845,2.065734863,2.034301758,2.100982666,8.866666667,0.886666667,1,,5.672409786,224,,,,,0,6.092530895,,,,5.701909804,5.480490035,,,,,,
8.883333333,6.427528394,16.88599753,25.44671644,101.7270938,6.846971341,6.235269562,6.457706573,2.100219727,2.065734863,2.034606934,2.100982666,8.883333333,0.888333333,1,,5.673121802,225,,,,,0,6.092564749,,,,5.703299982,5.48086297,,,,,,
8.9,6.427528394,16.89712749,25.44526721,101.7339688,6.847988584,6.235608643,6.45635025,2.100067139,2.065582275,2.034301758,2.100906372,8.9,0.89,1,,5.672606507,224,,,,,0,6.093066696,,,,5.701428363,5.480686755,,,,,,
8.916666667,6.427528394,16.87950506,25.45106412,101.7270938,6.846971341,6.234930481,6.457706573,2.100372314,2.065887451,2.034378052,2.100753784,8.916666667,0.891666667,1,,5.673465941,224,,,,,0,6.092908888,,,,5.703644121,5.480868028,,,,,,
8.933333333,6.426850233,16.88321504,25.4626579,101.7305313,6.852057553,6.235269562,6.459401978,2.100372314,2.065811157,2.034454346,2.100753784,8.933333333,0.893333333,1,,5.672766196,225,,,,,0,6.097973517,,,,5.705317941,5.481185525,,,,,,
8.95,6.426850233,16.88878002,25.45975946,101.73225,6.852057553,6.2345914,6.463810028,2.100219727,2.065734863,2.034301758,2.100830078,8.95,0.895,1,,5.6724816,224,,,,,0,6.09768892,,,,5.709441395,5.480222767,,,,,,
8.966666667,6.427528394,16.91753241,25.44961489,101.7305313,6.852396634,6.235269562,6.46448819,2.100372314,2.065887451,2.034378052,2.100906372,8.966666667,0.896666667,1,,5.671749071,224,,,,,0,6.096617311,,,,5.708708867,5.479490239,,,,,,
8.983333333,6.427867475,16.88136005,25.46410711,101.7339688,6.852396634,6.230861511,6.463810028,2.100219727,2.065734863,2.034301758,2.100982666,8.983333333,0.898333333,1,,5.6738843,225,,,,,0,6.098413459,,,,5.709826853,5.476878336,,,,,,
9,6.428206556,16.8693026,25.44961489,101.7305313,6.857143765,6.23018335,6.463131866,2.100219727,2.065582275,2.034378052,2.100982666,9,0.9,1,,5.674581867,224,,,,,0,6.103519076,,,,5.709507178,5.476558661,,,,,,
9.016666667,6.422103101,16.88043255,25.44671644,101.7288125,6.856804684,6.230861511,6.456689331,2.100219727,2.065658569,2.034301758,2.100982666,9.016666667,0.901666667,1,,5.667945133,224,,,,,0,6.102646716,,,,5.702531363,5.476703543,,,,,,
9.033333333,6.422442182,16.8693026,25.45396257,101.73225,6.852057553,6.23018335,6.458045654,2.100219727,2.065734863,2.034301758,2.100753784,9.033333333,0.903333333,1,,5.668871527,225,,,,,0,6.098486898,,,,5.704474999,5.476612694,,,,,,
9.05,6.417695051,16.90361996,25.44381798,101.7270938,6.852057553,6.231200592,6.457706573,2.100143433,2.065658569,2.03453064,2.10105896,9.05,0.905,1,,5.662465038,224,,,,,0,6.09682754,,,,5.702476561,5.475970579,,,,,,
9.066666667,6.41735597,16.87950506,25.45541179,101.73225,6.84663226,6.231200592,6.457028412,2.100219727,2.065582275,2.034301758,2.100906372,9.066666667,0.906666667,1,,5.663347578,224,,,,,0,6.092623868,,,,5.703020019,5.4771922,,,,,,
9.083333333,6.412608839,16.89527249,25.45686101,101.7305313,6.846971341,6.23018335,6.457028412,2.100296021,2.065887451,2.034378052,2.100982666,9.083333333,0.908333333,1,,5.657914147,225,,,,,0,6.09227665,,,,5.70233372,5.475488658,,,,,,
9.1,6.413626081,16.86652011,25.45831023,101.73225,6.847310422,6.229166107,6.457367493,2.100143433,2.065887451,2.034378052,2.100906372,9.1,0.91,1,,5.66023373,224,,,,,0,6.093918071,,,,5.703975141,5.475773756,,,,,,
9.116666667,6.412608839,16.8934175,25.44526721,101.7305313,6.847310422,6.229844269,6.457367493,2.100219727,2.065811157,2.034454346,2.100982666,9.116666667,0.911666667,1,,5.657852705,224,,,,,0,6.092554287,,,,5.702611358,5.475088134,,,,,,
9.133333333,6.411591597,16.88414254,25.44381798,101.7288125,6.852057553,6.229505188,6.457367493,2.100219727,2.065658569,2.034301758,2.100982666,9.133333333,0.913333333,1,,5.657231808,225,,,,,0,6.097697764,,,,5.703007704,5.475145399,,,,,,
9.15,6.412608839,16.88414254,25.44961489,101.7270938,6.857143765,6.222723572,6.457367493,2.100143433,2.065963745,2.03453064,2.100982666,9.15,0.915,1,,5.658321186,224,,,,,0,6.102856112,,,,5.703079839,5.468435919,,,,,,
9.166666667,6.413626081,16.87857756,25.45541179,101.7288125,6.857482846,6.223401733,6.457706573,2.100143433,2.065582275,2.034454346,2.100906372,9.166666667,0.916666667,1,,5.65965912,224,,,,,0,6.103515885,,,,5.703739612,5.469434772,,,,,,
9.183333333,6.413965162,16.87857756,25.45251334,101.7305313,6.856804684,6.223401733,6.450924957,2.099990845,2.065658569,2.034454346,2.100982666,9.183333333,0.918333333,1,,5.659962165,225,,,,,0,6.102801687,,,,5.69692196,5.469398736,,,,,,
9.2,6.411591597,16.94721229,25.44091953,101.7339688,6.863247219,6.220010925,6.450585876,2.100067139,2.065734863,2.034378052,2.100906372,9.2,0.92,1,,5.654377725,224,,,,,0,6.106033348,,,,5.693372005,5.462797054,,,,,,
9.216666667,6.41294792,16.88043255,25.45396257,101.739125,6.862908139,6.219671844,6.445160584,2.100067139,2.065658569,2.034378052,2.100906372,9.216666667,0.921666667,1,,5.658880077,224,,,,,0,6.108840296,,,,5.691092741,5.465604002,,,,,,
9.233333333,6.413287001,16.89527249,25.45541179,101.7339688,6.868333431,6.213229309,6.446177826,2.100219727,2.065734863,2.034225464,2.100982666,9.233333333,0.923333333,1,,5.658574276,225,,,,,0,6.113620707,,,,5.691465101,5.458516584,,,,,,
9.25,6.4044709,16.87394008,25.45831023,101.7288125,6.868333431,6.214246552,6.441091614,2.100067139,2.065734863,2.034454346,2.100830078,9.25,0.925,1,,5.650747114,224,,,,,0,6.114609645,,,,5.687367828,5.460522766,,,,,,
9.266666667,6.405827223,16.90825744,25.44961489,101.7374063,6.863247219,6.214585632,6.441091614,2.100372314,2.065734863,2.034378052,2.100906372,9.266666667,0.926666667,1,,5.650462253,224,,,,,0,6.107882249,,,,5.685726643,5.459220662,,,,,,
9.283333333,6.402436415,16.88228755,25.44671644,101.7305313,6.8635863,6.214585632,6.441091614,2.100143433,2.065658569,2.034454346,2.100830078,9.283333333,0.928333333,1,,5.648195572,225,,,,,0,6.109345458,,,,5.686850771,5.46034479,,,,,,
9.3,6.398706526,16.91660491,25.44526721,101.7339688,6.863247219,6.214585632,6.434988159,2.099914551,2.065582275,2.034454346,2.100753784,9.3,0.93,1,,5.642914436,224,,,,,0,6.107455129,,,,5.679196069,5.458793542,,,,,,
9.316666667,6.404809981,16.89249001,25.45396257,101.73225,6.857143765,6.214585632,6.436005402,2.100067139,2.065658569,2.034454346,2.100906372,9.316666667,0.931666667,1,,5.650203518,224,,,,,0,6.102537302,,,,5.681398939,5.45997917,,,,,,
9.333333333,6.399723769,16.89619999,25.45541179,101.73225,6.856804684,6.214246552,6.436344482,2.100296021,2.065658569,2.03453064,2.100753784,9.333333333,0.933333333,1,,5.644969613,225,,,,,0,6.102050528,,,,5.681590326,5.459492396,,,,,,
9.35,6.399723769,16.90083747,25.44236875,101.73225,6.857482846,6.206108612,6.435666321,2.100143433,2.065734863,2.034378052,2.100906372,9.35,0.935,1,,5.644600017,224,,,,,0,6.102359094,,,,5.680542569,5.45098486,,,,,,
9.366666667,6.398706526,16.91382242,25.44091953,101.7374063,6.857482846,6.206786774,6.441091614,2.099914551,2.065582275,2.034606934,2.100982666,9.366666667,0.936666667,1,,5.642984539,224,,,,,0,6.101760858,,,,5.685369626,5.451064786,,,,,,
9.383333333,6.399723769,16.91474992,25.45686101,101.7339688,6.856804684,6.206786774,6.435666321,2.100143433,2.065734863,2.03453064,2.100982666,9.383333333,0.938333333,1,,5.64415904,225,,,,,0,6.101239956,,,,5.680101593,5.451222045,,,,,,
9.4,6.394637557,16.90918494,25.44961489,101.7374063,6.857821927,6.213907471,6.43532724,2.100143433,2.065734863,2.034454346,2.100906372,9.4,0.94,1,,5.639231151,224,,,,,0,6.102415521,,,,5.679920834,5.458501065,,,,,,
9.416666667,6.39599388,16.88970752,25.45396257,101.7339688,6.857482846,6.213907471,6.436005402,2.100296021,2.065734863,2.034225464,2.100830078,9.416666667,0.941666667,1,,5.641511714,224,,,,,0,6.10300068,,,,5.681523236,5.459425305,,,,,,
9.433333333,6.395654799,16.8683751,25.44671644,101.7374063,6.858161007,6.214246552,6.440752533,2.100143433,2.065582275,2.034301758,2.10105896,9.433333333,0.943333333,1,,5.642035515,225,,,,,0,6.104541723,,,,5.687133249,5.460627268,,,,,,
