Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3(mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV2 (V),Latest: FlowV1 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h),Latest: FlowV4 (V),Latest: FlowV3 (V)
18.88333333,8.548114871,6.105708106,23.76876869,102.1808438,8.497930913,8.603724122,8.618304596,0.859680176,2.07901001,18.88333333,0.888333333,1,,8.267291518,225,,,,,0,8.217107559,,,,8.322900768,8.337481243,,,,,,,2.148284912,2.066040039
18.9,8.537264285,6.140025469,23.75860514,102.179125,8.500643559,8.597281587,8.616948273,0.859832764,2.079162598,18.9,0.89,1,,8.254810452,224,,,,,0,8.218189726,,,,8.314827753,8.334494439,,,,,,,2.148284912,2.065963745
18.91666667,8.542350497,6.110345588,23.76150903,102.1774063,8.507764256,8.596942506,8.617626434,0.859832764,2.078933716,18.91666667,0.891666667,1,,8.261276818,224,,,,,0,8.226690577,,,,8.315868826,8.336552755,,,,,,,2.148284912,2.065963745
18.93333333,8.538620609,6.114983069,23.76876869,102.1774063,8.50945966,8.596603425,8.617965515,0.859909058,2.078933716,18.93333333,0.893333333,1,,8.257370666,225,,,,,0,8.228209718,,,,8.315353483,8.336715573,,,,,,,2.148284912,2.065963745
18.95,8.536925205,6.116838062,23.76441291,102.186,8.516919437,8.596942506,8.618304596,0.859985352,2.079086304,18.95,0.895,1,,8.255567705,224,,,,,0,8.235561938,,,,8.315585006,8.336947096,,,,,,,2.148208618,2.065811157
18.96666667,8.539637851,6.123330536,23.76441291,102.1825625,8.5264137,8.591517213,8.617965515,0.860137939,2.07901001,18.96666667,0.896666667,1,,8.257981715,224,,,,,0,8.244757564,,,,8.309861077,8.33630938,,,,,,,2.148284912,2.065887451
18.98333333,8.541672336,6.101998121,23.76005709,102.1842813,8.5264137,8.591517213,8.617965515,0.860061646,2.079086304,18.98333333,0.898333333,1,,8.260975238,225,,,,,0,8.245716602,,,,8.310820116,8.337268418,,,,,,,2.148208618,2.065887451
19,8.535907962,6.131678003,23.75570123,102.179125,8.525735538,8.587787324,8.617626434,0.859909058,2.078933716,19,0.9,1,,8.253823256,224,,,,,0,8.243650832,,,,8.305702618,8.335541728,,,,,,,2.148208618,2.065963745
19.01666667,8.538620609,6.146517943,23.75134534,102.1842813,8.527091861,8.582362031,8.618304596,0.860366821,2.07901001,19.01666667,0.901666667,1,,8.255830829,224,,,,,0,8.244302082,,,,8.299572252,8.335514816,,,,,,,2.148208618,2.065963745
19.03333333,8.538281528,6.105708106,23.75424927,102.1808438,8.526074619,8.577275819,8.617287354,0.860366821,2.079086304,19.03333333,0.903333333,1,,8.257384147,225,,,,,0,8.245177239,,,,8.296378439,8.336389973,,,,,,,2.148284912,2.065887451
19.05,8.540316013,6.115910566,23.75424927,102.179125,8.515224033,8.576597658,8.617287354,0.860214233,2.07901001,19.05,0.905,1,,8.258949261,224,,,,,0,8.233857282,,,,8.295230906,8.335920602,,,,,,,2.148284912,2.065734863
19.06666667,8.538959689,6.099215632,23.76586484,102.1774063,8.509120579,8.570155123,8.617626434,0.860290527,2.07901001,19.06666667,0.906666667,1,,8.258420165,224,,,,,0,8.228581055,,,,8.289615598,8.33708691,,,,,,,2.148284912,2.065963745
19.08333333,8.539637851,6.140952966,23.74844139,102.1808438,8.501321721,8.5776149,8.618643677,0.860519409,2.07901001,19.08333333,0.908333333,1,,8.257089201,225,,,,,0,8.218773071,,,,8.295066251,8.336095027,,,,,,,2.148284912,2.065811157
19.1,8.539976932,6.12240304,23.74989336,102.1825625,8.508781498,8.576936739,8.619321838,0.860595703,2.07901001,19.1,0.91,1,,8.258289204,224,,,,,0,8.227093771,,,,8.295249011,8.337634111,,,,,,,2.148208618,2.065811157
19.11666667,8.534551639,6.127040521,23.75134534,102.1842813,8.508103337,8.569816042,8.617287354,0.860900879,2.07901001,19.11666667,0.911666667,1,,8.252657979,224,,,,,0,8.226209677,,,,8.287922382,8.335393693,,,,,,,2.148208618,2.065811157
19.13333333,8.532856235,6.121475543,23.74989336,102.1877188,8.514884953,8.569476961,8.617287354,0.860748291,2.07901001,19.13333333,0.913333333,1,,8.251211181,225,,,,,0,8.233239899,,,,8.287831907,8.3356423,,,,,,,2.148208618,2.065811157
19.15,8.538620609,6.110345588,23.74844139,102.1825625,8.516241276,8.570494204,8.617287354,0.860900879,2.078933716,19.15,0.915,1,,8.257480221,224,,,,,0,8.235100889,,,,8.289353816,8.336146966,,,,,,,2.148284912,2.065963745
19.16666667,8.53929877,6.121475543,23.74408543,102.186,8.526752781,8.570155123,8.617287354,0.861129761,2.07901001,19.16666667,0.916666667,1,,8.257623997,224,,,,,0,8.245078007,,,,8.288480349,8.33561258,,,,,,,2.148208618,2.065811157
19.18333333,8.53929877,6.12240304,23.75279731,102.1842813,8.5264137,8.570494204,8.617965515,0.860977173,2.079086304,19.18333333,0.918333333,1,,8.2576259,225,,,,,0,8.24474083,,,,8.288821334,8.336292645,,,,,,,2.148208618,2.065887451
19.2,8.533873477,6.101070625,23.74989336,102.1877188,8.5264137,8.569816042,8.618982758,0.861358643,2.07901001,19.2,0.92,1,,8.25316724,224,,,,,0,8.245707463,,,,8.289109805,8.338276521,,,,,,,2.148284912,2.065963745
19.21666667,8.533195316,6.114983069,23.75279731,102.1808438,8.5264137,8.565747072,8.618643677,0.861358643,2.079086304,19.21666667,0.921666667,1,,8.251863816,224,,,,,0,8.2450822,,,,8.284415572,8.337312177,,,,,,,2.148208618,2.065811157
19.23333333,8.533534397,6.106635603,23.76150903,102.1825625,8.526074619,8.566086153,8.618643677,0.861282349,2.07901001,19.23333333,0.923333333,1,,8.252631375,225,,,,,0,8.245171598,,,,8.285183132,8.337740655,,,,,,,2.148208618,2.065734863
19.25,8.529126346,6.136315484,23.75570123,102.1808438,8.525735538,8.565407992,8.616609192,0.86151123,2.079162598,19.25,0.925,1,,8.246828295,224,,,,,0,8.243437487,,,,8.283109941,8.334311141,,,,,,,2.148208618,2.065734863
19.26666667,8.533534397,6.100143129,23.76005709,102.186,8.5264137,8.566425234,8.618643677,0.86151123,2.079086304,19.26666667,0.926666667,1,,8.25292263,224,,,,,0,8.245801934,,,,8.285813468,8.338031911,,,,,,,2.148208618,2.065811157
19.28333333,8.533873477,6.089940669,23.76586484,102.179125,8.528109104,8.56066086,8.618982758,0.861816406,2.078933716,19.28333333,0.928333333,1,,8.253760564,225,,,,,0,8.247996191,,,,8.280547947,8.338869844,,,,,,,2.148208618,2.065811157
19.3,8.534212558,6.102925617,23.76005709,102.186,8.526752781,8.561339022,8.618304596,0.862045288,2.079086304,19.3,0.93,1,,8.253472795,224,,,,,0,8.246013018,,,,8.280599259,8.337564833,,,,,,,2.148208618,2.065963745
19.31666667,8.533534397,6.101998121,23.75570123,102.179125,8.5264137,8.552522921,8.618982758,0.8618927,2.079086304,19.31666667,0.931666667,1,,8.252815098,224,,,,,0,8.245694402,,,,8.271803623,8.338263459,,,,,,,2.148208618,2.065734863
19.33333333,8.533195316,6.103853114,23.76731677,102.1842813,8.51793668,8.553540164,8.618304596,0.861968994,2.07901001,19.33333333,0.933333333,1,,8.252449883,225,,,,,0,8.237191247,,,,8.272794731,8.337559164,,,,,,,2.148208618,2.065811157
19.35,8.529126346,6.08715818,23.76876869,102.1842813,8.501321721,8.548114871,8.618643677,0.862350464,2.079086304,19.35,0.935,1,,8.24915617,224,,,,,0,8.221351545,,,,8.268144695,8.338673501,,,,,,,2.148284912,2.065963745
19.36666667,8.529126346,6.102925617,23.77022061,102.1825625,8.497930913,8.545741305,8.619660919,0.862197876,2.078933716,19.36666667,0.936666667,1,,8.248438364,224,,,,,0,8.217242931,,,,8.265053323,8.338972937,,,,,,,2.148284912,2.065811157
19.38333333,8.528787265,6.116838062,23.77167253,102.1911563,8.493183782,8.543028659,8.618982758,0.862350464,2.079162598,19.38333333,0.938333333,1,,8.247466828,225,,,,,0,8.211863345,,,,8.261708222,8.33766232,,,,,,,2.148284912,2.065811157
19.4,8.529465427,6.063970773,23.76005709,102.1825625,8.485384923,8.542011416,8.619321838,0.862579346,2.079086304,19.4,0.94,1,,8.25051762,224,,,,,0,8.206437116,,,,8.263063609,8.340374031,,,,,,,2.148361206,2.065963745
19.41666667,8.528787265,6.094578151,23.75860514,102.1825625,8.485724004,8.543028659,8.62,0.862503052,2.079086304,19.41666667,0.941666667,1,,8.248424102,224,,,,,0,8.205360841,,,,8.262665496,8.339636837,,,,,,,2.148361206,2.066040039
19.43333333,8.53082175,6.074173232,23.76731677,102.1825625,8.475890661,8.538281528,8.62,0.862503052,2.079086304,19.43333333,0.943333333,1,,8.251441438,225,,,,,0,8.196510348,,,,8.258901215,8.340619687,,,,,,,2.148284912,2.065887451
19.45,8.528448185,6.08715818,23.75860514,102.186,8.471821691,8.542011416,8.62,0.86265564,2.079162598,19.45,0.945,1,,8.248426356,224,,,,,0,8.191799862,,,,8.261989587,8.339978171,,,,,,,2.148284912,2.065811157
19.46666667,8.528787265,6.094578151,23.76150903,102.1825625,8.470804449,8.538620609,8.619660919,0.862731934,2.079086304,19.46666667,0.946666667,1,,8.248438883,224,,,,,0,8.190456066,,,,8.258272226,8.339312536,,,,,,,2.148284912,2.065887451
19.48333333,8.529126346,6.094578151,23.75715319,102.1825625,8.471482611,8.537942447,8.619321838,0.862884521,2.079086304,19.48333333,0.948333333,1,,8.248755792,225,,,,,0,8.191112056,,,,8.257571893,8.338951284,,,,,,,2.148208618,2.065887451
19.5,8.529465427,6.064898269,23.76441291,102.1842813,8.466057318,8.538620609,8.619321838,0.863037109,2.079086304,19.5,0.95,1,,8.250497013,224,,,,,0,8.187088904,,,,8.259652194,8.340353424,,,,,,,2.148208618,2.065734863
19.51666667,8.529465427,6.055623306,23.76586484,102.186,8.464700995,8.538281528,8.619660919,0.863265991,2.079086304,19.51666667,0.951666667,1,,8.250930975,224,,,,,0,8.186166543,,,,8.259747076,8.341126467,,,,,,,2.148208618,2.065887451
19.53333333,8.529126346,6.064898269,23.75860514,102.1911563,8.457919379,8.538620609,8.62,0.863418579,2.07901001,19.53333333,0.953333333,1,,8.250128519,225,,,,,0,8.178921551,,,,8.259622781,8.341002173,,,,,,,2.148208618,2.065963745
19.55,8.529126346,6.043565855,23.76441291,102.1808438,8.457580298,8.538620609,8.62,0.863418579,2.07901001,19.55,0.955,1,,8.251139164,224,,,,,0,8.179593115,,,,8.260633426,8.342012817,,,,,,,2.148284912,2.065963745
19.56666667,8.523361973,6.045420847,23.76296097,102.1877188,8.45859754,8.542011416,8.62,0.863647461,2.07901001,19.56666667,0.956666667,1,,8.245282137,224,,,,,0,8.180517705,,,,8.263931581,8.341920164,,,,,,,2.148208618,2.065811157
19.58333333,8.527770023,6.073245736,23.76005709,102.186,8.45859754,8.538281528,8.62,0.863647461,2.079086304,19.58333333,0.958333333,1,,8.24839556,225,,,,,0,8.179223077,,,,8.258907064,8.340625537,,,,,,,2.148208618,2.065887451
19.6,8.529465427,6.064898269,23.76586484,102.186,8.458936621,8.542350497,8.619660919,0.863723755,2.079086304,19.6,0.96,1,,8.250504364,224,,,,,0,8.179975558,,,,8.263389434,8.340699856,,,,,,,2.148284912,2.065963745
19.61666667,8.528787265,6.092723158,23.76731677,102.1877188,8.458258459,8.542350497,8.62,0.863723755,2.07901001,19.61666667,0.961666667,1,,8.248553753,224,,,,,0,8.178024947,,,,8.262116985,8.339766488,,,,,,,2.148208618,2.065887451
19.63333333,8.528448185,6.044493351,23.75570123,102.186,8.457580298,8.542350497,8.437235443,0.863800049,2.07901001,19.63333333,0.963333333,1,,8.250374364,225,,,,,0,8.179506477,,,,8.264276677,8.159161622,,,,,,,2.148208618,2.065658569
19.65,8.522683811,6.091795662,23.75279731,102.1842813,8.459953863,8.542350497,8.505051605,0.863952637,2.07901001,19.65,0.965,1,,8.242419092,224,,,,,0,8.179689144,,,,8.262085778,8.224786886,,,,,,,2.148208618,2.065811157
19.66666667,8.528448185,6.063043277,23.75715319,102.186,8.457919379,8.542350497,8.558965454,0.863952637,2.079162598,19.66666667,0.966666667,1,,8.249528338,224,,,,,0,8.178999532,,,,8.263430651,8.280045607,,,,,,,2.148208618,2.065887451
19.68333333,8.522683811,6.101998121,23.75279731,102.1877188,8.465718237,8.542011416,8.590499969,0.863800049,2.078933716,19.68333333,0.968333333,1,,8.241949708,225,,,,,0,8.184984134,,,,8.261277314,8.309765867,,,,,,,2.148208618,2.065887451
19.7,8.524379215,6.095505647,23.75424927,102.186,8.470804449,8.542350497,8.606436768,0.863876343,2.07901001,19.7,0.97,1,,8.243951206,224,,,,,0,8.19037644,,,,8.261922488,8.326008758,,,,,,,2.148284912,2.065887451
19.71666667,8.524040134,6.058405795,23.76586484,102.1842813,8.47114353,8.542011416,8.62,0.864105225,2.07901001,19.71666667,0.971666667,1,,8.245377699,224,,,,,0,8.192481095,,,,8.263348981,8.341337565,,,,,,,2.148284912,2.065887451
19.73333333,8.524040134,6.084375692,23.76005709,102.1877188,8.476907903,8.542689578,8.624747131,0.864028931,2.078933716,19.73333333,0.973333333,1,,8.244153684,225,,,,,0,8.197021453,,,,8.262803127,8.344860681,,,,,,,2.148208618,2.065887451
19.75,8.517597599,6.044493351,23.76586484,102.186,8.476568823,8.541672336,8.625425293,0.863876343,2.07901001,19.75,0.975,1,,8.239575081,224,,,,,0,8.198546304,,,,8.263649817,8.347402775,,,,,,,2.148208618,2.065887451
19.76666667,8.517597599,6.076028225,23.76005709,102.1894375,8.476907903,8.543028659,8.626442535,0.863723755,2.07901001,19.76666667,0.976666667,1,,8.238095139,224,,,,,0,8.197405443,,,,8.263526199,8.346940075,,,,,,,2.148284912,2.065811157
19.78333333,8.516919437,6.063970773,23.76441291,102.1842813,8.47114353,8.542011416,8.627798859,0.863800049,2.07901001,19.78333333,0.978333333,1,,8.237993685,225,,,,,0,8.192217778,,,,8.263085664,8.348873107,,,,,,,2.148284912,2.065811157
19.8,8.512511387,6.051913321,23.76731677,102.1842813,8.465718237,8.542011416,8.626103455,0.863952637,2.079162598,19.8,0.98,1,,8.234154914,224,,,,,0,8.187361764,,,,8.263654944,8.347746982,,,,,,,2.148208618,2.065887451
19.81666667,8.511155064,6.084375692,23.77312444,102.1825625,8.459275702,8.538620609,8.625764374,0.864028931,2.078857422,19.81666667,0.981666667,1,,8.231334979,224,,,,,0,8.179455617,,,,8.258800524,8.345944289,,,,,,,2.148284912,2.065734863
19.83333333,8.511494145,6.062115781,23.76441291,102.1877188,8.457580298,8.538620609,8.625086212,0.864028931,2.079162598,19.83333333,0.983333333,1,,8.232653717,225,,,,,0,8.17873987,,,,8.259780181,8.346245785,,,,,,,2.148208618,2.065887451
19.85,8.506068852,6.101998121,23.75860514,102.1894375,8.454867651,8.541672336,8.625086212,0.864257813,2.078933716,19.85,0.985,1,,8.225364355,224,,,,,0,8.174163155,,,,8.260967839,8.344381715,,,,,,,2.148284912,2.065887451
19.86666667,8.506407933,6.070463247,23.77022061,102.186,8.457919379,8.542350497,8.62406897,0.864486694,2.07901001,19.86666667,0.986666667,1,,8.227212972,224,,,,,0,8.178724418,,,,8.263155537,8.344874009,,,,,,,2.148208618,2.065887451
19.88333333,8.50539069,6.053768314,23.75860514,102.186,8.457919379,8.538620609,8.623729889,0.864334106,2.07901001,19.88333333,0.988333333,1,,8.226904864,225,,,,,0,8.179433552,,,,8.260134782,8.345244063,,,,,,,2.148208618,2.065963745
19.9,8.502678044,6.038928373,23.76441291,102.1842813,8.452833167,8.538620609,8.621356323,0.864257813,2.078857422,19.9,0.99,1,,8.224904173,224,,,,,0,8.175059295,,,,8.260846737,8.343582452,,,,,,,2.148284912,2.065811157
19.91666667,8.501660802,6.055623306,23.75570123,102.1842813,8.454528571,8.538281528,8.621695404,0.864105225,2.078933716,19.91666667,0.991666667,1,,8.223074953,224,,,,,0,8.175942722,,,,8.259695679,8.343109556,,,,,,,2.148208618,2.065887451
19.93333333,8.499626317,6.033363395,23.76441291,102.1877188,8.444356147,8.538620609,8.622034485,0.864181519,2.078933716,19.93333333,0.993333333,1,,8.222108419,225,,,,,0,8.166838249,,,,8.261102711,8.344516587,,,,,,,2.148208618,2.065887451
19.95,8.500304478,6.057478299,23.76441291,102.1842813,8.44130442,8.538620609,8.620678162,0.8644104,2.079086304,19.95,0.995,1,,8.221677362,224,,,,,0,8.162677303,,,,8.259993492,8.342051045,,,,,,,2.148208618,2.065811157
19.96666667,8.500643559,6.044493351,23.76876869,102.186,8.4416435,8.533534397,8.620339081,0.86479187,2.07901001,19.96666667,0.996666667,1,,8.222635691,224,,,,,0,8.163635633,,,,8.255526529,8.342331213,,,,,,,2.148208618,2.065887451
19.98333333,8.50098264,6.089013173,23.76005709,102.1825625,8.435540046,8.533195316,8.62,0.864868164,2.07901001,19.98333333,0.998333333,1,,8.220882861,225,,,,,0,8.155440267,,,,8.253095537,8.339900221,,,,,,,2.148208618,2.065887451
20,8.501660802,6.051913321,23.76005709,102.192875,8.435200965,8.533873477,8.62,0.864639282,2.079086304,20,0,0,1,8.223267647,224,-0.025900834,153.8509532,,,0,8.156807811,-0.053660249,318.7418762,,8.255480323,8.341606846,-0.035937625,0.011533686,213.4694954,68.51009775,,,2.148208618,2.065887451
20.01666667,8.508103337,6.076955721,23.73827744,102.1842813,8.441982581,8.526074619,8.62,0.864639282,2.079086304,20.01666667,0.001666667,0,,8.228447591,224,,,,,0,8.162326835,,,,8.246418873,8.340344254,,,,,,,2.148284912,2.065963745
20.03333333,8.509798741,6.056550803,23.73827744,102.186,8.441982581,8.527091861,8.619660919,0.864639282,2.079086304,20.03333333,0.003333333,0,,8.23108201,225,,,,,0,8.16326585,,,,8.24837513,8.340944188,,,,,,,2.148208618,2.065811157
20.05,8.510476902,6.070463247,23.74553742,102.186,8.442660743,8.5264137,8.619660919,0.864486694,2.07901001,20.05,0.005,0,,8.231156788,224,,,,,0,8.163340628,,,,8.247093585,8.340340805,,,,,,,2.148208618,2.066040039
20.06666667,8.503356206,6.089940669,23.73972944,102.1842813,8.436557288,8.526752781,8.618982758,0.864562988,2.07901001,20.06666667,0.006666667,0,,8.2231103,224,,,,,0,8.156311383,,,,8.246506875,8.338736852,,,,,,,2.148208618,2.065811157
20.08333333,8.50539069,6.080665706,23.74989336,102.1963125,8.43723545,8.533195316,8.619321838,0.8644104,2.079086304,20.08333333,0.008333333,0,,8.22562327,225,,,,,0,8.15746803,,,,8.253427896,8.339554418,,,,,,,2.148208618,2.065811157
20.1,8.503356206,6.089013173,23.74698941,102.1877188,8.435879127,8.533195316,8.619660919,0.8644104,2.078933716,20.1,0.01,0,,8.223189945,224,,,,,0,8.155712866,,,,8.253029055,8.339494658,,,,,,,2.148208618,2.065887451
20.11666667,8.504034367,6.067680758,23.74698941,102.1877188,8.4328274,8.533195316,8.617626434,0.864562988,2.079162598,20.11666667,0.011666667,0,,8.224849648,224,,,,,0,8.153642681,,,,8.254010597,8.338441715,,,,,,,2.148284912,2.065734863
20.13333333,8.507425175,6.065825766,23.74989336,102.1894375,8.433505561,8.534212558,8.616948273,0.864562988,2.079162598,20.13333333,0.013333333,0,,8.228340531,225,,,,,0,8.154420917,,,,8.255127914,8.337863629,,,,,,,2.148208618,2.065887451
20.15,8.515563114,6.081593203,23.74408543,102.186,8.43316648,8.533873477,8.612540222,0.8644104,2.079162598,20.15,0.015,0,,8.235723495,224,,,,,0,8.153326861,,,,8.254033858,8.332700602,,,,,,,2.148284912,2.066040039
20.16666667,8.516919437,6.083448195,23.75424927,102.192875,8.4328274,8.533534397,8.610844818,0.864715576,2.079086304,20.16666667,0.016666667,0,,8.23704614,224,,,,,0,8.152954102,,,,8.253661099,8.33097152,,,,,,,2.148208618,2.065734863
20.18333333,8.515224033,6.070463247,23.74698941,102.1877188,8.4328274,8.533195316,8.607114929,0.864562988,2.07901001,20.18333333,0.018333333,0,,8.235911287,225,,,,,0,8.153514654,,,,8.25388257,8.327802183,,,,,,,2.148284912,2.065887451
20.2,8.507425175,6.077883218,23.74263344,102.1911563,8.436557288,8.533534397,8.606097687,0.8644104,2.079086304,20.2,0.02,0,,8.227748888,224,,,,,0,8.156881002,,,,8.25385811,8.3264214,,,,,,,2.148284912,2.065963745
20.21666667,8.507425175,6.045420847,23.75279731,102.186,8.435879127,8.533195316,8.607114929,0.8644104,2.07901001,20.21666667,0.021666667,0,,8.229294018,224,,,,,0,8.15774797,,,,8.255064159,8.328983772,,,,,,,2.148208618,2.065887451
20.23333333,8.504712529,6.060260788,23.74989336,102.186,8.435879127,8.533873477,8.608132172,0.864257813,2.079086304,20.23333333,0.023333333,0,,8.225883926,225,,,,,0,8.157050524,,,,8.255044874,8.329303568,,,,,,,2.148284912,2.066040039
20.25,8.504034367,6.059333292,23.75424927,102.1894375,8.435879127,8.533534397,8.610844818,0.864105225,2.079086304,20.25,0.025,0,,8.225270493,224,,,,,0,8.157115252,,,,8.254770522,8.332080944,,,,,,,2.148208618,2.065811157
20.26666667,8.504712529,6.081593203,23.75279731,102.1842813,8.435540046,8.534551639,8.61152298,0.863876343,2.079086304,20.26666667,0.026666667,0,,8.224917193,224,,,,,0,8.155744711,,,,8.254756304,8.331727644,,,,,,,2.148208618,2.065963745
20.28333333,8.508103337,6.061188284,23.75424927,102.1877188,8.435879127,8.534212558,8.608471252,0.864257813,2.079086304,20.28333333,0.028333333,0,,8.229254122,225,,,,,0,8.157029912,,,,8.255363343,8.329622038,,,,,,,2.148284912,2.065734863
20.3,8.509120579,6.05469581,23.76296097,102.1877188,8.436896369,8.533195316,8.608132172,0.864334106,2.079086304,20.3,0.03,0,,8.23061411,224,,,,,0,8.1583899,,,,8.254688847,8.329625702,,,,,,,2.148208618,2.065963745
20.31666667,8.507764256,6.064898269,23.75860514,102.1894375,8.436218208,8.533195316,8.606097687,0.864257813,2.07901001,20.31666667,0.031666667,0,,8.228766429,224,,,,,0,8.15722038,,,,8.254197489,8.32709986,,,,,,,2.148208618,2.065811157
20.33333333,8.51386771,6.091795662,23.74844139,102.1825625,8.43316648,8.532856235,8.606436768,0.864257813,2.078933716,20.33333333,0.033333333,0,,8.233580816,225,,,,,0,8.152879586,,,,8.25256934,8.326149873,,,,,,,2.148208618,2.065734863
20.35,8.51386771,6.065825766,23.73827744,102.1877188,8.436896369,8.533534397,8.604741364,0.864334106,2.07901001,20.35,0.035,0,,8.234724154,224,,,,,0,8.157752813,,,,8.25439084,8.325597807,,,,,,,2.148208618,2.065811157
20.36666667,8.51386771,6.055623306,23.74263344,102.1894375,8.436218208,8.527430942,8.604063202,0.864257813,2.07901001,20.36666667,0.036666667,0,,8.235215722,224,,,,,0,8.15756622,,,,8.248778954,8.325411214,,,,,,,2.148284912,2.065811157
20.38333333,8.515563114,6.068608255,23.7339214,102.1877188,8.435879127,8.533195316,8.602706879,0.864639282,2.079086304,20.38333333,0.038333333,0,,8.236269395,225,,,,,0,8.156585408,,,,8.253901597,8.32341316,,,,,,,2.148284912,2.065963745
20.4,8.514545872,6.058405795,23.73972944,102.186,8.4328274,8.525735538,8.602706879,0.864562988,2.079086304,20.4,0.04,0,,8.235751134,224,,,,,0,8.154032661,,,,8.2469408,8.32391214,,,,,,,2.148208618,2.065887451
20.41666667,8.515902195,6.058405795,23.72811329,102.1877188,8.4328274,8.526074619,8.601350555,0.864486694,2.079086304,20.41666667,0.041666667,0,,8.237048572,224,,,,,0,8.153973776,,,,8.247220996,8.322496932,,,,,,,2.148284912,2.065811157
20.43333333,8.514206791,6.09736064,23.71940101,102.1842813,8.4328274,8.525735538,8.602367798,0.864715576,2.07901001,20.43333333,0.043333333,0,,8.23351569,225,,,,,0,8.152136298,,,,8.245044437,8.321676697,,,,,,,2.148208618,2.065887451
20.45,8.514545872,6.058405795,23.71940101,102.1842813,8.433844642,8.5264137,8.603724121,0.864868164,2.078933716,20.45,0.045,0,,8.235648051,224,,,,,0,8.154946821,,,,8.247515879,8.3248263,,,,,,,2.148208618,2.065811157
20.46666667,8.507764256,6.066753262,23.72230512,102.1894375,8.43316648,8.527430942,8.603724121,0.86517334,2.07901001,20.46666667,0.046666667,0,,8.228496917,224,,,,,0,8.153899141,,,,8.248163603,8.324456782,,,,,,,2.148208618,2.065963745
20.48333333,8.503356206,6.027798418,23.72520922,102.1894375,8.435879127,8.526074619,8.60338504,0.86517334,2.079086304,20.48333333,0.048333333,0,,8.22589671,225,,,,,0,8.158419631,,,,8.248615124,8.325925545,,,,,,,2.148208618,2.065887451
20.5,8.503017125,6.045420847,23.72956533,102.1877188,8.44130442,8.520649326,8.603724121,0.865020752,2.079086304,20.5,0.05,0,,8.224768515,224,,,,,0,8.163055809,,,,8.242400716,8.325475511,,,,,,,2.148208618,2.065734863
20.51666667,8.503356206,6.035218388,23.72666126,102.186,8.449103278,8.520649326,8.604063202,0.865325928,2.079162598,20.51666667,0.051666667,0,,8.225562506,224,,,,,0,8.171309578,,,,8.242855627,8.326269502,,,,,,,2.148284912,2.065811157
20.53333333,8.497252751,6.025015929,23.72811329,102.1894375,8.452494086,8.519971165,8.604063202,0.865020752,2.079086304,20.53333333,0.053333333,0,,8.219935982,225,,,,,0,8.175177317,,,,8.242654395,8.326746433,,,,,,,2.148208618,2.065811157
20.55,8.498948155,6.046348344,23.72956533,102.186,8.458936621,8.524718296,8.605419525,0.864944458,2.079086304,20.55,0.055,0,,8.220656856,224,,,,,0,8.180645322,,,,8.246426996,8.327128226,,,,,,,2.148284912,2.065811157
20.56666667,8.491488378,6.00461101,23.72375717,102.1911563,8.459275702,8.526752781,8.605080444,0.865020752,2.079086304,20.56666667,0.056666667,0,,8.215088898,224,,,,,0,8.182876222,,,,8.250353301,8.328680965,,,,,,,2.148208618,2.065887451
20.58333333,8.493183782,6.042638358,23.71940101,102.1894375,8.458936621,8.526074619,8.604402283,0.865020752,2.079086304,20.58333333,0.058333333,0,,8.215011812,225,,,,,0,8.180764652,,,,8.24790265,8.326230314,,,,,,,2.148284912,2.065887451
20.6,8.492166539,6.028725914,23.72956533,102.192875,8.453850409,8.526074619,8.603724121,0.865097046,2.079086304,20.6,0.06,0,,8.214686336,224,,,,,0,8.176370206,,,,8.248594416,8.326243918,,,,,,,2.148208618,2.065734863
20.61666667,8.49250562,6.026870921,23.7339214,102.1894375,8.448764197,8.525396457,8.603045959,0.865402222,2.07901001,20.61666667,0.061666667,0,,8.215132766,224,,,,,0,8.171391343,,,,8.248023603,8.325673105,,,,,,,2.148208618,2.065811157
20.63333333,8.491827458,6.032435899,23.72375717,102.1894375,8.44130442,8.525396457,8.602028717,0.864944458,2.07901001,20.63333333,0.063333333,0,,8.214147166,225,,,,,0,8.163624127,,,,8.247716165,8.324348424,,,,,,,2.148284912,2.065887451
