Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure 3 (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: FlowV2 (V),Latest: Potential (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
19.61666667,9.026759136,3.364956558,24.01699159,911.0482483,8.598839169,8.493385041,9.084402872,2.157897949,2.106933594,2.089233398,2.071456909,19.61666667,0.961666667,1,,8.872683539,224,,,,,0,8.444763572,,,,8.339309444,8.930327274,,,,,,
19.63333333,9.026080974,3.355681595,24.03150425,910.9631195,8.603247219,8.493724122,9.078977579,2.157974243,2.106933594,2.089080811,2.071380615,19.63333333,0.963333333,1,,8.872469951,225,,,,,0,8.449636196,,,,8.340113098,8.925366555,,,,,,
19.65,9.027098217,3.324146721,24.01844287,910.9631195,8.602229977,8.490333314,9.078299417,2.157897949,2.107009888,2.089309692,2.071533203,19.65,0.965,1,,8.874895185,224,,,,,0,8.450026946,,,,8.338130282,8.926096386,,,,,,
19.66666667,9.026080974,3.323219224,24.02715048,911.0312225,8.607316189,8.493385041,9.078638498,2.157821655,2.106933594,2.089157104,2.071380615,19.66666667,0.966666667,1,,8.873944115,224,,,,,0,8.45517933,,,,8.341248181,8.926501639,,,,,,
19.68333333,9.03286259,3.294466839,24.01699159,911.065274,8.607316189,8.49304596,9.078638498,2.157974243,2.1068573,2.089233398,2.071380615,19.68333333,0.968333333,1,,8.882014597,225,,,,,0,8.456468195,,,,8.342197966,8.927790504,,,,,,
19.7,9.025741894,3.327856706,24.03150425,910.9801453,8.608672512,8.49304596,9.078299417,2.157821655,2.107009888,2.089080811,2.071456909,19.7,0.97,1,,8.873404593,224,,,,,0,8.456335212,,,,8.34070866,8.925962117,,,,,,
19.71666667,9.025063732,3.313944261,24.02569922,910.9801453,8.6035863,8.493385041,9.078638498,2.157897949,2.106933594,2.089080811,2.071456909,19.71666667,0.971666667,1,,8.873347541,224,,,,,0,8.45187011,,,,8.34166885,8.926922307,,,,,,
19.73333333,9.026420055,3.453068705,24.01699159,910.997171,8.603247219,8.493385041,9.078638498,2.157821655,2.1068573,2.089157104,2.071533203,19.73333333,0.973333333,1,,8.868309954,225,,,,,0,8.445137118,,,,8.335274939,8.920528396,,,,,,
19.75,9.025402813,3.347334128,24.02715048,910.9631195,8.602908139,8.49304596,9.078299417,2.157821655,2.1068573,2.089233398,2.071304321,19.75,0.975,1,,8.872161974,224,,,,,0,8.4496673,,,,8.339805121,8.925058578,,,,,,
19.76666667,9.027098217,3.347334128,24.03005299,911.0312225,8.59917825,8.493385041,9.078299417,2.157897949,2.107009888,2.089080811,2.071456909,19.76666667,0.976666667,1,,8.873865333,224,,,,,0,8.445945366,,,,8.340152157,8.925066534,,,,,,
19.78333333,9.025741894,3.308379284,24.0155403,911.0482483,8.598161007,8.49304596,9.078299417,2.157821655,2.106933594,2.089157104,2.071380615,19.78333333,0.978333333,1,,8.874252938,225,,,,,0,8.446672052,,,,8.341557004,8.926810461,,,,,,
19.8,9.026080974,3.323219224,24.03150425,911.0141968,8.592396634,8.493385041,9.078299417,2.157821655,2.107009888,2.089233398,2.071609497,19.8,0.98,1,,8.873955961,224,,,,,0,8.440271621,,,,8.341260028,8.926174404,,,,,,
19.81666667,9.01997752,3.33434918,24.02279669,911.065274,8.593074795,8.493724122,9.073552286,2.157974243,2.106933594,2.089080811,2.071380615,19.81666667,0.981666667,1,,8.867319242,224,,,,,0,8.440416517,,,,8.341065843,8.920894008,,,,,,
19.83333333,9.01997752,3.297249328,24.02715048,911.0141968,8.585615018,8.493724122,9.072874124,2.157821655,2.106933594,2.089157104,2.071380615,19.83333333,0.983333333,1,,8.869029561,225,,,,,0,8.434667059,,,,8.342776163,8.921926166,,,,,,
19.85,9.020655682,3.523558424,24.02860174,911.0312225,8.592396634,8.493385041,9.073552286,2.157745361,2.1068573,2.089157104,2.071456909,19.85,0.985,1,,8.859351488,224,,,,,0,8.43109244,,,,8.332080847,8.912248092,,,,,,
19.86666667,9.025063732,3.262004469,24.04021167,911.0822998,8.592735715,8.493385041,9.073891367,2.157669067,2.107009888,2.089233398,2.071380615,19.86666667,0.986666667,1,,8.875764155,224,,,,,0,8.443436138,,,,8.344085464,8.92459179,,,,,,
19.88333333,9.020655682,3.562513268,24.01844287,910.9801453,8.592057553,8.493385041,9.073552286,2.157745361,2.106933594,2.089233398,2.071304321,19.88333333,0.988333333,1,,8.857538538,225,,,,,0,8.428940409,,,,8.330267897,8.910435142,,,,,,
19.9,9.020994762,3.584773179,24.02860174,910.9631195,8.598500088,8.493385041,9.073213205,2.157821655,2.106933594,2.089004517,2.071456909,19.9,0.99,1,,8.856888232,224,,,,,0,8.434393558,,,,8.329278511,8.909106675,,,,,,
19.91666667,9.020316601,3.573643224,24.03150425,910.9460938,8.598839169,8.493724122,9.078299417,2.157897949,2.106933594,2.089080811,2.071380615,19.91666667,0.991666667,1,,8.856728079,224,,,,,0,8.435250647,,,,8.330135599,8.914710895,,,,,,
19.93333333,9.020316601,3.538398365,24.03005299,910.997171,8.598839169,8.493385041,9.073891367,2.157821655,2.106933594,2.089004517,2.071380615,19.93333333,0.993333333,1,,8.858337257,225,,,,,0,8.436859826,,,,8.331405697,8.911912023,,,,,,
19.95,9.020316601,3.568078246,24.03150425,910.9631195,8.601212735,8.493385041,9.078299417,2.157745361,2.106781006,2.089157104,2.071685791,19.95,0.995,1,,8.856982823,224,,,,,0,8.437878957,,,,8.330051263,8.91496564,,,,,,
19.96666667,9.020655682,3.486458572,24.02860174,910.997171,8.602908139,8.492367799,9.078638498,2.157821655,2.1068573,2.089080811,2.071380615,19.96666667,0.996666667,1,,8.861049874,224,,,,,0,8.443302331,,,,8.332761991,8.91903269,,,,,,
19.98333333,9.020994762,3.563440764,24.03440674,910.9631195,8.606298947,8.492706879,9.078638498,2.157897949,2.106933594,2.089080811,2.071380615,19.98333333,0.998333333,1,,8.857881738,225,,,,,0,8.443185922,,,,8.329593855,8.915525474,,,,,,
20,9.021333843,3.556020794,24.03005299,910.997171,8.609011593,8.49304596,9.078299417,2.157897949,2.106933594,2.089080811,2.071533203,20,0,0,1,8.858547787,224,0.000331992,1.972030144,,,0,8.446225537,-0.01088028,64.62886386,,8.330259904,8.915513361,-0.002561498,-0.026161521,15.21529732,155.3994371,,
20.01666667,9.023707409,3.43451878,24.02134542,910.9801453,8.60765527,8.49304596,9.078638498,2.157821655,2.1068573,2.089080811,2.071456909,20.01666667,0.001666667,0,,8.866458929,224,,,,,0,8.45040679,,,,8.33579748,8.921390018,,,,,,
20.03333333,9.018960278,3.590338157,24.02424796,910.9801453,8.614775967,8.491689637,9.078977579,2.157897949,2.106933594,2.089233398,2.071304321,20.03333333,0.003333333,0,,8.854586188,225,,,,,0,8.450401877,,,,8.327315547,8.914603489,,,,,,
20.05,9.018621197,3.468836142,24.03150425,911.0141968,8.615115047,8.492706879,9.078299417,2.157821655,2.107009888,2.089157104,2.071380615,20.05,0.005,0,,8.859830365,224,,,,,0,8.456324216,,,,8.333916048,8.919508586,,,,,,
20.06666667,9.018282116,3.906614393,24.01989415,910.9460938,8.615454128,8.492028718,9.078638498,2.157897949,2.106781006,2.089157104,2.071380615,20.06666667,0.006666667,0,,8.839414226,224,,,,,0,8.436586238,,,,8.313160828,8.899770608,,,,,,
20.08333333,9.02404649,3.432663787,24.02279669,910.9460938,8.615115047,8.492706879,9.073552286,2.157897949,2.107009888,2.089233398,2.071380615,20.08333333,0.008333333,0,,8.866887021,225,,,,,0,8.457955579,,,,8.335547411,8.916392818,,,,,,
20.1,9.023707409,3.44193875,24.03005299,911.0312225,8.615454128,8.492706879,9.073552286,2.157745361,2.106781006,2.089004517,2.071380615,20.1,0.01,0,,8.866143754,224,,,,,0,8.457890473,,,,8.335143224,8.915988631,,,,,,
20.11666667,9.02438557,3.418751343,24.0416629,910.9801453,8.618166775,8.49304596,9.074230448,2.157745361,2.106933594,2.089157104,2.071533203,20.11666667,0.011666667,0,,8.867915862,224,,,,,0,8.461697066,,,,8.336576251,8.917760739,,,,,,
20.13333333,9.023707409,3.372376528,24.0416629,910.9801453,8.615115047,8.492706879,9.073213205,2.157821655,2.106933594,2.089080811,2.071380615,20.13333333,0.013333333,0,,8.869360187,225,,,,,0,8.460767825,,,,8.338359657,8.918865983,,,,,,
20.15,9.027776378,3.37423152,24.04021167,910.997171,8.615454128,8.492706879,9.073891367,2.157821655,2.1068573,2.089233398,2.071304321,20.15,0.015,0,,8.873340251,224,,,,,0,8.461018001,,,,8.338270752,8.919455239,,,,,,
20.16666667,9.02438557,3.30188681,24.04456534,910.9631195,8.615115047,8.492706879,9.073552286,2.157974243,2.106933594,2.089233398,2.071533203,20.16666667,0.016666667,0,,8.873272367,224,,,,,0,8.464001844,,,,8.341593676,8.922439082,,,,,,
20.18333333,9.02438557,3.305596795,24.04891898,910.929068,8.614775967,8.492706879,9.071517801,2.157897949,2.106933594,2.089080811,2.071380615,20.18333333,0.018333333,0,,8.873114345,225,,,,,0,8.463504741,,,,8.341435654,8.920246576,,,,,,
20.2,9.02438557,3.307451787,24.05472378,910.9460938,8.609011593,8.49304596,9.068805155,2.157821655,2.107086182,2.089157104,2.071380615,20.2,0.02,0,,8.87304515,224,,,,,0,8.457671173,,,,8.34170554,8.917464734,,,,,,
20.21666667,9.030489025,3.274989417,24.06197971,910.9631195,8.607316189,8.49304596,9.073552286,2.157897949,2.1068573,2.089080811,2.071380615,20.21666667,0.021666667,0,,8.880653413,224,,,,,0,8.457480578,,,,8.343210349,8.923716675,,,,,,
20.23333333,9.030149944,3.281481891,24.07213786,910.9631195,8.614775967,8.493385041,9.073891367,2.157821655,2.1068573,2.089004517,2.071456909,20.23333333,0.023333333,0,,8.880044509,225,,,,,0,8.464670532,,,,8.343279606,8.923785932,,,,,,
20.25,9.031506267,3.377014009,24.07939358,910.9631195,8.619862179,8.493385041,9.073891367,2.157897949,2.107009888,2.089233398,2.071533203,20.25,0.025,0,,8.877050883,224,,,,,0,8.465406794,,,,8.338929657,8.919435983,,,,,,
20.26666667,9.031167186,4.066143756,24.0706867,910.9801453,8.619862179,8.49304596,9.068805155,2.157745361,2.1068573,2.089233398,2.071533203,20.26666667,0.026666667,0,,8.845164002,224,,,,,0,8.433858994,,,,8.307042776,8.882801971,,,,,,
20.28333333,9.02404649,3.521703431,24.05762616,910.9631195,8.620201259,8.49304596,9.069144236,2.157821655,2.106781006,2.089080811,2.071380615,20.28333333,0.028333333,0,,8.862910822,225,,,,,0,8.459065591,,,,8.331910292,8.908008568,,,,,,
20.3,9.027098217,4.034608882,24.04746777,911.0312225,8.619523098,8.49304596,9.068466074,2.157745361,2.107009888,2.089157104,2.071304321,20.3,0.03,0,,8.842461041,224,,,,,0,8.434885922,,,,8.308408785,8.883828898,,,,,,
20.31666667,9.030149944,3.495733535,24.05907735,910.9460938,8.619862179,8.493385041,9.068805155,2.157821655,2.107086182,2.089157104,2.071304321,20.31666667,0.031666667,0,,8.870206674,224,,,,,0,8.459918909,,,,8.333441771,8.908861885,,,,,,
20.33333333,9.02404649,3.500371016,24.05617497,910.9120422,8.619862179,8.493385041,9.068466074,2.157821655,2.1068573,2.089004517,2.071456909,20.33333333,0.033333333,0,,8.863882736,225,,,,,0,8.459698425,,,,8.333221288,8.908302321,,,,,,
20.35,9.024724651,3.468836142,24.05472378,910.9460938,8.620201259,8.493385041,9.068126993,2.157821655,2.106933594,2.089157104,2.071456909,20.35,0.035,0,,8.865999701,224,,,,,0,8.461476309,,,,8.334660091,8.909402043,,,,,,
20.36666667,9.023368328,3.455851194,24.05037019,911.0312225,8.615454128,8.49304596,9.068805155,2.157974243,2.106933594,2.089157104,2.071533203,20.36666667,0.036666667,0,,8.865225238,224,,,,,0,8.457311038,,,,8.33490287,8.910662064,,,,,,
20.38333333,9.023368328,3.382578987,24.04021167,910.9631195,8.608672512,8.49304596,9.069144236,2.157897949,2.106933594,2.089157104,2.071380615,20.38333333,0.038333333,0,,8.868550143,225,,,,,0,8.453854327,,,,8.338227775,8.914326051,,,,,,
20.4,9.024724651,4.247005533,24.04021167,910.9631195,8.602908139,8.493385041,9.068805155,2.157897949,2.106781006,2.089157104,2.071533203,20.4,0.04,0,,8.830342291,224,,,,,0,8.408525778,,,,8.29900268,8.874422794,,,,,,
20.41666667,9.030489025,3.346406632,24.05037019,911.0141968,8.602569058,8.493385041,9.068805155,2.157897949,2.106933594,2.089004517,2.071380615,20.41666667,0.041666667,0,,8.877354223,224,,,,,0,8.449434256,,,,8.340250239,8.915670353,,,,,,
20.43333333,9.030489025,3.464198661,24.04311412,910.997171,8.598161007,8.49304596,9.073891367,2.157897949,2.106781006,2.089157104,2.071380615,20.43333333,0.043333333,0,,8.871943391,225,,,,,0,8.439615374,,,,8.334500327,8.915345734,,,,,,
20.45,9.030489025,3.302814306,24.04601656,910.929068,8.598500088,8.493385041,9.073552286,2.157897949,2.106933594,2.089233398,2.071304321,20.45,0.045,0,,8.879337293,224,,,,,0,8.447348357,,,,8.342233309,8.922400555,,,,,,
20.46666667,9.030489025,4.500212021,24.03876044,910.997171,8.598839169,8.493385041,9.073213205,2.157745361,2.106781006,2.089309692,2.071380615,20.46666667,0.046666667,0,,8.824512244,224,,,,,0,8.392862388,,,,8.28740826,8.867236424,,,,,,
20.48333333,9.030489025,3.323219224,24.03876044,910.9631195,8.59917825,8.49304596,9.073552286,2.157821655,2.107009888,2.089233398,2.071456909,20.48333333,0.048333333,0,,8.878383747,225,,,,,0,8.447072972,,,,8.340940683,8.921447008,,,,,,
20.5,9.030828106,3.338986661,24.04746777,910.9801453,8.591718472,8.49304596,9.073552286,2.157974243,2.1068573,2.089157104,2.071456909,20.5,0.05,0,,8.878024926,224,,,,,0,8.438915292,,,,8.34024278,8.920749106,,,,,,
20.51666667,9.030489025,3.314871758,24.05182139,910.997171,8.598500088,8.49304596,9.073213205,2.157745361,2.1068573,2.089157104,2.071380615,20.51666667,0.051666667,0,,8.878801222,224,,,,,0,8.446812286,,,,8.341358157,8.921525403,,,,,,
20.53333333,9.030149944,3.213774662,24.04311412,910.9631195,8.598839169,8.49304596,9.073213205,2.157745361,2.106933594,2.089157104,2.071380615,20.53333333,0.053333333,0,,8.883065441,225,,,,,0,8.451754666,,,,8.345961457,8.926128702,,,,,,
20.55,9.032184429,3.652480409,24.04456534,910.9631195,8.598839169,8.493385041,9.073552286,2.157897949,2.106781006,2.089309692,2.071380615,20.55,0.055,0,,8.865026059,224,,,,,0,8.431680799,,,,8.326226671,8.906393916,,,,,,
20.56666667,9.028115459,3.550455816,24.04601656,910.9801453,8.598839169,8.492706879,9.068805155,2.157897949,2.1068573,2.089004517,2.071304321,20.56666667,0.056666667,0,,8.865630531,224,,,,,0,8.436354241,,,,8.330221951,8.906320227,,,,,,
20.58333333,9.02438557,3.69978272,24.04601656,911.0482483,8.598500088,8.492706879,9.068805155,2.157669067,2.106781006,2.089080811,2.071380615,20.58333333,0.058333333,0,,8.855066768,225,,,,,0,8.429181285,,,,8.323388076,8.899486352,,,,,,
20.6,9.023707409,3.559730779,24.03295549,910.929068,8.592396634,8.49304596,9.068466074,2.157897949,2.107009888,2.089157104,2.071380615,20.6,0.06,0,,8.860759977,224,,,,,0,8.429449202,,,,8.330098528,8.905518642,,,,,,
20.61666667,9.023707409,3.919599341,24.04601656,911.0482483,8.592396634,8.49304596,9.073213205,2.157821655,2.107009888,2.089157104,2.071380615,20.61666667,0.061666667,0,,8.844328802,224,,,,,0,8.413018028,,,,8.313667354,8.893834599,,,,,,
20.63333333,9.023707409,3.443793743,24.05037019,910.9801453,8.585954099,8.49304596,9.074230448,2.157897949,2.1068573,2.089157104,2.071456909,20.63333333,0.063333333,0,,8.866116079,225,,,,,0,8.428362769,,,,8.33545463,8.916639118,,,,,,
20.65,9.02404649,3.44935872,24.03730921,910.997171,8.592057553,8.49304596,9.073213205,2.157669067,2.1068573,2.089080811,2.071304321,20.65,0.065,0,,8.866163653,224,,,,,0,8.434174717,,,,8.335163124,8.915330369,,,,,,
20.66666667,9.018621197,3.443793743,24.0416629,911.0312225,8.592057553,8.492367799,9.073213205,2.157745361,2.1068573,2.089157104,2.071380615,20.66666667,0.066666667,0,,8.861005345,224,,,,,0,8.434441702,,,,8.334751947,8.915597354,,,,,,
20.68333333,9.018282116,3.397418928,24.05182139,910.9801453,8.592735715,8.49304596,9.073552286,2.157897949,2.107009888,2.089157104,2.071456909,20.68333333,0.068333333,0,,8.862816973,225,,,,,0,8.437270572,,,,8.337580817,8.918087143,,,,,,
20.7,9.018960278,3.427098809,24.04311412,911.0141968,8.592396634,8.493385041,9.073891367,2.157974243,2.1068573,2.089233398,2.071533203,20.7,0.07,0,,8.86211259,224,,,,,0,8.435548946,,,,8.336537353,8.917043679,,,,,,
20.71666667,9.018960278,3.418751343,24.04746777,911.0141968,8.585615018,8.49304596,9.073552286,2.157974243,2.106781006,2.089080811,2.071380615,20.71666667,0.071666667,0,,8.8625068,224,,,,,0,8.42916154,,,,8.336592482,8.917098808,,,,,,
20.73333333,9.023707409,3.427098809,24.03440674,911.0141968,8.58629318,8.493385041,9.073213205,2.157821655,2.1068573,2.089233398,2.071533203,20.73333333,0.073333333,0,,8.866835305,225,,,,,0,8.429421075,,,,8.336512937,8.916341101,,,,,,
20.75,9.02404649,3.329711698,24.03585798,910.997171,8.585615018,8.492706879,9.073213205,2.157974243,2.106933594,2.089233398,2.071380615,20.75,0.075,0,,8.87163614,224,,,,,0,8.433204669,,,,8.34029653,8.920802856,,,,,,
20.76666667,9.023707409,3.326929209,24.03730921,910.997171,8.585275937,8.492367799,9.078638498,2.157821655,2.106933594,2.089233398,2.071380615,20.76666667,0.076666667,0,,8.871428373,224,,,,,0,8.432996901,,,,8.340088763,8.926359462,,,,,,
20.78333333,9.031167186,3.293539343,24.03585798,910.9801453,8.580867887,8.492706879,9.078638498,2.157897949,2.106933594,2.089233398,2.071380615,20.78333333,0.078333333,0,,8.880412548,225,,,,,0,8.430113249,,,,8.341952241,8.92788386,,,,,,
20.8,9.030149944,3.300959313,24.03876044,911.0822998,8.577137998,8.49304596,9.078977579,2.157897949,2.1068573,2.089080811,2.071456909,20.8,0.08,0,,8.879063513,224,,,,,0,8.426051567,,,,8.341959529,8.927891148,,,,,,
20.81666667,9.031506267,3.536543372,24.05327259,910.997171,8.576798917,8.492706879,9.07931666,2.157897949,2.106933594,2.089080811,2.071380615,20.81666667,0.081666667,0,,8.869679015,224,,,,,0,8.414971665,,,,8.330879627,8.917489408,,,,,,
20.83333333,9.030828106,3.438228765,24.04891898,911.0312225,8.571712705,8.492706879,9.078638498,2.157897949,2.106933594,2.089233398,2.071380615,20.83333333,0.083333333,0,,8.873487355,225,,,,,0,8.414371955,,,,8.335366129,8.921297748,,,,,,
20.85,9.030828106,3.505935994,24.05037019,910.9120422,8.571034544,8.492706879,9.078299417,2.157821655,2.1068573,2.089080811,2.071304321,20.85,0.085,0,,8.870393086,224,,,,,0,8.410599524,,,,8.33227186,8.917864398,,,,,,
20.86666667,9.031167186,3.397418928,24.03440674,910.997171,8.576459836,8.492706879,9.078638498,2.157821655,2.1068573,2.089233398,2.071533203,20.86666667,0.086666667,0,,8.87565365,224,,,,,0,8.4209463,,,,8.337193343,8.923124961,,,,,,
20.88333333,9.030149944,3.451213713,24.03440674,910.929068,8.576798917,8.492367799,9.07931666,2.157821655,2.1068573,2.089157104,2.071380615,20.88333333,0.088333333,0,,8.872174004,225,,,,,0,8.418822977,,,,8.334391858,8.921340719,,,,,,
20.9,9.030828106,3.367739046,24.04601656,910.997171,8.577137998,8.49304596,9.073213205,2.157821655,2.106933594,2.089309692,2.071380615,20.9,0.09,0,,8.876705124,224,,,,,0,8.423015017,,,,8.338922979,8.919090224,,,,,,
20.91666667,9.030149944,3.335276676,24.04311412,911.0141968,8.57781616,8.49304596,9.074230448,2.157974243,2.107009888,2.089157104,2.071304321,20.91666667,0.091666667,0,,8.87750467,224,,,,,0,8.425170886,,,,8.340400686,8.921585174,,,,,,
20.93333333,9.030489025,3.347334128,24.04746777,910.9631195,8.576798917,8.49304596,9.073552286,2.157821655,2.107009888,2.089080811,2.071533203,20.93333333,0.093333333,0,,8.877303837,225,,,,,0,8.423613729,,,,8.339860772,8.920367098,,,,,,
20.95,9.030489025,3.307451787,24.04456534,910.929068,8.581206968,8.49304596,9.068805155,2.157897949,2.106933594,2.089080811,2.071533203,20.95,0.095,0,,8.879121136,224,,,,,0,8.429839079,,,,8.341678071,8.917437266,,,,,,
20.96666667,9.030489025,3.308379284,24.02860174,911.0312225,8.581206968,8.49304596,9.068805155,2.157897949,2.106933594,2.089080811,2.071380615,20.96666667,0.096666667,0,,8.879035469,224,,,,,0,8.429753412,,,,8.341592404,8.917351599,,,,,,
20.98333333,9.031167186,3.26664195,24.02569922,910.929068,8.581206968,8.49304596,9.062701701,2.157897949,2.106933594,2.089080811,2.071380615,20.98333333,0.098333333,0,,8.88161655,225,,,,,0,8.431656331,,,,8.343495324,8.913151064,,,,,,
21,9.023707409,3.326001713,24.04311412,910.9460938,8.581206968,8.492706879,9.062023539,2.157974243,2.106933594,2.089157104,2.071380615,21,0.1,0,,8.871486621,224,,,,,0,8.42898618,,,,8.340486092,8.909802752,,,,,,
21.01666667,9.031167186,3.255511995,24.03730921,910.9801453,8.580867887,8.492367799,9.062023539,2.157897949,2.106933594,2.089080811,2.071380615,21.01666667,0.101666667,0,,8.882157034,224,,,,,0,8.431857734,,,,8.343357646,8.913013387,,,,,,
21.03333333,9.029810863,3.560658276,24.03005299,910.9631195,8.581206968,8.491689637,9.06236262,2.157897949,2.106933594,2.089233398,2.071380615,21.03333333,0.103333333,0,,8.866812515,225,,,,,0,8.418208619,,,,8.328691288,8.899364271,,,,,,
21.05,9.030828106,3.583845683,24.02134542,910.860965,8.580867887,8.49304596,9.062701701,2.157974243,2.106933594,2.089157104,2.071380615,21.05,0.105,0,,8.866742735,224,,,,,0,8.416782517,,,,8.32896059,8.89861633,,,,,,
21.06666667,9.037609721,3.517993446,24.03150425,910.9460938,8.581546048,8.492706879,9.056598246,2.157821655,2.107009888,2.089233398,2.071380615,21.06666667,0.106666667,0,,8.876568646,224,,,,,0,8.420504973,,,,8.331665804,8.89555717,,,,,,
21.08333333,9.036592479,3.560658276,24.01844287,911.0141968,8.585275937,8.49304596,9.056598246,2.157897949,2.1068573,2.089233398,2.071533203,21.08333333,0.108333333,0,,8.87356027,225,,,,,0,8.422243728,,,,8.330013751,8.893566037,,,,,,
21.1,9.037270641,3.575498216,24.01408901,910.9801453,8.580867887,8.49304596,9.056259165,2.157897949,2.106933594,2.089157104,2.071380615,21.1,0.11,0,,8.873546196,224,,,,,0,8.417143442,,,,8.329321515,8.89253472,,,,,,
21.11666667,9.03693156,3.525413416,24.01844287,910.9631195,8.577477079,8.493385041,9.051851115,2.157745361,2.107009888,2.089157104,2.071380615,21.11666667,0.111666667,0,,8.875513111,224,,,,,0,8.41605863,,,,8.331966592,8.890432666,,,,,,
21.13333333,9.037270641,3.558803283,24.02860174,910.9631195,8.571712705,8.491689637,9.051172953,2.157821655,2.107009888,2.089157104,2.071456909,21.13333333,0.113333333,0,,8.87435298,225,,,,,0,8.408795045,,,,8.328771977,8.888255293,,,,,,
21.15,9.030828106,3.54952832,24.02569922,910.9631195,8.577137998,8.491011475,9.051172953,2.157897949,2.1068573,2.089157104,2.071380615,21.15,0.115,0,,8.868326605,224,,,,,0,8.414636497,,,,8.328509975,8.888671453,,,,,,
21.16666667,9.029810863,3.454923698,24.02569922,911.0482483,8.576459836,8.492367799,9.051172953,2.157897949,2.106933594,2.089080811,2.071380615,21.16666667,0.116666667,0,,8.871640471,224,,,,,0,8.418289445,,,,8.334197407,8.893002562,,,,,,
21.18333333,9.031167186,3.43451878,24.01844287,910.9801453,8.576459836,8.49304596,9.056259165,2.157745361,2.107009888,2.089233398,2.071380615,21.18333333,0.118333333,0,,8.873910539,225,,,,,0,8.419203189,,,,8.335789313,8.899002518,,,,,,
21.2,9.031506267,3.415041357,24.02860174,910.9460938,8.581206968,8.491689637,9.056259165,2.157745361,2.106933594,2.089233398,2.071380615,21.2,0.12,0,,8.875169852,224,,,,,0,8.424870552,,,,8.335353222,8.89992275,,,,,,
21.21666667,9.024724651,3.418751343,24.02279669,910.8779907,8.579850644,8.491689637,9.056259165,2.157897949,2.1068573,2.089004517,2.071456909,21.21666667,0.121666667,0,,8.868202144,224,,,,,0,8.423328137,,,,8.335167129,8.899736658,,,,,,
21.23333333,9.02438557,3.398346424,24.02424796,911.0312225,8.585275937,8.492706879,9.062023539,2.157745361,2.106933594,2.089080811,2.071304321,21.23333333,0.123333333,0,,8.868801312,225,,,,,0,8.429691679,,,,8.337122621,8.906439281,,,,,,
21.25,9.023368328,3.430808794,24.01844287,911.0312225,8.58629318,8.493385041,9.062023539,2.157974243,2.107009888,2.089157104,2.071533203,21.25,0.125,0,,8.86628155,224,,,,,0,8.429206401,,,,8.336298263,8.904936761,,,,,,
21.26666667,9.023368328,3.390926454,24.02569922,910.9631195,8.580867887,8.492706879,9.068805155,2.157897949,2.107009888,2.089157104,2.071380615,21.26666667,0.126666667,0,,8.868127804,224,,,,,0,8.425627363,,,,8.337466355,8.913564631,,,,,,
21.28333333,9.024724651,3.398346424,24.03730921,910.9631195,8.585615018,8.492367799,9.069144236,2.157821655,2.107009888,2.089309692,2.071456909,21.28333333,0.128333333,0,,8.869176732,225,,,,,0,8.430067098,,,,8.336819879,8.913596316,,,,,,
21.3,9.030828106,3.655262898,24.04021167,911.0141968,8.584936856,8.493385041,9.073552286,2.157974243,2.1068573,2.089157104,2.071380615,21.3,0.13,0,,8.863529376,224,,,,,0,8.417638127,,,,8.326086311,8.906253556,,,,,,
21.31666667,9.030828106,3.634857979,24.02715048,910.997171,8.583580533,8.49304596,9.073891367,2.157974243,2.106933594,2.089004517,2.071304321,21.31666667,0.131666667,0,,8.864424435,224,,,,,0,8.417176862,,,,8.326642289,8.907487696,,,,,,
21.33333333,9.02404649,3.636712972,24.02569922,910.997171,8.58663226,8.49304596,9.078299417,2.157821655,2.106781006,2.089080811,2.071609497,21.33333333,0.133333333,0,,8.857553575,225,,,,,0,8.420139346,,,,8.326553046,8.911806503,,,,,,
21.35,9.030828106,3.569005742,24.02860174,911.0141968,8.585615018,8.493385041,9.078638498,2.157974243,2.106933594,2.089157104,2.071380615,21.35,0.135,0,,8.867443389,224,,,,,0,8.422230302,,,,8.330000325,8.915253782,,,,,,
21.36666667,9.030489025,3.585700676,24.04021167,910.929068,8.585275937,8.492706879,9.084741952,2.157897949,2.107009888,2.089157104,2.071456909,21.36666667,0.136666667,0,,8.866374107,224,,,,,0,8.42116102,,,,8.328591962,8.920627035,,,,,,
