Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
17.28333333,7.548190431,5.49170556,32.48921953,101.739125,7.511230624,7.28031662,7.248103943,2.089233398,2.084350586,2.035293579,2.100906372,17.28333333,0.728333333,1,,7.324989275,225,,,,,0,7.288029468,,,,7.024902787,7.057115464,,,,,,
17.3,7.547512269,5.540862863,32.19231828,101.7408438,7.512586947,7.279638458,7.243356812,2.089233398,2.084274292,2.035140991,2.100830078,17.3,0.73,1,,7.321585042,224,,,,,0,7.286659719,,,,7.017429584,7.05371123,,,,,,
17.31666667,7.542765138,5.477793115,32.63712382,101.7408438,7.512247867,7.285741913,7.248103943,2.089233398,2.084197998,2.035217285,2.100906372,17.31666667,0.731666667,1,,7.320482647,224,,,,,0,7.289965376,,,,7.025821452,7.063459422,,,,,,
17.33333333,7.542426058,5.532515397,32.36951154,101.7374063,7.518351321,7.286080994,7.247764862,2.089233398,2.084121704,2.035217285,2.100906372,17.33333333,0.733333333,1,,7.317274885,225,,,,,0,7.293200148,,,,7.022613689,7.060929821,,,,,,
17.35,7.538018007,5.5065455,32.52914088,101.7442813,7.513265109,7.286080994,7.247764862,2.089233398,2.08442688,2.035217285,2.100982666,17.35,0.735,1,,7.314309895,224,,,,,0,7.289556997,,,,7.02405675,7.062372882,,,,,,
17.36666667,7.538018007,5.484285589,32.12886734,101.7408438,7.512926028,7.285741913,7.247764862,2.089233398,2.084121704,2.035217285,2.100982666,17.36666667,0.736666667,1,,7.314241763,224,,,,,0,7.289149784,,,,7.023988618,7.061965669,,,,,,
17.38333333,7.538357088,5.463880671,32.3562158,101.7408438,7.505805331,7.279977539,7.247425781,2.089233398,2.084197998,2.035217285,2.100830078,17.38333333,0.738333333,1,,7.315966968,225,,,,,0,7.283415211,,,,7.025035661,7.057587419,,,,,,
17.4,7.537339846,5.503763012,32.08903755,101.739125,7.511230624,7.279638458,7.2470867,2.089233398,2.084274292,2.035217285,2.100906372,17.4,0.74,1,,7.312670274,224,,,,,0,7.286561053,,,,7.022417129,7.054968887,,,,,,
17.41666667,7.537339846,5.456460701,32.2011737,101.739125,7.512926028,7.278960297,7.247764862,2.089233398,2.084121704,2.035293579,2.100906372,17.41666667,0.741666667,1,,7.314875693,224,,,,,0,7.290461875,,,,7.025300709,7.056496144,,,,,,
17.43333333,7.537678926,5.502835515,32.05659017,101.7408438,7.513943271,7.286759155,7.247764862,2.089233398,2.08404541,2.034912109,2.100753784,17.43333333,0.743333333,1,,7.312966716,225,,,,,0,7.28923106,,,,7.023052651,7.062046945,,,,,,
17.45,7.537678926,5.485213086,32.3133809,101.7425625,7.513265109,7.286759155,7.247764862,2.089157104,2.084121704,2.035293579,2.10105896,17.45,0.745,1,,7.314316499,224,,,,,0,7.289902682,,,,7.024402435,7.063396728,,,,,,
17.46666667,7.538018007,5.484285589,32.06986339,101.7425625,7.512926028,7.286420074,7.243356812,2.089233398,2.084197998,2.035293579,2.100906372,17.46666667,0.746666667,1,,7.314096137,224,,,,,0,7.289004158,,,,7.019434942,7.062498204,,,,,,
17.48333333,7.543104219,5.49912553,32.28975236,101.7425625,7.512586947,7.286080994,7.24267865,2.089233398,2.084274292,2.035140991,2.100906372,17.48333333,0.748333333,1,,7.3191176,225,,,,,0,7.288600328,,,,7.018692031,7.062094375,,,,,,
17.5,7.547173189,5.486140582,32.56907167,101.7356875,7.512247867,7.285402832,7.242339569,2.089233398,2.084197998,2.035217285,2.100982666,17.5,0.75,1,,7.32438964,224,,,,,0,7.289464318,,,,7.019556021,7.062619284,,,,,,
17.51666667,7.547512269,5.479648108,32.89331081,101.739125,7.511908786,7.286420074,7.236236115,2.089233398,2.084197998,2.035140991,2.100982666,17.51666667,0.751666667,1,,7.325758277,224,,,,,0,7.290154793,,,,7.014482122,7.064666082,,,,,,
17.53333333,7.547173189,5.463880671,32.53801357,101.739125,7.506144412,7.28438559,7.236914276,2.089157104,2.084274292,2.035140991,2.100830078,17.53333333,0.753333333,1,,7.32521955,225,,,,,0,7.284190773,,,,7.014960637,7.062431951,,,,,,
17.55,7.547512269,5.436055782,32.65784085,101.7442813,7.505805331,7.286420074,7.236236115,2.089233398,2.084350586,2.035293579,2.10105896,17.55,0.755,1,,7.326972251,224,,,,,0,7.285265313,,,,7.015696096,7.065880056,,,,,,
17.56666667,7.547512269,5.456460701,32.47000148,101.7356875,7.495971988,7.286759155,7.236914276,2.089233398,2.084197998,2.035217285,2.100906372,17.56666667,0.756666667,1,,7.325697605,224,,,,,0,7.274157324,,,,7.015099612,7.064944491,,,,,,
17.58333333,7.547512269,5.434200789,32.61788888,101.7356875,7.500719119,7.292184448,7.23013266,2.089233398,2.084274292,2.035293579,2.100982666,17.58333333,0.758333333,1,,7.326953332,225,,,,,0,7.280160182,,,,7.009573722,7.071625511,,,,,,
17.6,7.54785135,5.475010626,32.3178116,101.7408438,7.494954746,7.291506287,7.230471741,2.089233398,2.084197998,2.035217285,2.100982666,17.6,0.76,1,,7.324915131,224,,,,,0,7.272018527,,,,7.007535522,7.068570068,,,,,,
17.61666667,7.547512269,5.44904073,32.3961061,101.7408438,7.494615665,7.292184448,7.22606369,2.089157104,2.084274292,2.035217285,2.100982666,17.61666667,0.761666667,1,,7.325822138,224,,,,,0,7.272925533,,,,7.004373558,7.070494316,,,,,,
17.63333333,7.548190431,5.461098182,32.30451982,101.7425625,7.494954746,7.296253418,7.225724609,2.089233398,2.084274292,2.035217285,2.100906372,17.63333333,0.763333333,1,,7.325788518,225,,,,,0,7.272552833,,,,7.003322696,7.073851505,,,,,,
17.65,7.552937562,5.433273293,32.59865615,101.7408438,7.495293827,7.295914337,7.22606369,2.089233398,2.084350586,2.035217285,2.100906372,17.65,0.765,1,,7.332370851,224,,,,,0,7.274727115,,,,7.005496979,7.075347626,,,,,,
17.66666667,7.55192032,5.436983278,32.3828083,101.7425625,7.494954746,7.296592499,7.22165564,2.089157104,2.084350586,2.035217285,2.100982666,17.66666667,0.766666667,1,,7.330688842,224,,,,,0,7.273723268,,,,7.000424162,7.075361021,,,,,,
17.68333333,7.558701936,5.424925827,32.41531583,101.7408438,7.494954746,7.296592499,7.221316559,2.089233398,2.084274292,2.035217285,2.10105896,17.68333333,0.768333333,1,,7.338038822,225,,,,,0,7.274291632,,,,7.000653445,7.075929385,,,,,,
17.7,7.559041017,5.461098182,32.32076547,101.7425625,7.495293827,7.291845367,7.221316559,2.089233398,2.084350586,2.035293579,2.100830078,17.7,0.77,1,,7.336678447,224,,,,,0,7.272931257,,,,6.998953989,7.069482798,,,,,,
17.71666667,7.559041017,5.431418301,32.33701264,101.7374063,7.500040958,7.291845367,7.221316559,2.089233398,2.084121704,2.035064697,2.100830078,17.71666667,0.771666667,1,,7.337926029,224,,,,,0,7.27892597,,,,7.000201571,7.07073038,,,,,,
17.73333333,7.565144471,5.443475752,32.23512358,101.739125,7.500040958,7.291845367,7.219960236,2.089157104,2.084197998,2.035293579,2.100906372,17.73333333,0.773333333,1,,7.343292213,225,,,,,0,7.278188699,,,,6.998107977,7.069993109,,,,,,
17.75,7.565144471,5.422143338,32.23217116,101.7408438,7.500380039,7.291845367,7.216569427,2.089233398,2.084274292,2.035140991,2.100906372,17.75,0.775,1,,7.344154491,224,,,,,0,7.279390058,,,,6.995579447,7.070855387,,,,,,
17.76666667,7.565822633,5.427708315,32.21298161,101.7374063,7.500380039,7.291845367,7.212839539,2.089233398,2.084274292,2.035217285,2.100830078,17.76666667,0.776666667,1,,7.344559365,224,,,,,0,7.279116771,,,,6.991576271,7.0705821,,,,,,
17.78333333,7.565483552,5.434200789,32.21888587,101.7408438,7.505466251,7.291845367,7.20910965,2.089157104,2.084274292,2.035293579,2.100982666,17.78333333,0.778333333,1,,7.343969939,225,,,,,0,7.283952638,,,,6.987596037,7.070331755,,,,,,
17.8,7.565483552,5.412868375,32.15690101,101.739125,7.505805331,7.291845367,7.208431488,2.089157104,2.084350586,2.035217285,2.100982666,17.8,0.78,1,,7.344689439,224,,,,,0,7.285011219,,,,6.987637375,7.071051255,,,,,,
17.81666667,7.558362855,5.424925827,32.19527004,101.7408438,7.518351321,7.285402832,7.203006195,2.089157104,2.084274292,2.035140991,2.100982666,17.81666667,0.781666667,1,,7.337170089,224,,,,,0,7.297158555,,,,6.981813429,7.064210066,,,,,,
17.83333333,7.559041017,5.397100938,32.27498615,101.7408438,7.518690402,7.286759155,7.198598145,2.089157104,2.08404541,2.035293579,2.100830078,17.83333333,0.783333333,1,,7.339174578,225,,,,,0,7.298823963,,,,6.978731706,7.066892717,,,,,,
17.85,7.558362855,5.412868375,32.21888587,101.7408438,7.518351321,7.286080994,7.191138367,2.089309692,2.084274292,2.035064697,2.10105896,17.85,0.785,1,,7.337718813,224,,,,,0,7.297707278,,,,6.970494324,7.065436951,,,,,,
17.86666667,7.55192032,5.446258241,32.15690101,101.7408438,7.52208121,7.279299377,7.186391235,2.089309692,2.08442688,2.035217285,2.100982666,17.86666667,0.786666667,1,,7.329764215,224,,,,,0,7.299925104,,,,6.96423513,7.057143272,,,,,,
17.88333333,7.552259401,5.432345797,32.16723032,101.7408438,7.52208121,7.275569489,7.186052155,2.089157104,2.084197998,2.035140991,2.100753784,17.88333333,0.788333333,1,,7.330695935,225,,,,,0,7.300517744,,,,6.964488689,7.054006023,,,,,,
17.9,7.552259401,5.453678212,32.29122905,101.7374063,7.521742129,7.275908569,7.185713074,2.089233398,2.084350586,2.035217285,2.100906372,17.9,0.79,1,,7.330127488,224,,,,,0,7.299610216,,,,6.963581161,7.053776656,,,,,,
17.91666667,7.54785135,5.459243189,32.15099882,101.7408438,7.521742129,7.275569489,7.180626862,2.089157104,2.084274292,2.035140991,2.100906372,17.91666667,0.791666667,1,,7.325151136,224,,,,,0,7.299041914,,,,6.957926647,7.052869274,,,,,,
17.93333333,7.548190431,5.432345797,32.65932074,101.7356875,7.521742129,7.275230408,7.180626862,2.089309692,2.084350586,2.035140991,2.100753784,17.93333333,0.793333333,1,,7.327804408,225,,,,,0,7.301356106,,,,6.960240839,7.054844385,,,,,,
17.95,7.54785135,5.456460701,32.23807606,101.7425625,7.521742129,7.275569489,7.180626862,2.089309692,2.084274292,2.035140991,2.10105896,17.95,0.795,1,,7.325477064,224,,,,,0,7.299367842,,,,6.958252575,7.053195202,,,,,,
17.96666667,7.547512269,5.461098182,32.55576035,101.7425625,7.521742129,7.270144196,7.181305023,2.089233398,2.084121704,2.035140991,2.100982666,17.96666667,0.796666667,1,,7.32571396,224,,,,,0,7.299943819,,,,6.959506713,7.048345886,,,,,,
17.98333333,7.547512269,5.559412789,31.89738678,101.7408438,7.518351321,7.275569489,7.177236053,2.089233398,2.084197998,2.035293579,2.100982666,17.98333333,0.798333333,1,,7.320087978,225,,,,,0,7.290927029,,,,6.949811762,7.048145197,,,,,,
18,7.546155946,5.475938123,32.09788785,101.7408438,7.519368563,7.275569489,7.17147168,2.089233398,2.084121704,2.035140991,2.100982666,18,0.8,1,,7.322644036,224,,,,,0,7.295856653,,,,6.947959769,7.052057578,,,,,,
18.01666667,7.54785135,5.54179036,31.84434949,101.7442813,7.521742129,7.271161438,7.17147168,2.089233398,2.084197998,2.035140991,2.100982666,18.01666667,0.801666667,1,,7.321013565,224,,,,,0,7.294904343,,,,6.944633894,7.044323652,,,,,,
18.03333333,7.542765138,5.479648108,31.94749147,101.739125,7.528184664,7.270483276,7.163672821,2.089233398,2.084197998,2.035140991,2.100830078,18.03333333,0.803333333,1,,7.318728943,225,,,,,0,7.304148469,,,,6.939636626,7.046447081,,,,,,
18.05,7.542765138,5.478720612,31.80163595,101.7408438,7.529201906,7.270483276,7.160621094,2.089233398,2.084350586,2.035217285,2.100906372,18.05,0.805,1,,7.318401578,224,,,,,0,7.304838346,,,,6.936257533,7.046119716,,,,,,
18.06666667,7.5434433,5.465735663,31.89001958,101.7374063,7.529201906,7.271500519,7.160621094,2.089233398,2.084197998,2.035140991,2.100906372,18.06666667,0.806666667,1,,7.319832767,224,,,,,0,7.305591373,,,,6.937010561,7.047889986,,,,,,
18.08333333,7.5434433,5.458315693,31.81047244,101.7425625,7.529540987,7.264718903,7.15485672,2.089309692,2.08442688,2.035217285,2.100830078,18.08333333,0.808333333,1,,7.319937512,225,,,,,0,7.306035199,,,,6.931350932,7.041213115,,,,,,
18.1,7.542426058,5.442548256,31.87381279,101.7408438,7.529201906,7.264718903,7.155534882,2.089233398,2.084350586,2.035293579,2.100906372,18.1,0.81,1,,7.319723852,224,,,,,0,7.306499701,,,,6.932832676,7.042016697,,,,,,
18.11666667,7.544799623,5.472228138,31.79869055,101.7425625,7.522759371,7.257259125,7.156213043,2.089233398,2.084197998,2.035064697,2.100982666,18.11666667,0.811666667,1,,7.320694535,224,,,,,0,7.298654283,,,,6.932107955,7.033154037,,,,,,
18.13333333,7.547173189,5.448113234,31.76923904,101.7425625,7.521742129,7.256920044,7.155195801,2.089233398,2.084350586,2.035140991,2.100906372,18.13333333,0.813333333,1,,7.323981868,225,,,,,0,7.298550809,,,,6.932004481,7.033728724,,,,,,
18.15,7.54785135,5.433273293,31.99466128,101.7408438,7.521403048,7.253868317,7.155195801,2.089233398,2.084274292,2.035217285,2.100906372,18.15,0.815,1,,7.325827563,224,,,,,0,7.299379261,,,,6.933172014,7.03184453,,,,,,
18.16666667,7.543104219,5.444403249,31.75598736,101.7408438,7.528862826,7.253529236,7.155195801,2.089233398,2.084274292,2.035217285,2.100830078,18.16666667,0.816666667,1,,7.320031645,224,,,,,0,7.305790252,,,,6.932123227,7.030456662,,,,,,
18.18333333,7.547173189,5.452750715,31.81341803,101.7442813,7.534288118,7.257598206,7.160960175,2.089157104,2.084121704,2.035217285,2.100906372,18.18333333,0.818333333,1,,7.323902648,225,,,,,0,7.311017578,,,,6.937689634,7.034327665,,,,,,
18.2,7.5434433,5.461098182,31.62204975,101.7408438,7.53496628,7.257259125,7.160621094,2.089233398,2.08442688,2.034988403,2.10105896,18.2,0.82,1,,7.319347945,224,,,,,0,7.310870925,,,,6.936525739,7.03316377,,,,,,
18.21666667,7.543104219,5.418433352,32.32076547,101.746,7.534627199,7.257598206,7.160282013,2.089157104,2.084274292,2.035217285,2.100906372,18.21666667,0.821666667,1,,7.322478857,224,,,,,0,7.314001837,,,,6.939656651,7.036972844,,,,,,
18.23333333,7.543104219,5.490778063,31.92243742,101.7442813,7.528184664,7.25522464,7.160621094,2.089233398,2.084350586,2.035217285,2.100982666,18.23333333,0.823333333,1,,7.318550355,225,,,,,0,7.3036308,,,,6.93606723,7.030670776,,,,,,
18.25,7.543104219,5.451823219,32.21740979,101.7442813,7.521742129,7.253868317,7.160960175,2.089309692,2.08442688,2.035140991,2.10105896,18.25,0.825,1,,7.320868673,224,,,,,0,7.299506583,,,,6.938724629,7.031632771,,,,,,
18.26666667,7.54785135,5.451823219,31.58379894,101.7408438,7.517673159,7.254207397,7.155195801,2.089233398,2.084121704,2.035293579,2.100982666,18.26666667,0.826666667,1,,7.324039429,224,,,,,0,7.293861237,,,,6.931383879,7.030395476,,,,,,
18.28333333,7.542765138,5.399883427,32.12444137,101.7408438,7.517673159,7.247425781,7.155873962,2.089157104,2.084503174,2.035140991,2.10067749,18.28333333,0.828333333,1,,7.322422035,225,,,,,0,7.297330056,,,,6.935530859,7.027082678,,,,,,
18.3,7.542426058,5.49170556,31.95191312,101.7442813,7.512586947,7.248103943,7.148414185,2.089233398,2.084274292,2.035217285,2.100982666,18.3,0.83,1,,7.317907934,224,,,,,0,7.288068824,,,,6.923896061,7.023585819,,,,,,
18.31666667,7.544121462,5.420288345,31.86644653,101.7408438,7.512247867,7.240644165,7.148753265,2.089233398,2.084197998,2.035293579,2.100982666,18.31666667,0.831666667,1,,7.322311847,224,,,,,0,7.290438252,,,,6.926943651,7.01883455,,,,,,
18.33333333,7.537678926,5.428635812,31.79574519,101.739125,7.512247867,7.240983246,7.147736023,2.089157104,2.084197998,2.035293579,2.100982666,18.33333333,0.833333333,1,,7.315351734,225,,,,,0,7.289920674,,,,6.92540883,7.018656053,,,,,,
18.35,7.537678926,5.389680967,31.76334929,101.739125,7.512247867,7.235218872,7.147736023,2.089233398,2.08404541,2.035217285,2.100906372,18.35,0.835,1,,7.316866763,224,,,,,0,7.291435703,,,,6.92692386,7.014406709,,,,,,
18.36666667,7.537339846,5.412868375,31.72654249,101.7425625,7.513265109,7.235897034,7.147736023,2.089309692,2.084503174,2.035217285,2.100982666,18.36666667,0.836666667,1,,7.315485804,224,,,,,0,7.291411068,,,,6.925881982,7.014042992,,,,,,
18.38333333,7.537678926,5.385970982,31.75451501,101.7408438,7.512586947,7.232167145,7.147396942,2.089233398,2.084197998,2.035217285,2.100982666,18.38333333,0.838333333,1,,7.316996832,225,,,,,0,7.291904853,,,,6.926714848,7.01148505,,,,,,
18.4,7.538018007,5.398028434,31.68679912,101.7408438,7.505466251,7.226402771,7.148414185,2.089309692,2.084274292,2.035217285,2.100982666,18.4,0.84,1,,7.316672972,224,,,,,0,7.284121215,,,,6.927069149,7.005057735,,,,,,
18.41666667,7.537339846,5.378551012,31.93275338,101.7408438,7.505466251,7.226741852,7.147736023,2.089233398,2.084350586,2.035293579,2.100906372,18.41666667,0.841666667,1,,7.31740095,224,,,,,0,7.285527355,,,,6.927797127,7.006802956,,,,,,
18.43333333,7.538018007,5.380406004,31.70151792,101.7425625,7.500719119,7.22606369,7.149092346,2.089233398,2.084197998,2.035140991,2.100982666,18.43333333,0.843333333,1,,7.317432237,225,,,,,0,7.28013335,,,,6.928506576,7.00547792,,,,,,
18.45,7.538357088,5.342378656,32.58386326,101.7425625,7.495293827,7.226741852,7.148753265,2.089233398,2.084197998,2.035140991,2.100906372,18.45,0.845,1,,7.321445905,224,,,,,0,7.278382644,,,,6.931842083,7.009830669,,,,,,
18.46666667,7.538357088,5.500980523,31.83403844,101.739125,7.494615665,7.22606369,7.148414185,2.089157104,2.084274292,2.035217285,2.10067749,18.46666667,0.846666667,1,,7.313163747,224,,,,,0,7.269422324,,,,6.923220844,7.000870349,,,,,,
18.48333333,7.537678926,5.356291101,32.0919876,101.7442813,7.491224857,7.220299316,7.148414185,2.089233398,2.084274292,2.035293579,2.100906372,18.48333333,0.848333333,1,,7.319036434,225,,,,,0,7.272582365,,,,6.929771692,7.001656824,,,,,,
18.5,7.543104219,5.471300641,31.71034975,101.7425625,7.485121403,7.219282074,7.148075104,2.089233398,2.084350586,2.035064697,2.100982666,18.5,0.85,1,,7.318814305,224,,,,,0,7.260831488,,,,6.923785189,6.994992159,,,,,,
18.51666667,7.542765138,5.360928582,31.49261562,101.739125,7.485799564,7.220299316,7.149092346,2.089233398,2.084274292,2.035217285,2.100982666,18.51666667,0.851666667,1,,7.322455878,224,,,,,0,7.265490304,,,,6.928783086,6.999990056,,,,,,
18.53333333,7.542765138,5.420288345,31.42352076,101.7442813,7.485799564,7.220638397,7.147736023,2.089157104,2.084350586,2.035140991,2.100982666,18.53333333,0.853333333,1,,7.319840168,225,,,,,0,7.262874594,,,,6.924811052,6.997713427,,,,,,
18.55,7.543782381,5.367421056,31.34269528,101.7425625,7.486138645,7.220638397,7.147736023,2.089233398,2.084197998,2.035217285,2.100830078,18.55,0.855,1,,7.322826418,224,,,,,0,7.265182682,,,,6.92678006,6.999682434,,,,,,
18.56666667,7.542426058,5.370203545,31.93717468,101.7442813,7.479357029,7.220299316,7.148075104,2.089157104,2.084121704,2.035140991,2.100906372,18.56666667,0.856666667,1,,7.322839313,224,,,,,0,7.259770285,,,,6.928488359,7.000712572,,,,,,
18.58333333,7.543104219,5.414723367,32.19527004,101.7408438,7.478678868,7.225724609,7.142649811,2.089233398,2.084274292,2.035217285,2.100830078,18.58333333,0.858333333,1,,7.322327442,225,,,,,0,7.25790209,,,,6.921873034,7.004947832,,,,,,
18.6,7.547512269,5.429563308,31.76923904,101.739125,7.472914494,7.225724609,7.142988892,2.089233398,2.084197998,2.034988403,2.100830078,18.6,0.86,1,,7.325080879,224,,,,,0,7.250483103,,,,6.920557501,7.003293219,,,,,,
18.61666667,7.55192032,5.426780819,31.6926865,101.7408438,7.473253575,7.225724609,7.14231073,2.089233398,2.084121704,2.035140991,2.100906372,18.61666667,0.861666667,1,,7.329411094,224,,,,,0,7.250744349,,,,6.919801504,7.003215384,,,,,,
18.63333333,7.552937562,5.449968226,31.48526396,101.7408438,7.469523686,7.226741852,7.14231073,2.089233398,2.084274292,2.035217285,2.100830078,18.63333333,0.863333333,1,,7.328950366,225,,,,,0,7.24553649,,,,6.918323534,7.002754656,,,,,,
18.65,7.54785135,5.349798627,31.54555562,101.7408438,7.469184605,7.22606369,7.14231073,2.089233398,2.084121704,2.035140991,2.100906372,18.65,0.865,1,,7.328132226,224,,,,,0,7.24946548,,,,6.922591605,7.006344565,,,,,,
18.66666667,7.54785135,5.407303397,31.40735307,101.7408438,7.46274207,7.22606369,7.136885437,2.089233398,2.084350586,2.035140991,2.100906372,18.66666667,0.866666667,1,,7.325419144,224,,,,,0,7.240309864,,,,6.914453231,7.003631484,,,,,,
18.68333333,7.54785135,5.360928582,32.43748358,101.7425625,7.456977696,7.232167145,7.133155548,2.089233398,2.084350586,2.035217285,2.10105896,18.68333333,0.868333333,1,,7.329843667,225,,,,,0,7.238970014,,,,6.915147865,7.014159462,,,,,,
18.7,7.55192032,5.478720612,31.67796838,101.7425625,7.452230565,7.225724609,7.13383371,2.089233398,2.084121704,2.034988403,2.100830078,18.7,0.87,1,,7.327244102,224,,,,,0,7.227554347,,,,6.909157492,7.001048391,,,,,,
18.71666667,7.552259401,5.358146093,32.41679359,101.739125,7.452230565,7.226402771,7.133494629,2.089157104,2.084350586,2.035293579,2.100906372,18.71666667,0.871666667,1,,7.334316091,224,,,,,0,7.234287256,,,,6.915551319,7.008459461,,,,,,
18.73333333,7.55192032,5.575180226,31.71182176,101.7442813,7.442397222,7.225724609,7.128408417,2.089233398,2.084350586,2.035140991,2.10105896,18.73333333,0.873333333,1,,7.323375771,225,,,,,0,7.213852674,,,,6.899863868,6.997180061,,,,,,
18.75,7.547512269,5.425853323,32.30599663,101.7442813,7.435954687,7.225046448,7.128069336,2.089233398,2.084274292,2.035140991,2.100906372,18.75,0.875,1,,7.32654925,224,,,,,0,7.214991667,,,,6.907106316,7.004083428,,,,,,
18.76666667,7.548190431,5.555702804,31.58674104,101.7425625,7.435615606,7.226402771,7.12128772,2.089233398,2.084197998,2.035140991,2.100830078,18.76666667,0.876666667,1,,7.3201216,224,,,,,0,7.207546775,,,,6.893218889,6.99833394,,,,,,
18.78333333,7.548529512,5.430490804,31.73831989,101.7408438,7.430868475,7.225385529,7.121626801,2.089233398,2.084197998,2.035217285,2.100906372,18.78333333,0.878333333,1,,7.325982719,225,,,,,0,7.208321682,,,,6.899080008,7.002838736,,,,,,
18.8,7.54785135,5.590020167,31.26337061,101.7408438,7.430868475,7.226402771,7.121965881,2.089233398,2.084350586,2.035064697,2.100906372,18.8,0.88,1,,7.317520784,224,,,,,0,7.200537909,,,,6.891635315,6.996072205,,,,,,
18.81666667,7.54785135,5.436983278,32.65044161,101.739125,7.430529394,7.226402771,7.12128772,2.089233398,2.084274292,2.035064697,2.100906372,18.81666667,0.881666667,1,,7.327256272,224,,,,,0,7.209934316,,,,6.900692641,7.005807692,,,,,,
18.83333333,7.54785135,5.654017411,31.58968319,101.746,7.431546637,7.219621155,7.116540588,2.089233398,2.084121704,2.035217285,2.100906372,18.83333333,0.883333333,1,,7.315754335,225,,,,,0,7.199449622,,,,6.884443573,6.98752414,,,,,,
18.85,7.547512269,5.463880671,32.18051174,101.7425625,7.430529394,7.219960236,7.116540588,2.089233398,2.084197998,2.035064697,2.100906372,18.85,0.885,1,,7.324695113,224,,,,,0,7.207712238,,,,6.893723432,6.99714308,,,,,,
18.86666667,7.548190431,5.613207574,31.64559246,101.7425625,7.431207556,7.221316559,7.115862427,2.089233398,2.084350586,2.035293579,2.100906372,18.86666667,0.886666667,1,,7.317914729,224,,,,,0,7.200931854,,,,6.885586725,6.991040857,,,,,,
18.88333333,7.548190431,5.510255486,31.49261562,101.7425625,7.435615606,7.212500458,7.120270477,2.089157104,2.084197998,2.035064697,2.100830078,18.88333333,0.888333333,1,,7.321744528,225,,,,,0,7.209169704,,,,6.893824575,6.986054555,,,,,,
18.9,7.547512269,5.548282834,31.30009118,101.7408438,7.435276525,7.218264832,7.120948639,2.089233398,2.084121704,2.035217285,2.100906372,18.9,0.89,1,,7.318998564,224,,,,,0,7.20676282,,,,6.892434934,6.989751126,,,,,,
18.91666667,7.54785135,5.485213086,31.28099566,101.739125,7.430868475,7.212500458,7.128069336,2.089233398,2.084197998,2.035217285,2.100982666,18.91666667,0.891666667,1,,7.32188536,224,,,,,0,7.204902485,,,,6.902103346,6.986534468,,,,,,
18.93333333,7.551581239,5.46666316,31.29715329,101.7442813,7.430529394,7.212161377,7.128069336,2.089233398,2.084350586,2.035293579,2.100906372,18.93333333,0.893333333,1,,7.326421506,225,,,,,0,7.205369661,,,,6.902909603,6.987001644,,,,,,
18.95,7.552598481,5.484285589,31.31918847,101.7408438,7.42442594,7.212839539,7.133155548,2.089233398,2.084274292,2.035140991,2.100753784,18.95,0.895,1,,7.326770419,224,,,,,0,7.198597877,,,,6.907327485,6.987011476,,,,,,
18.96666667,7.558362855,5.443475752,32.03741945,101.7425625,7.430529394,7.207414246,7.133155548,2.089233398,2.084274292,2.035140991,2.100906372,18.96666667,0.896666667,1,,7.336027509,224,,,,,0,7.208194049,,,,6.910820202,6.9850789,,,,,,
18.98333333,7.558701936,5.559412789,31.49261562,101.739125,7.430868475,7.207414246,7.133155548,2.089233398,2.084274292,2.035217285,2.100982666,18.98333333,0.898333333,1,,7.330235896,225,,,,,0,7.202402436,,,,6.904689509,6.978948206,,,,,,
19,7.559041017,5.483358093,31.96517873,101.7408438,7.435615606,7.206736084,7.132816467,2.089233398,2.084274292,2.035140991,2.100830078,19,0.9,1,,7.33489722,224,,,,,0,7.21147181,,,,6.908672671,6.982592287,,,,,,
19.01666667,7.565822633,5.5315879,31.41617165,101.7425625,7.435276525,7.207414246,7.132816467,2.089233398,2.084579468,2.035293579,2.100982666,19.01666667,0.901666667,1,,7.338300958,224,,,,,0,7.207754851,,,,6.905294793,6.979892571,,,,,,
19.03333333,7.565822633,5.426780819,31.91654285,101.7408438,7.430529394,7.206397003,7.133494629,2.089233398,2.084274292,2.035217285,2.100906372,19.03333333,0.903333333,1,,7.343871458,225,,,,,0,7.20857822,,,,6.911543454,6.984445829,,,,,,
