Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: DO4 (mg/L),Latest: FlowV1 (V),Latest: FlowV2 (V),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
16.36666667,7.867316189,14.46059472,30.36491941,102.0605313,7.95683352,7.816454071,2.969764681,2.116699219,2.094573975,0.909194946,2.087783813,16.36666667,0.636666667,1,,7.265076315,224,,,,,0,7.354593646,,,,7.214214197,2.367524808,,,,,,
16.38333333,7.866298947,14.44297229,30.37223358,102.0777188,7.952425469,7.816454071,2.969425601,2.116699219,2.094573975,0.908966064,2.087783813,16.38333333,0.638333333,1,,7.264846799,225,,,,,0,7.350973321,,,,7.215001923,2.367973453,,,,,,
16.4,7.859856411,14.43926231,30.37954796,102.1224063,7.951747308,7.816793152,2.970781924,2.116775513,2.094573975,0.909118652,2.08770752,16.4,0.64,1,,7.258612524,224,,,,,0,7.35050342,,,,7.215549264,2.369538036,,,,,,
16.41666667,7.860195492,14.4170024,30.40295546,102.0639688,7.951408227,7.815436829,2.971121005,2.116699219,2.094573975,0.909194946,2.08770752,16.41666667,0.641666667,1,,7.260050094,224,,,,,0,7.351262828,,,,7.21529143,2.370975606,,,,,,
16.43333333,7.856126523,14.46244972,30.40588156,102.0674063,7.951747308,7.81611499,2.970442843,2.116775513,2.094802856,0.909576416,2.08770752,16.43333333,0.643333333,1,,7.254110759,225,,,,,0,7.349731544,,,,7.214099226,2.368427079,,,,,,
16.45,7.855787442,14.45317475,30.4000294,102.1138125,7.951747308,7.816454071,2.971460085,2.116775513,2.094497681,0.909194946,2.08770752,16.45,0.645,1,,7.254114786,224,,,,,0,7.350074652,,,,7.214781416,2.36978743,,,,,,
16.46666667,7.856126523,14.45131976,30.41466006,102.096625,7.951408227,7.81611499,2.970781924,2.116775513,2.094573975,0.90927124,2.08770752,16.46666667,0.646666667,1,,7.254638473,224,,,,,0,7.349920177,,,,7.21462694,2.369293874,,,,,,
16.48333333,7.855787442,14.48007215,30.4292916,102.0845938,7.951747308,7.82425293,2.971121005,2.116851807,2.094650269,0.909576416,2.087783813,16.48333333,0.648333333,1,,7.253210159,225,,,,,0,7.349170024,,,,7.221675646,2.368543721,,,,,,
16.5,7.855448361,14.45781223,30.4292916,102.1138125,7.963615136,7.823574768,2.972138247,2.116622925,2.094497681,0.909576416,2.087783813,16.5,0.65,1,,7.253797407,224,,,,,0,7.361964182,,,,7.221923814,2.370487293,,,,,,
16.51666667,7.855448361,14.47543466,30.42197572,102.1086563,7.964632378,7.823574768,2.971799166,2.116699219,2.094573975,0.909500122,2.087631226,16.51666667,0.651666667,1,,7.253010349,224,,,,,0,7.362194366,,,,7.221136757,2.369361155,,,,,,
16.53333333,7.85510928,14.45688474,30.43221801,102.1069375,7.951747308,7.823574768,2.971460085,2.116775513,2.094650269,0.90965271,2.087783813,16.53333333,0.653333333,1,,7.253518374,225,,,,,0,7.350156401,,,,7.221983862,2.369869179,,,,,,
16.55,7.856126523,14.53479443,30.4175863,102.1017813,7.951408227,7.823574768,2.971799166,2.116622925,2.094573975,0.909805298,2.08770752,16.55,0.655,1,,7.251185706,224,,,,,0,7.34646741,,,,7.218633951,2.366858349,,,,,,
16.56666667,7.851040311,14.46059472,30.41904943,102.1000625,7.951747308,7.823574768,2.971460085,2.116775513,2.094650269,0.909729004,2.08770752,16.56666667,0.656666667,1,,7.249198436,224,,,,,0,7.349905433,,,,7.221732894,2.369618211,,,,,,
16.58333333,7.851040311,14.45131976,30.41904943,102.1017813,7.951069146,7.823235687,2.972816409,2.116699219,2.094650269,0.909805298,2.08770752,16.58333333,0.658333333,1,,7.249584455,225,,,,,0,7.34961329,,,,7.221779831,2.371360553,,,,,,
16.6,7.851379391,14.45502975,30.40880769,102.1052188,7.951747308,7.823913849,2.972816409,2.116622925,2.094726563,0.909881592,2.087860107,16.6,0.66,1,,7.249693974,224,,,,,0,7.350061891,,,,7.222228432,2.371130992,,,,,,
16.61666667,7.850023068,14.45131976,30.40880769,102.1017813,7.951408227,7.822896606,2.972477328,2.116775513,2.094573975,0.909881592,2.087860107,16.61666667,0.661666667,1,,7.248492078,224,,,,,0,7.349877237,,,,7.221365616,2.370946338,,,,,,
16.63333333,7.851379391,14.46059472,30.40441851,102.1069375,7.952086388,7.823235687,2.97349457,2.116699219,2.094726563,0.91003418,2.087860107,16.63333333,0.663333333,1,,7.249430097,225,,,,,0,7.350137094,,,,7.221286392,2.371545275,,,,,,
16.65,7.85070123,14.46152222,30.39856639,102.1052188,7.951747308,7.829339142,2.97315549,2.116851807,2.094726563,0.910186768,2.08770752,16.65,0.665,1,,7.248670325,224,,,,,0,7.349716403,,,,7.227308237,2.371124585,,,,,,
16.66666667,7.850362149,14.45688474,30.39710338,102.1017813,7.951747308,7.82866098,2.97349457,2.116699219,2.094802856,0.910110474,2.08770752,16.66666667,0.666666667,1,,7.248513552,224,,,,,0,7.349898711,,,,7.226812383,2.371645973,,,,,,
16.68333333,7.850023068,14.45966723,30.40149243,102.0983438,7.9483565,7.829000061,2.97315549,2.116775513,2.09487915,0.910110474,2.087783813,16.68333333,0.668333333,1,,7.248090886,225,,,,,0,7.346424318,,,,7.227067879,2.371223308,,,,,,
16.7,7.850023068,14.44482729,30.39564038,102.1035,7.952086388,7.82866098,2.97349457,2.116699219,2.094497681,0.910110474,2.08770752,16.7,0.67,1,,7.248665688,224,,,,,0,7.350729009,,,,7.2273036,2.37213719,,,,,,
16.71666667,7.851040311,14.45224726,30.39125143,102.1035,7.952086388,7.829339142,2.973833651,2.116699219,2.094650269,0.910186768,2.087783813,16.71666667,0.671666667,1,,7.249341779,224,,,,,0,7.350387857,,,,7.22764061,2.37213512,,,,,,
16.73333333,7.850362149,14.45039226,30.39125143,102.1017813,7.951408227,7.829000061,2.97349457,2.116699219,2.094726563,0.910415649,2.087783813,16.73333333,0.673333333,1,,7.248740848,225,,,,,0,7.349786925,,,,7.22737876,2.371873269,,,,,,
16.75,7.85070123,14.44760977,30.40441851,102.08975,7.952086388,7.82866098,2.974172732,2.116699219,2.094573975,0.910568237,2.08770752,16.75,0.675,1,,7.249292458,224,,,,,0,7.350677616,,,,7.227252208,2.37276396,,,,,,
16.76666667,7.85070123,14.4401898,30.39417739,102.1017813,7.951408227,7.829000061,2.975529055,2.116851807,2.094726563,0.910339355,2.087631226,16.76666667,0.676666667,1,,7.249526175,224,,,,,0,7.350233172,,,,7.227825006,2.374354,,,,,,
16.78333333,7.850362149,14.44482729,30.39710338,102.0949063,7.948017419,7.823574768,2.974172732,2.116699219,2.09487915,0.910568237,2.08770752,16.78333333,0.678333333,1,,7.249015511,225,,,,,0,7.346670781,,,,7.22222813,2.372826094,,,,,,
16.8,7.850023068,14.43833481,30.38978847,102.0949063,7.950051904,7.823913849,2.974511813,2.116470337,2.094726563,0.910644531,2.087860107,16.8,0.68,1,,7.24889302,224,,,,,0,7.348921856,,,,7.222783801,2.373381765,,,,,,
16.81666667,7.851040311,14.44482729,30.37954796,102.08975,7.949712823,7.823574768,2.974850894,2.116775513,2.094573975,0.910720825,2.087783813,16.81666667,0.681666667,1,,7.2495647,224,,,,,0,7.348237212,,,,7.222099157,2.373375283,,,,,,
16.83333333,7.856126523,14.43740732,30.38247378,102.0949063,7.949373742,7.823574768,2.974511813,2.116622925,2.094955444,0.910491943,2.08770752,16.83333333,0.683333333,1,,7.254981371,225,,,,,0,7.348228591,,,,7.222429617,2.373366661,,,,,,
16.85,7.855448361,14.43091484,30.36930788,102.0863125,7.949034661,7.823574768,2.975529055,2.116622925,2.094650269,0.910797119,2.08770752,16.85,0.685,1,,7.254476824,224,,,,,0,7.348063124,,,,7.222603231,2.374557518,,,,,,
16.86666667,7.85510928,14.4411173,30.38686256,102.0880313,7.949034661,7.823574768,2.974511813,2.116775513,2.094802856,0.910491943,2.087631226,16.86666667,0.686666667,1,,7.253841895,224,,,,,0,7.347767276,,,,7.222307383,2.373244428,,,,,,
16.88333333,7.859856411,14.44946477,30.38101086,102.0931875,7.949373742,7.817132233,2.975529055,2.116699219,2.094650269,0.910797119,2.087783813,16.88333333,0.688333333,1,,7.258198455,225,,,,,0,7.347715786,,,,7.215474277,2.373871099,,,,,,
16.9,7.861212735,14.45317475,30.3839367,102.0949063,7.949034661,7.816454071,2.978241702,2.116699219,2.094573975,0.910949707,2.08770752,16.9,0.69,1,,7.259421816,224,,,,,0,7.347243743,,,,7.214663152,2.376450783,,,,,,
16.91666667,7.860195492,14.45781223,30.38247378,102.0931875,7.94869558,7.816454071,2.978919863,2.116775513,2.094726563,0.910873413,2.087554932,16.91666667,0.691666667,1,,7.25820072,224,,,,,0,7.346700808,,,,7.214459299,2.376925091,,,,,,
16.93333333,7.861212735,14.42998735,30.39417739,102.096625,7.953781792,7.817132233,2.977224459,2.116775513,2.09487915,0.910644531,2.087631226,16.93333333,0.693333333,1,,7.260462429,225,,,,,0,7.353031487,,,,7.216381927,2.376474154,,,,,,
16.95,7.860534573,14.45410225,30.37662218,102.0794375,7.952425469,7.81170694,2.974850894,2.116699219,2.09487915,0.910644531,2.087631226,16.95,0.695,1,,7.258651233,224,,,,,0,7.350542129,,,,7.209823599,2.372967553,,,,,,
16.96666667,7.861212735,14.43462483,30.38978847,102.0931875,7.95276455,7.811367859,2.976207217,2.116775513,2.094573975,0.910644531,2.08770752,16.96666667,0.696666667,1,,7.260237149,224,,,,,0,7.351788965,,,,7.210392274,2.375231631,,,,,,
16.98333333,7.860534573,14.46152222,30.37369644,102.0880313,7.949373742,7.81170694,2.977902621,2.116699219,2.094573975,0.911026001,2.087783813,16.98333333,0.698333333,1,,7.258320718,225,,,,,0,7.347159887,,,,7.209493084,2.375688766,,,,,,
17,7.866977108,14.45224726,30.3839367,102.0742813,7.949373742,7.807298889,2.974850894,2.116775513,2.094726563,0.910568237,2.087783813,17,0.7,1,,7.265224808,224,,,,,0,7.347621442,,,,7.205546589,2.373098593,,,,,,
17.01666667,7.866977108,14.46152222,30.39710338,102.0725625,7.949034661,7.81170694,2.975529055,2.116546631,2.094497681,0.910644531,2.087783813,17.01666667,0.701666667,1,,7.26493545,224,,,,,0,7.346993003,,,,7.209665282,2.373487397,,,,,,
17.03333333,7.866977108,14.45502975,30.38832551,102.0742813,7.949373742,7.81170694,2.975529055,2.116699219,2.094650269,0.910720825,2.087783813,17.03333333,0.703333333,1,,7.265141223,225,,,,,0,7.347537857,,,,7.209871055,2.37369317,,,,,,
17.05,7.87206332,14.4661597,30.38101086,102.0777188,7.943609369,7.810689697,2.975529055,2.116699219,2.094726563,0.910873413,2.087631226,17.05,0.705,1,,7.269710208,224,,,,,0,7.341256256,,,,7.208336585,2.373175943,,,,,,
17.06666667,7.871724239,14.45502975,30.38978847,102.0845938,7.943948449,7.806959808,2.975868136,2.116622925,2.094497681,0.910797119,2.087783813,17.06666667,0.706666667,1,,7.269899109,224,,,,,0,7.342123319,,,,7.205134678,2.374043006,,,,,,
17.08333333,7.87206332,14.43740732,30.3751593,102.0914688,7.943270288,7.807298889,2.976207217,2.116851807,2.094650269,0.910873413,2.087783813,17.08333333,0.708333333,1,,7.270864422,225,,,,,0,7.34207139,,,,7.206099991,2.375008319,,,,,,
17.1,7.87206332,14.43740732,30.37808507,102.0914688,7.943948449,7.803229919,2.976546298,2.116622925,2.094497681,0.910949707,2.087783813,17.1,0.71,1,,7.270885924,224,,,,,0,7.342771053,,,,7.202052523,2.375368902,,,,,,
17.11666667,7.87206332,14.45317475,30.3839367,102.0931875,7.943609369,7.800517273,2.97349457,2.116699219,2.09487915,0.911178589,2.08770752,17.11666667,0.711666667,1,,7.270272401,224,,,,,0,7.34181845,,,,7.198726354,2.371703652,,,,,,
17.13333333,7.871385159,14.45502975,30.36638223,102.0931875,7.943948449,7.799500031,2.97756354,2.116622925,2.094726563,0.910949707,2.08770752,17.13333333,0.713333333,1,,7.269387821,225,,,,,0,7.341951112,,,,7.197502693,2.375566203,,,,,,
17.15,7.871724239,14.4420448,30.3619938,102.096625,7.943270288,7.800178192,2.978580782,2.116851807,2.094573975,0.911026001,2.087631226,17.15,0.715,1,,7.270235385,224,,,,,0,7.341781434,,,,7.198689338,2.377091928,,,,,,
17.16666667,7.871724239,14.4401898,30.3619938,102.0914688,7.935471429,7.800517273,2.977224459,2.116699219,2.094726563,0.911102295,2.087631226,17.16666667,0.716666667,1,,7.270312643,224,,,,,0,7.334059833,,,,7.199105676,2.375812863,,,,,,
17.18333333,7.871724239,14.43926231,30.3532172,102.0931875,7.935471429,7.805603485,2.978580782,2.116851807,2.094650269,0.911178589,2.087783813,17.18333333,0.718333333,1,,7.270286673,225,,,,,0,7.334033863,,,,7.204165919,2.377143216,,,,,,
17.2,7.866977108,14.43926231,30.34151554,102.096625,7.93581051,7.800178192,2.978241702,2.116775513,2.094726563,0.910949707,2.087783813,17.2,0.72,1,,7.265453349,224,,,,,0,7.334286751,,,,7.198654432,2.376717942,,,,,,
17.21666667,7.866977108,14.44389979,30.3239641,102.096625,7.934793268,7.800178192,2.979598025,2.116775513,2.094650269,0.911102295,2.087783813,17.21666667,0.721666667,1,,7.265130694,224,,,,,0,7.332946853,,,,7.198331778,2.37775161,,,,,,
17.23333333,7.86765527,14.45224726,30.32103898,102.0880313,7.936149591,7.800856354,2.977902621,2.116622925,2.094573975,0.911178589,2.087783813,17.23333333,0.723333333,1,,7.265439429,225,,,,,0,7.333933751,,,,7.198640513,2.37568678,,,,,,
17.25,7.866638027,14.45317475,30.31957643,102.0931875,7.936488672,7.799500031,2.979598025,2.116775513,2.094573975,0.911178589,2.087631226,17.25,0.725,1,,7.264372734,224,,,,,0,7.334223378,,,,7.197234737,2.377332732,,,,,,
17.26666667,7.866977108,14.44946477,30.31080134,102.0880313,7.93581051,7.800178192,2.978919863,2.116699219,2.094650269,0.911254883,2.087783813,17.26666667,0.726666667,1,,7.264801575,224,,,,,0,7.333634977,,,,7.198002659,2.37674433,,,,,,
17.28333333,7.86765527,14.43276983,30.31518885,102.0914688,7.935132349,7.799839111,2.978580782,2.116699219,2.094573975,0.911254883,2.08770752,17.28333333,0.728333333,1,,7.266207876,225,,,,,0,7.333684955,,,,7.198391718,2.377133389,,,,,,
17.3,7.867316189,14.44389979,30.30348899,102.0931875,7.935471429,7.798821869,2.977902621,2.116851807,2.094497681,0.911178589,2.087783813,17.3,0.73,1,,7.265318535,224,,,,,0,7.333473776,,,,7.196824215,2.375904967,,,,,,
17.31666667,7.866977108,14.45131976,30.3181139,102.1035,7.93581051,7.800178192,2.979598025,2.116851807,2.094726563,0.911483765,2.087783813,17.31666667,0.731666667,1,,7.264778308,224,,,,,0,7.33361171,,,,7.197979392,2.377399225,,,,,,
17.33333333,7.867316189,14.43647982,30.31080134,102.0914688,7.934454187,7.799839111,2.978580782,2.116546631,2.094726563,0.911331177,2.08770752,17.33333333,0.733333333,1,,7.265681798,225,,,,,0,7.332819796,,,,7.198204721,2.376946392,,,,,,
17.35,7.866977108,14.44946477,30.31080134,102.0931875,7.930385217,7.800517273,2.980276187,2.116699219,2.094573975,0.911254883,2.087783813,17.35,0.735,1,,7.264801575,224,,,,,0,7.328209684,,,,7.19834174,2.378100653,,,,,,
17.36666667,7.866298947,14.44853727,30.32103898,102.0931875,7.930385217,7.800856354,2.980615267,2.116775513,2.094497681,0.911407471,2.087860107,17.36666667,0.736666667,1,,7.264237699,224,,,,,0,7.32832397,,,,7.198795106,2.37855402,,,,,,
17.38333333,7.86765527,14.43555232,30.30056411,102.1000625,7.930724298,7.800856354,2.979937106,2.116622925,2.094497681,0.911178589,2.087783813,17.38333333,0.738333333,1,,7.265983914,225,,,,,0,7.329052943,,,,7.199184998,2.37826575,,,,,,
17.4,7.86765527,14.43462483,30.3181139,102.096625,7.930385217,7.800178192,2.979937106,2.116699219,2.094650269,0.911407471,2.087783813,17.4,0.74,1,,7.266152162,224,,,,,0,7.328882109,,,,7.198675084,2.378433998,,,,,,
17.41666667,7.866638027,14.43276983,30.31957643,102.08975,7.934793268,7.79916095,2.980954348,2.116699219,2.09487915,0.911178589,2.087631226,17.41666667,0.741666667,1,,7.265223009,224,,,,,0,7.333378249,,,,7.197745931,2.37953933,,,,,,
17.43333333,7.866298947,14.42998735,30.31957643,102.0914688,7.935471429,7.800856354,2.979937106,2.116699219,2.094802856,0.911178589,2.08770752,17.43333333,0.743333333,1,,7.264999875,225,,,,,0,7.334172358,,,,7.199557282,2.378638034,,,,,,
17.45,7.86765527,14.4411173,30.32250154,102.0931875,7.936488672,7.800856354,2.980615267,2.116622925,2.094573975,0.911254883,2.087631226,17.45,0.745,1,,7.265914002,224,,,,,0,7.334747404,,,,7.199115086,2.378874,,,,,,
17.46666667,7.867316189,14.43926231,30.3064139,102.0931875,7.93581051,7.799500031,2.980954348,2.116699219,2.094573975,0.911560059,2.087783813,17.46666667,0.746666667,1,,7.26553343,224,,,,,0,7.334027751,,,,7.197717271,2.379171589,,,,,,
17.48333333,7.867316189,14.4401898,30.30787637,102.0949063,7.935471429,7.793396576,2.980954348,2.116928101,2.094650269,0.911560059,2.08770752,17.48333333,0.748333333,1,,7.26550558,225,,,,,0,7.33366082,,,,7.191585967,2.379143739,,,,,,
17.5,7.87206332,14.4420448,30.32103898,102.0914688,7.935132349,7.793396576,2.980276187,2.116851807,2.094726563,0.911407471,2.087783813,17.5,0.75,1,,7.27027261,224,,,,,0,7.333341638,,,,7.191605865,2.378485476,,,,,,
17.51666667,7.871385159,14.4401898,30.30787637,102.08975,7.934454187,7.793735657,2.981293429,2.116775513,2.094726563,0.911407471,2.08770752,17.51666667,0.751666667,1,,7.269574549,224,,,,,0,7.332643578,,,,7.191925047,2.37948282,,,,,,
17.53333333,7.871724239,14.43740732,30.30787637,102.0931875,7.934454187,7.793057495,2.980615267,2.116622925,2.094650269,0.911483765,2.08770752,17.53333333,0.753333333,1,,7.270029593,225,,,,,0,7.332759541,,,,7.191362849,2.378920621,,,,,,
17.55,7.876471371,14.42813235,30.32250154,102.0931875,7.934454187,7.793735657,2.981293429,2.116699219,2.094726563,0.911407471,2.087783813,17.55,0.755,1,,7.275271168,224,,,,,0,7.333253984,,,,7.192535454,2.380093226,,,,,,
17.56666667,7.875793209,14.43647982,30.3181139,102.0949063,7.935471429,7.793735657,2.980615267,2.116622925,2.094650269,0.911407471,2.087783813,17.56666667,0.756666667,1,,7.274212802,224,,,,,0,7.333891022,,,,7.19215525,2.37903486,,,,,,
17.58333333,7.877149532,14.44668228,30.31226383,102.0949063,7.935132349,7.794752899,2.98163251,2.116775513,2.094650269,0.911407471,2.087783813,17.58333333,0.758333333,1,,7.275100765,225,,,,,0,7.333083581,,,,7.192704132,2.379583742,,,,,,
17.6,7.875793209,14.4411173,30.31372633,102.0949063,7.935132349,7.799500031,2.981293429,2.116775513,2.094573975,0.911254883,2.087783813,17.6,0.76,1,,7.273987157,224,,,,,0,7.333326296,,,,7.197693978,2.379487377,,,,,,
17.61666667,7.876471371,14.43369733,30.31080134,102.0949063,7.935471429,7.799500031,2.982988833,2.116699219,2.094497681,0.911483765,2.08770752,17.61666667,0.761666667,1,,7.274952939,224,,,,,0,7.333952998,,,,7.197981599,2.381470401,,,,,,
17.63333333,7.876810451,14.43555232,30.31080134,102.096625,7.942592126,7.799839111,2.982310671,2.116699219,2.094726563,0.911254883,2.087631226,17.63333333,0.763333333,1,,7.275214714,225,,,,,0,7.340996389,,,,7.198243374,2.380714934,,,,,,
17.65,7.875793209,14.42905985,30.31226383,102.0914688,7.942592126,7.800178192,2.982310671,2.116622925,2.094573975,0.911483765,2.087631226,17.65,0.765,1,,7.274478836,224,,,,,0,7.341277753,,,,7.198863819,2.380996298,,,,,,
17.66666667,7.881896663,14.42998735,30.31226383,102.0880313,7.942931207,7.799839111,2.981971591,2.116622925,2.094573975,0.911560059,2.087783813,17.66666667,0.766666667,1,,7.280543638,224,,,,,0,7.341578182,,,,7.198486086,2.380618565,,,,,,
17.68333333,7.881557583,14.4401898,30.32103898,102.096625,7.9483565,7.800856354,2.982310671,2.116622925,2.094650269,0.911636353,2.08770752,17.68333333,0.768333333,1,,7.279844168,225,,,,,0,7.346643086,,,,7.19914294,2.380597257,,,,,,
17.7,7.886982875,14.43740732,30.31518885,102.08975,7.942931207,7.799839111,2.982649752,2.116622925,2.094573975,0.911636353,2.08770752,17.7,0.77,1,,7.285342227,224,,,,,0,7.341290559,,,,7.198198463,2.381009104,,,,,,
17.71666667,7.887321956,14.43462483,30.31080134,102.096625,7.942592126,7.800517273,2.982310671,2.116699219,2.09487915,0.911636353,2.08770752,17.71666667,0.771666667,1,,7.285764871,224,,,,,0,7.341035042,,,,7.198960188,2.380753587,,,,,,
17.73333333,7.888000118,14.41885739,30.32688925,102.0931875,7.942931207,7.806959808,2.982649752,2.116622925,2.094573975,0.911941528,2.087783813,17.73333333,0.773333333,1,,7.287218717,225,,,,,0,7.342149806,,,,7.206178408,2.381868352,,,,,,
17.75,7.885626552,14.43276983,30.32542667,102.0931875,7.93581051,7.807298889,2.983666995,2.116699219,2.094650269,0.911636353,2.08770752,17.75,0.775,1,,7.284254685,224,,,,,0,7.334438643,,,,7.205927022,2.382295128,,,,,,
17.76666667,7.886982875,14.43833481,30.32688925,102.1000625,7.930046137,7.807298889,2.982649752,2.116699219,2.094650269,0.911712646,2.087783813,17.76666667,0.776666667,1,,7.285389921,224,,,,,0,7.328453183,,,,7.205705935,2.381056798,,,,,,
17.78333333,7.888000118,14.42813235,30.32688925,102.08975,7.929367975,7.806959808,2.983327914,2.116622925,2.094573975,0.91178894,2.087783813,17.78333333,0.778333333,1,,7.286832263,225,,,,,0,7.32820012,,,,7.205791954,2.382160059,,,,,,
17.8,7.887661037,14.43647982,30.33566492,102.08975,7.929367975,7.811028778,2.984345156,2.116622925,2.094650269,0.911941528,2.08770752,17.8,0.78,1,,7.286210078,224,,,,,0,7.327917016,,,,7.209577819,2.382894198,,,,,,
17.81666667,7.88054034,14.42349487,30.32981444,102.0949063,7.929707056,7.811367859,2.983666995,2.116699219,2.094573975,0.91178894,2.08770752,17.81666667,0.781666667,1,,7.279587266,224,,,,,0,7.328753981,,,,7.210414784,2.38271392,,,,,,
17.83333333,7.88054034,14.42627736,30.34297822,102.0914688,7.92733349,7.811367859,2.984006075,2.116622925,2.094573975,0.912094116,2.08770752,17.83333333,0.783333333,1,,7.279568287,225,,,,,0,7.326361437,,,,7.210395806,2.383034023,,,,,,
17.85,7.881896663,14.43647982,30.32542667,102.0880313,7.926316248,7.810011536,2.983327914,2.116699219,2.094573975,0.91178894,2.08770752,17.85,0.785,1,,7.280370212,224,,,,,0,7.324789797,,,,7.208485085,2.381801463,,,,,,
17.86666667,7.880879421,14.43833481,30.33420229,102.0914688,7.926316248,7.81170694,2.984006075,2.116775513,2.094650269,0.911941528,2.08770752,17.86666667,0.786666667,1,,7.279340397,224,,,,,0,7.324777224,,,,7.210167916,2.382467052,,,,,,
17.88333333,7.87613229,14.43926231,30.34005287,102.0914688,7.929707056,7.811028778,2.984684237,2.116546631,2.094497681,0.911941528,2.087783813,17.88333333,0.788333333,1,,7.274597751,225,,,,,0,7.328172517,,,,7.209494239,2.383149698,,,,,,
17.9,7.877149532,14.42442237,30.34151554,102.0845938,7.929367975,7.811367859,2.983666995,2.116622925,2.094573975,0.912017822,2.087783813,17.9,0.79,1,,7.276243988,224,,,,,0,7.328462431,,,,7.210462315,2.382761451,,,,,,
17.91666667,7.876471371,14.42627736,30.3444409,102.0811563,7.929707056,7.811028778,2.983666995,2.116775513,2.094650269,0.912399292,2.087783813,17.91666667,0.791666667,1,,7.275510085,224,,,,,0,7.32874577,,,,7.210067493,2.382705709,,,,,,
17.93333333,7.876471371,14.43647982,30.34882901,102.0949063,7.930046137,7.811028778,2.983666995,2.116775513,2.094726563,0.912094116,2.08770752,17.93333333,0.793333333,1,,7.275117395,225,,,,,0,7.328692161,,,,7.209674802,2.382313019,,,,,,
17.95,7.875793209,14.43926231,30.35760546,102.08975,7.929028894,7.81170694,2.982649752,2.116622925,2.094573975,0.912399292,2.087860107,17.95,0.795,1,,7.274387947,224,,,,,0,7.327623632,,,,7.210301677,2.38124449,,,,,,
17.96666667,7.871724239,14.43184234,30.35760546,102.0863125,7.929707056,7.807298889,2.984684237,2.116622925,2.094573975,0.91217041,2.087860107,17.96666667,0.796666667,1,,7.270628024,224,,,,,0,7.32861084,,,,7.206202674,2.383588022,,,,,,
17.98333333,7.875793209,14.44482729,30.3444409,102.0914688,7.930046137,7.807298889,2.985023318,2.116775513,2.094497681,0.912094116,2.087783813,17.98333333,0.798333333,1,,7.274059182,225,,,,,0,7.328312109,,,,7.205564862,2.383289291,,,,,,
18,7.876810451,14.43091484,30.3634566,102.0880313,7.92733349,7.799500031,2.984684237,2.116699219,2.094726563,0.912094116,2.087631226,18,0.8,1,,7.275795899,224,,,,,0,7.326318938,,,,7.198485478,2.383669685,,,,,,
18.01666667,7.87613229,14.43462483,30.3532172,102.08975,7.929707056,7.799839111,2.985023318,2.116622925,2.094650269,0.912322998,2.087860107,18.01666667,0.801666667,1,,7.274887888,224,,,,,0,7.328462654,,,,7.198594709,2.383778916,,,,,,
18.03333333,7.877149532,14.41792989,30.3444409,102.08975,7.926316248,7.793735657,2.984684237,2.116699219,2.094650269,0.912322998,2.08770752,18.03333333,0.803333333,1,,7.27653598,225,,,,,0,7.325702696,,,,7.193122105,2.384070685,,,,,,
18.05,7.875454128,14.42627736,30.35029173,102.082875,7.925977167,7.793396576,2.984684237,2.116851807,2.094726563,0.91217041,2.08770752,18.05,0.805,1,,7.2745359,224,,,,,0,7.325058939,,,,7.192478348,2.383766009,,,,,,
18.06666667,7.87613229,14.41978489,30.34151554,102.0811563,7.926994409,7.789327606,2.985362399,2.116699219,2.094573975,0.912246704,2.087783813,18.06666667,0.806666667,1,,7.275419938,224,,,,,0,7.326282058,,,,7.188615255,2.384650047,,,,,,
18.08333333,7.87613229,14.43555232,30.34882901,102.082875,7.926655329,7.788649445,2.985362399,2.116699219,2.094650269,0.912246704,2.08770752,18.08333333,0.808333333,1,,7.274816949,225,,,,,0,7.325339988,,,,7.187334104,2.384047058,,,,,,
18.1,7.87613229,14.42442237,30.33712756,102.0863125,7.926994409,7.790005768,2.985701479,2.116775513,2.094650269,0.912322998,2.08770752,18.1,0.81,1,,7.275194438,224,,,,,0,7.326056558,,,,7.189067917,2.384763628,,,,,,
18.11666667,7.871385159,14.42813235,30.35029173,102.096625,7.925977167,7.788649445,2.985362399,2.116622925,2.094726563,0.912475586,2.087783813,18.11666667,0.811666667,1,,7.270389662,224,,,,,0,7.324981671,,,,7.187653948,2.384366902,,,,,,
